Date_MSI_L01d,Open_MSI_L01d,High_MSI_L01d,Low_MSI_L01d,Close_MSI_L01d,Adj Close_MSI_L01d,Volume_MSI_L01d,Daily_Return_MSI_L01d,Vol5_MSI_L01d,Vol10_MSI_L01d,Vol20_MSI_L01d,Vol60_MSI_L01d,SMA5_MSI_L01d,SMA10_MSI_L01d,SMA30_MSI_L01d,SMA60_MSI_L01d,SMA100_MSI_L01d,EMA5_MSI_L01d,EMA10_MSI_L01d,EMA30_MSI_L01d,EMA60_MSI_L01d,EMA100_MSI_L01d,Short12_MSI_L01d,Long26_MSI_L01d,MACD_MSI_L01d,SIGNAL9_MSI_L01d,Ret5/10_MSI_L01d,Ret10/30_MSI_L01d,Ret30/60_MSI_L01d,Ret30/100_MSI_L01d,Emaret5/10_MSI_L01d,Emaret10/30_MSI_L01d,Emaret30/60_MSI_L01d,Emaret30/100_MSI_L01d,RetMACD_MSI_L01d,DayRange_MSI_L01d,average20r_MSI_L01d,PRVHI_MSI_L01d,HitLevel_MSI_L01d,hitlevel_2_MSI_L01d,hitlevel_1.8_MSI_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,268.760009765625,274.1099853515625,268.760009765625,272.7000122070312,272.7000122070312,602500.0,0.3385140304167229,1.527619857900821,1.333240580878882,2.141144511686125,2.029172616588331,269.4240051269531,267.193002319336,253.9636652628581,242.7846661885579,241.8654002380371,270.0870630099946,266.6922603062765,255.8238927876126,247.8717698670553,242.4776921367118,265.375558329396,257.5153759564739,7.860182372922054,7.201194331207819,-1.639164290652648,-1.639164290652648,-1.639164290652648,-1.639164290652648,1.639164290652648,-1.639164290652648,-1.639164290652648,-1.639164290652648,-1.639164290652648,5.059997558593807,5.037498474121089,274.1099853515625,263.0391067504883,264.1410064697266,265.2429061889649,0.0,1.0083497800775136,1.0127292884308656,0.6226765982408966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,-1
2022-12-05,269.7799987792969,272.25,267.1900024414062,268.2300109863281,268.2300109863281,527400.0,-1.639164290652648,1.699666967348523,1.254922720887413,1.60695589995527,2.042315131937283,269.8740051269531,267.7220031738281,255.3586654663086,243.084833017985,242.4500003051758,269.4680456687724,266.9718513390131,256.6242875101104,248.5392531824413,242.987639044625,265.8147048920009,258.309052625352,7.505652266648895,7.262085918296034,-0.7679966723405717,-0.7679966723405717,-0.7679966723405717,-0.7679966723405717,0.7679966723405717,-0.7679966723405717,-0.7679966723405717,-0.7679966723405717,-0.7679966723405717,6.709991455078125,5.146997833251947,272.25,263.0274887084961,264.0349884033203,265.0424880981445,0.0,1.0080381960676117,1.009350028166788,0.7809316490404896,0.0,0.0,2.0,0.00385785,0.00385785,0.9937478303909302,0.9937478303909302,-1.639164290652648,1,-1.639164290652648,1,-1.639164290652648,-1,1.639164290652648,1
2022-12-06,268.8500061035156,269.989990234375,263.2799987792969,266.1700134277344,266.1700134277344,673400.0,-0.7679966723405717,1.723495553364518,1.287386213426005,1.623583783654254,2.039642947282755,270.2160095214844,268.1010040283203,256.3959991455078,243.2958333333333,242.9615003967285,268.3687015884265,266.8260626278715,257.2401407951185,249.1173108954017,243.4466959631024,265.8693677436522,258.8913460181211,6.978021725531164,7.20527307974306,0.2329319930533158,0.2329319930533158,0.2329319930533158,0.2329319930533158,-0.2329319930533158,0.2329319930533158,0.2329319930533158,0.2329319930533158,-0.2329319930533158,5.609985351562614,5.074996185302739,269.989990234375,260.9266047668457,261.9560043334961,262.9854039001465,1.0,1.007888838390701,1.0057814403336844,0.7929287212566525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7679966723405717,1,-0.7679966723405717,-1,0.7679966723405717,1,-0.7679966723405717,-1
2022-12-07,266.2699890136719,269.2999877929688,263.6900024414062,266.7900085449219,266.7900085449219,614500.0,0.2329319930533158,0.8181232400165357,1.251801209478691,1.622257723469178,2.000437673501659,269.1340087890625,268.2740051269531,257.2996663411458,243.6410001118978,243.5105004882813,267.842470573925,266.8195073400624,257.8562612951058,249.696743605222,243.9089397766038,266.0110047900014,259.4764321312174,6.534572658783986,7.071132995551246,1.124479892017719,1.124479892017719,1.124479892017719,1.124479892017719,-1.124479892017719,1.124479892017719,1.124479892017719,1.124479892017719,-1.124479892017719,3.17999267578125,5.067495727539066,269.2999877929688,258.824998626709,259.8399978637695,260.8549971008301,1.0,1.0032056913665652,1.0038339147090878,0.771641392960503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2329319930533158,1,-0.2329319930533158,1,0.2329319930533158,1,-0.2329319930533158,1
2022-12-08,268.760009765625,270.1000061035156,266.9200134277344,269.7900085449219,269.7900085449219,450400.0,1.124479892017719,1.07340713287712,1.294068275540675,1.597577393560308,1.991861513902621,268.7360107421875,268.6530059814453,258.2826665242513,244.0990002950033,244.0256005859375,268.4916498975906,267.3595984682187,258.6261804725133,250.3555391770154,244.4214361878576,266.5923899830661,260.2404007544548,6.35198922861133,6.927304242163264,-1.564179949977803,-1.564179949977803,-1.564179949977803,-1.564179949977803,1.564179949977803,-1.564179949977803,-1.564179949977803,-1.564179949977803,1.564179949977803,5.80999755859375,5.149494934082038,270.1000061035156,258.1514971923829,259.1649963378907,260.1784954833985,0.0,1.0003089664321416,1.004234190340866,0.8100191457120943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.124479892017719,1,1.124479892017719,1,1.124479892017719,1,1.124479892017719,1
2022-12-09,269.5,271.2699890136719,265.4599914550781,265.5700073242188,265.5700073242188,465400.0,-1.564179949977803,1.191167990330277,1.366599624886901,1.574741239006317,1.989537324941263,267.310009765625,268.3670074462891,259.0623336791992,244.5558336893718,244.5110006713867,267.5177690398,267.0342182602187,259.0741693016557,250.8543741982352,244.8402197747162,266.4351003432434,260.6351864262891,5.799913916954324,6.701826177121477,-1.984406698169797,1.984406698169797,1.984406698169797,1.984406698169797,-1.984406698169797,1.984406698169797,1.984406698169797,1.984406698169797,-1.984406698169797,5.660003662109375,4.719495391845709,271.2699890136719,258.7711172485351,259.8010162353515,260.830915222168,1.0,0.996061372481207,1.001810819537405,0.8678248788031003,0.0,1.0,0.0,0.005536187,0.005536187,0.006805718,0.006805718,-1.564179949977803,-1,-1.564179949977803,1,-1.564179949977803,1,-1.564179949977803,1
2022-12-12,267.260009765625,271.0,265.3399963378906,270.8399963378906,270.8399963378906,441000.0,1.984406698169797,1.422074603481548,1.477454703374532,1.3136202986883,2.00263458143738,267.8320068359375,268.8530059814453,259.753000386556,245.0831670125326,244.9972006225586,268.6251781391636,267.7261779107045,259.8332549168966,251.509640497896,245.3550668353732,267.1127766501123,261.3910982715929,5.721678378519357,6.505796617401053,1.362428921614196,-1.362428921614196,-1.362428921614196,-1.362428921614196,1.362428921614196,-1.362428921614196,-1.362428921614196,-1.362428921614196,1.362428921614196,9.799987792968809,4.935494232177744,271.0,260.8870991516113,261.8309982299805,262.7748973083496,0.0,0.9962023889530985,1.0033579093216614,1.124719757185411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.984406698169797,1,1.984406698169797,-1,1.984406698169797,1,1.984406698169797,-1
2022-12-13,275.0,275.0,265.2000122070312,267.1499938964844,267.1499938964844,927100.0,-1.362428921614196,1.543127825725643,1.542546549182859,1.371701152305647,2.01252820452367,268.0280029296875,269.1220062255859,260.3343332926432,245.526166788737,245.4571005249023,268.1334500582705,267.6214171808463,260.3053025929991,252.0224389699809,245.7866495494546,267.1185023803234,261.817683132696,5.300819247627373,6.264801143446318,0.4941071886118882,-0.4941071886118882,-0.4941071886118882,-0.4941071886118882,0.4941071886118882,-0.4941071886118882,-0.4941071886118882,-0.4941071886118882,0.4941071886118882,9.110015869140682,5.163494873046888,275.0,260.1419126892089,261.1290115356445,262.1161103820801,0.0,0.9959349169871252,1.0019132731708023,1.1245500133830488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.362428921614196,1,1.362428921614196,-1,-1.362428921614196,1,1.362428921614196,1
2022-12-14,267.2099914550781,273.0700073242188,263.9599914550781,265.8299865722656,265.8299865722656,970700.0,-0.4941071886118882,1.559638647557546,1.187379239260082,1.37885109404946,2.012826138538854,267.8359985351562,268.4850036621094,261.0989995320638,245.9648333231608,245.8803004455566,267.3656288962689,267.2957025247407,260.6617338174679,252.4751454487443,246.1835473122825,266.9202691790837,262.1148907948863,4.805378384197411,5.972916591596538,3.268996111341925,-3.268996111341925,-3.268996111341925,-3.268996111341925,3.268996111341925,-3.268996111341925,-3.268996111341925,-3.268996111341925,3.268996111341925,7.530029296875,5.264996337890638,273.0700073242188,263.6403112792968,264.6730102539062,265.7057092285156,0.0,0.9975827136782284,1.00026160679303,0.8611366697856716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4941071886118882,1,0.4941071886118882,1,-0.4941071886118882,1,-0.4941071886118882,1
2022-12-15,263.2300109863281,263.6400146484375,256.1099853515625,257.1400146484375,257.1400146484375,700200.0,-3.268996111341925,1.919846282671783,1.525607723888052,1.523777643764321,2.059031483652775,265.3059997558594,267.0210052490235,261.6736668904622,246.2861668904622,246.2090005493164,263.9570908136585,265.4492138199583,260.4345261291434,252.6280919798818,246.4005070615133,265.4156146359074,261.7463814507049,3.669233185202472,5.512179910317725,1.827802729752962,-1.827802729752962,-1.827802729752962,-1.827802729752962,1.827802729752962,1.827802729752962,-1.827802729752962,-1.827802729752962,1.827802729752962,2.920013427734403,5.205996704101572,263.6400146484375,261.4870153808594,262.5400146484375,263.5930139160157,0.0,0.9935772637378669,0.9943788757750407,1.0012010152079736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.268996111341925,1,-3.268996111341925,1,-3.268996111341925,1,-3.268996111341925,1
