Date_PTC_L01d,Open_PTC_L01d,High_PTC_L01d,Low_PTC_L01d,Close_PTC_L01d,Adj Close_PTC_L01d,Volume_PTC_L01d,Daily_Return_PTC_L01d,Vol5_PTC_L01d,Vol10_PTC_L01d,Vol20_PTC_L01d,Vol60_PTC_L01d,SMA5_PTC_L01d,SMA10_PTC_L01d,SMA30_PTC_L01d,SMA60_PTC_L01d,SMA100_PTC_L01d,EMA5_PTC_L01d,EMA10_PTC_L01d,EMA30_PTC_L01d,EMA60_PTC_L01d,EMA100_PTC_L01d,Short12_PTC_L01d,Long26_PTC_L01d,MACD_PTC_L01d,SIGNAL9_PTC_L01d,Ret5/10_PTC_L01d,Ret10/30_PTC_L01d,Ret30/60_PTC_L01d,Ret30/100_PTC_L01d,Emaret5/10_PTC_L01d,Emaret10/30_PTC_L01d,Emaret30/60_PTC_L01d,Emaret30/100_PTC_L01d,RetMACD_PTC_L01d,DayRange_PTC_L01d,average20r_PTC_L01d,PRVHI_PTC_L01d,HitLevel_PTC_L01d,hitlevel_2_PTC_L01d,hitlevel_1.8_PTC_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-16,123.120002746582,123.9599990844727,121.5599975585938,123.5100021362305,123.5100021362305,1424200.0,-0.0566432220319114,2.192933653390927,1.790349524215963,1.572236827813026,2.04908116888476,125.1080001831055,123.4720008850098,125.3413332621256,117.9396663665771,118.1607997131348,124.2985122582154,124.2358797422172,123.1426491668797,120.5433797415013,118.3458555196296,124.2254235046982,123.5064495504144,0.7189739542838396,1.022021305813384,-0.8177492662630459,0.8177492662630459,-0.8177492662630459,0.8177492662630459,0.8177492662630459,-0.8177492662630459,-0.8177492662630459,-0.8177492662630459,0.8177492662630459,2.239997863769602,3.024499130249015,123.9599990844727,119.9674012756348,120.584001159668,121.2006010437012,0.0,1.013249961824295,1.0005041419284684,1.1387276347586455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0566432220319114,1,0.0566432220319114,1,-0.0566432220319114,1,-0.0566432220319114,1
2022-12-19,123.5599975585938,123.5599975585938,121.3199996948242,122.5,122.5,494900.0,-0.8177492662630459,1.915764645022892,1.626684919312821,1.579726637701776,2.009382538240584,124.7900009155274,123.3890007019043,125.2833333333333,118.2139996846517,118.1276997375488,123.6990081721436,123.9202652436322,123.1011879303068,120.6075312253865,118.4281158063696,123.9599737347447,123.4318977318652,0.5280760028794873,0.9232322452266044,-0.2530592315051484,0.2530592315051484,-0.2530592315051484,-0.2530592315051484,0.2530592315051484,0.2530592315051484,-0.2530592315051484,-0.2530592315051484,0.2530592315051484,2.699996948242202,3.0584991455078,123.5599975585938,117.3061009979249,117.9110008239747,118.5159006500245,0.0,1.0113543363318727,0.998214520675423,1.029725574343268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8177492662630459,1,-0.8177492662630459,1,-0.8177492662630459,1,-0.8177492662630459,1
2022-12-20,122.3000030517578,123.4499969482422,120.75,122.1900024414062,122.1900024414062,527600.0,-0.2530592315051484,1.257968310907624,1.528149762502717,1.580553161365633,2.0055407743177,123.8160018920898,123.4820007324219,125.1826667785645,118.497666422526,118.1157997894287,123.1960062618978,123.6056720068638,123.0424017697326,120.6594155275511,118.5026086110238,123.6876704588464,123.3399054881275,0.3477649707189556,0.8081387903250747,1.243961545704519,-1.243961545704519,1.243961545704519,1.243961545704519,-1.243961545704519,-1.243961545704519,1.243961545704519,1.243961545704519,-1.243961545704519,2.709999084472699,2.99799919128417,123.4499969482422,116.8312994384766,117.4429992675782,118.0546990966798,1.0,1.0027048570454544,0.9966857043182997,0.9668448995302137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2530592315051484,1,-0.2530592315051484,1,-0.2530592315051484,1,-0.2530592315051484,1
2022-12-21,122.4400024414062,124.0100021362305,121.3000030517578,123.7099990844727,123.7099990844727,666600.0,1.243961545704519,1.520561190695487,1.571198817035812,1.572508138862723,2.003600483904446,123.0980010986328,123.6890007019043,125.1246668497721,118.8221664428711,118.1309997558594,123.3673372027561,123.6246405664291,123.0854725642319,120.7594346605649,118.6057252540624,123.6911056320197,123.3673198285975,0.3237858034222114,0.711268192944502,1.261011696822164,1.261011696822164,-1.261011696822164,-1.261011696822164,1.261011696822164,1.261011696822164,-1.261011696822164,-1.261011696822164,1.261011696822164,2.809997558593693,3.020499038696274,124.0100021362305,116.854398727417,117.4539985656739,118.0535984039307,0.0,0.9952218903870375,0.9979186725033613,0.9991673672176616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.243961545704519,1,1.243961545704519,1,1.243961545704519,1,1.243961545704519,1
2022-12-22,122.25,122.8899993896484,120.0800018310547,122.1500015258789,122.1500015258789,273100.0,-1.261011696822164,0.9502072421231228,1.63649464832436,1.591325519581302,2.00292386930355,122.8120010375977,123.7280006408691,125.0020001729329,119.0881664276123,118.1465998077393,122.9615586437971,123.3565243772381,123.0251195940156,120.8050270168047,118.6759089426132,123.4540126926134,123.2771481024702,0.1768645901432535,0.6043874723842524,0.7368002575818474,0.7368002575818474,-0.7368002575818474,-0.7368002575818474,0.7368002575818474,0.7368002575818474,-0.7368002575818474,-0.7368002575818474,0.7368002575818474,2.370002746582102,3.029999160766594,122.8899993896484,117.3649042510987,117.969004058838,118.5731038665772,0.0,0.9925966668940996,0.9967981771905866,1.0283845939672622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.261011696822164,1,-1.261011696822164,1,-1.261011696822164,1,-1.261011696822164,1
2022-12-23,121.3000030517578,122.8600006103516,120.4899978637695,121.25,121.25,304800.0,-0.7368002575818474,0.96790266277399,1.648002256524363,1.594570608710855,2.004730564735499,122.3600006103516,123.7340003967285,124.7180000305176,119.3478331247966,118.1418997955322,122.3910390958647,122.973519945013,122.9105957492404,120.8196162949423,118.7268810427595,123.1149338168267,123.1269889837687,-0.0120551669419484,0.4810989445190123,0.519585363643709,0.519585363643709,-0.519585363643709,-0.519585363643709,0.519585363643709,0.519585363643709,-0.519585363643709,-0.519585363643709,0.519585363643709,1.690002441406307,3.00399932861328,122.8600006103516,116.2240012359619,116.8300010681152,117.4360009002685,0.0,0.9888955357301029,0.9952633636134938,1.0335084865615987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7368002575818474,1,-0.7368002575818474,1,-0.7368002575818474,1,-0.7368002575818474,1
2022-12-27,121.3300018310547,121.8600006103516,120.1699981689453,120.620002746582,120.620002746582,234300.0,-0.519585363643709,0.9418646361997184,1.423563555337427,1.557555580675357,2.000477578395131,121.984001159668,123.3870010375977,124.3413335164388,119.6148331960042,118.1395998382568,121.8006936461038,122.5456077271164,122.7628155555205,120.8130715884386,118.764368601251,122.7310982675583,122.9412862995326,-0.2101880319743117,0.3428415492203475,1.45083730737155,1.45083730737155,-1.45083730737155,-1.45083730737155,1.45083730737155,1.45083730737155,1.45083730737155,-1.45083730737155,1.45083730737155,3.229995727539006,3.088499069213865,121.8600006103516,116.2512020874024,116.852001953125,117.4528018188477,0.0,0.9886292732124822,0.9939213318630613,0.913972877115672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.519585363643709,1,-0.519585363643709,-1,-0.519585363643709,1,-0.519585363643709,-1
2022-12-28,120.2799987792969,121.9899978637695,118.7600021362305,118.870002746582,118.870002746582,241500.0,-1.45083730737155,1.068998424494718,1.107054909703266,1.582999537539443,1.985138092895062,121.3200012207031,122.5680015563965,123.9606671651204,119.804666519165,118.1252998352051,120.8237966795966,121.8773159124738,122.5116663420407,120.7493644132958,118.7664603665051,122.1370835720235,122.6397097400548,-0.5026261680313127,0.1737480057700155,-1.89282404981243,-1.89282404981243,1.89282404981243,1.89282404981243,-1.89282404981243,-1.89282404981243,-1.89282404981243,1.89282404981243,-1.89282404981243,3.360000610351491,3.00399894714355,121.9899978637695,115.0653026580811,115.6830024719239,116.3007022857666,1.0,0.9898178943945728,0.9913559038858897,0.699340008288336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.45083730737155,1,1.45083730737155,-1,-1.45083730737155,1,1.45083730737155,1
2022-12-29,119.4000015258789,122.4199981689453,119.0599975585938,121.120002746582,121.120002746582,261400.0,1.89282404981243,1.344362305495534,1.355277784235212,1.438106965452585,1.932614483290126,120.802001953125,121.9500015258789,123.5976674397786,119.9593332926432,118.1431998443604,120.9225320352584,121.7396226095844,122.4218815939466,120.761516489797,118.8130651661106,121.9806095988787,122.5271388516494,-0.5465292527707675,0.0296925540618589,0.891679166581904,0.891679166581904,-0.891679166581904,-0.891679166581904,0.891679166581904,0.891679166581904,0.891679166581904,-0.891679166581904,0.891679166581904,2.300003051757798,2.97499923706054,122.4199981689453,115.3812001800537,115.9819999694824,116.5827997589111,0.0,0.9905863094842989,0.9932882117028866,0.9424040191674434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89282404981243,1,-1.89282404981243,-1,1.89282404981243,1,1.89282404981243,-1
2022-12-30,119.9599990844727,120.3600006103516,118.0599975585938,120.0400009155273,120.0400009155273,803600.0,-0.891679166581904,1.295521769639045,1.072723357438052,1.441067408069324,1.937020628605254,120.3800018310547,121.5960014343262,123.2713340759277,120.0888333638509,118.1447998809815,120.628354995348,121.4306004833922,122.2682118727582,120.7378602414602,118.8373609235248,121.6820544168246,122.3429064119367,-0.6608519951120684,-0.1084163557729265,0.3248911918309958,0.3248911918309958,-0.3248911918309958,-0.3248911918309958,0.3248911918309958,0.3248911918309958,0.3248911918309958,-0.3248911918309958,0.3248911918309958,4.459999084472713,3.0484992980957,120.3600006103516,115.8749998474121,116.4699996948242,117.0649995422363,0.0,0.98999967442245,0.9933933828470698,0.7443949890416559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.891679166581904,1,0.891679166581904,-1,-0.891679166581904,1,0.891679166581904,-1
2023-01-03,121.25,123.0599975585938,118.5999984741211,119.6500015258789,119.6500015258789,729300.0,-0.3248911918309958,1.277042685191833,1.069726667782057,1.436137136057079,1.93771159417382,120.0600021362304,121.210001373291,123.130667368571,120.2135000864665,118.1110999298096,120.3022371721917,121.1068552183898,122.0992950761854,120.7021927425887,118.8534528166407,121.3694308951407,122.1434319759324,-0.7740010807917344,-0.2415333007766881,-1.93898843730679,-1.93898843730679,1.93898843730679,1.93898843730679,-1.93898843730679,-1.93898843730679,-1.93898843730679,1.93898843730679,-1.93898843730679,2.540000915527401,2.988499450683595,123.0599975585938,113.6533021545411,114.2630020141602,114.8727018737793,1.0,0.9905123403676983,0.9933561312879676,0.7448638719272982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3248911918309958,1,0.3248911918309958,-1,-0.3248911918309958,1,0.3248911918309958,-1
2023-01-04,120.4400024414062,122.2300033569336,119.6900024414062,121.9700012207031,121.9700012207031,505700.0,1.93898843730679,1.587204007136049,1.262686571459023,1.417303018073987,1.935138024829218,120.3300018310547,121.1570014953613,123.0863339742025,120.4101668039958,118.090299911499,120.8581585216955,121.263790855174,122.090953537122,120.7437602336744,118.9151666464241,121.4618263298426,122.1305852533228,-0.6687589234802402,-0.3269784253173986,1.574156062744549,1.574156062744549,-1.574156062744549,-1.574156062744549,1.574156062744549,1.574156062744549,1.574156062744549,-1.574156062744549,1.574156062744549,2.779998779296804,2.914999389648435,122.2300033569336,116.4852987670899,117.0829986572266,117.6806985473633,0.0,0.993174148797845,0.9966549591546009,0.8909079818195289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93898843730679,1,-1.93898843730679,-1,1.93898843730679,-1,-1.93898843730679,-1
2023-01-05,120.7699966430664,120.9899978637695,118.2099990844727,120.0500030517578,120.0500030517578,546800.0,-1.574156062744549,1.620516918820257,1.353724237986638,1.411160387421275,1.910671854077375,120.5660018920898,120.9430015563965,122.981000773112,120.6253335316976,118.0404999542236,120.5887733650496,121.0431021636438,121.9592793122598,120.7210140965624,118.9376386544505,121.2446227485987,121.9764680532069,-0.7318453046081288,-0.4079518011755446,-2.199083150801918,-2.199083150801918,2.199083150801918,2.199083150801918,-2.199083150801918,-2.199083150801918,-2.199083150801918,2.199083150801918,-2.199083150801918,4.170005798339787,2.96949958801269,120.9899978637695,115.817004699707,116.4000045776367,116.9830044555664,1.0,0.996882831917059,0.9962465535790717,0.959298638236583,0.0,0.0,1.0,0.002069483,0.002069483,0.9864831566810608,0.9864831566810608,-1.574156062744549,1,1.574156062744549,1,1.574156062744549,1,1.574156062744549,1
2023-01-06,121.379997253418,123.1900024414062,119.0199966430664,122.6900024414062,122.6900024414062,524800.0,2.199083150801918,1.703759695268814,1.491157422122547,1.496478552681148,1.927695161573099,120.8800018310546,120.8410018920898,122.9053342183431,120.8840002695719,118.0157999420166,121.2891830571685,121.3425385777824,122.0064227399467,120.7855710914753,119.0119428878556,121.4669888551845,122.0293224523327,-0.562333597148239,-0.4388281603700835,2.665251102776836,-2.665251102776836,2.665251102776836,2.665251102776836,-2.665251102776836,-2.665251102776836,-2.665251102776836,2.665251102776836,-2.665251102776836,4.489997863769588,3.02249984741211,123.1900024414062,114.4570987701416,115.0509986877441,115.6448986053467,1.0,1.0003227376333708,0.9995602900578868,0.9964442319944596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.199083150801918,1,2.199083150801918,1,2.199083150801918,1,2.199083150801918,1
2023-01-09,123.870002746582,128.3600006103516,123.870002746582,125.9599990844727,125.9599990844727,827700.0,2.665251102776836,1.835234616497951,1.651784500609219,1.606546452132596,1.940623833190479,122.0640014648437,121.2220016479492,122.9646675109863,121.2218335469564,118.0359999084473,122.8461217329366,122.1820768517261,122.261492181529,120.9552244682949,119.1495281590757,122.1582211981519,122.3204836843431,-0.1622624861911817,-0.3835150255343032,1.143222016412129,-1.143222016412129,1.143222016412129,1.143222016412129,-1.143222016412129,1.143222016412129,-1.143222016412129,1.143222016412129,1.143222016412129,3.589996337890597,3.058999633789065,128.3600006103516,116.5405027770995,117.145002746582,117.7495027160644,1.0,1.0069459323014631,1.0054348796347303,1.0281585685969878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.665251102776836,1,2.665251102776836,-1,2.665251102776836,1,2.665251102776836,1
2023-01-10,125.5999984741211,128.0899963378906,124.5,127.4000015258789,127.4000015258789,700200.0,1.143222016412129,1.685427452179593,1.624931637738797,1.612623200102701,1.925392590456221,123.6140014648438,121.8370018005371,123.057000986735,121.5423336029053,118.085299911499,124.3640816639173,123.1307904288448,122.5930089134226,121.1665286341173,119.3129038693094,122.9646489408792,122.6967442651976,0.2679046756815495,-0.2532310852911327,-0.1491384922531669,0.1491384922531669,-0.1491384922531669,-0.1491384922531669,0.1491384922531669,-0.1491384922531669,-0.1491384922531669,-0.1491384922531669,-0.1491384922531669,3.3800048828125,3.067499923706055,128.0899963378906,121.6302014160157,122.2420013427735,122.8538012695313,0.0,1.014585057396733,1.0100161075128093,1.0076325564678172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143222016412129,1,-1.143222016412129,-1,1.143222016412129,1,1.143222016412129,-1
2023-01-11,128.0599975585938,129.6000061035156,126.2200012207031,127.2099990844727,127.2099990844727,858200.0,-0.1491384922531669,1.737506592436355,1.602981027814701,1.534139612273888,1.893648149155141,124.6620010375977,122.4960014343261,123.2113342285156,121.9030002593994,118.1364999389648,125.3127208041025,123.872464729868,122.8908792470387,121.3646752062601,119.469281992382,123.6177797322012,123.0310594369958,0.5867202952054669,-0.0852408091918127,3.050072542521928,-3.050072542521928,3.050072542521928,3.050072542521928,-3.050072542521928,3.050072542521928,3.050072542521928,3.050072542521928,3.050072542521928,4.680000305175696,3.147499847412104,129.6000061035156,121.3414965057373,121.9549964904785,122.5684964752197,1.0,1.017682206585599,1.0116269267538618,1.0448729796102305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1491384922531669,1,0.1491384922531669,-1,-0.1491384922531669,1,0.1491384922531669,-1
2023-01-12,127.25,131.4400024414062,126.7600021362305,131.0899963378906,131.0899963378906,711600.0,3.050072542521928,1.294163008578249,1.612221961485812,1.590981005026884,1.902203748469494,126.8699996948242,123.718000793457,123.4786674499512,122.2813335418701,118.2523999023438,127.2384793153652,125.1847432040539,123.4198545432227,121.6835381941824,119.6993951477386,124.7673515176919,123.6280177259509,1.139333791740981,0.159674110994746,-1.067963945071639,-1.067963945071639,-1.067963945071639,-1.067963945071639,1.067963945071639,-1.067963945071639,-1.067963945071639,-1.067963945071639,-1.067963945071639,3.940002441406193,3.162000274658199,131.4400024414062,122.675506439209,123.3050064086914,123.9345063781738,0.0,1.0254772860954111,1.0164056422431897,1.0133508548447874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.050072542521928,1,-3.050072542521928,-1,3.050072542521928,1,-3.050072542521928,-1
2023-01-13,129.8000030517578,131.5,127.5599975585938,129.6900024414062,129.6900024414062,796600.0,-1.067963945071639,1.768549934364232,1.698567752579783,1.614766460985887,1.886441652706625,128.2699996948242,124.5750007629394,123.5613342285156,122.5888336181641,118.3839999389648,128.0556536907122,126.0038812472089,123.8243802140733,121.9460452186815,119.897228955534,125.5246824290326,124.0770536307995,1.447628798233097,0.4172650484424162,0.4163723309180028,0.4163723309180028,0.4163723309180028,0.4163723309180028,-0.4163723309180028,0.4163723309180028,0.4163723309180028,0.4163723309180028,0.4163723309180028,2.5,3.117000198364253,131.5,124.4836018371582,125.1160018920898,125.7484019470214,1.0,1.0296608381236636,1.0162834066950517,1.0518968492463807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.067963945071639,1,1.067963945071639,1,-1.067963945071639,1,1.067963945071639,1
