Date_INTU_L01d,Open_INTU_L01d,High_INTU_L01d,Low_INTU_L01d,Close_INTU_L01d,Adj Close_INTU_L01d,Volume_INTU_L01d,Daily_Return_INTU_L01d,Vol5_INTU_L01d,Vol10_INTU_L01d,Vol20_INTU_L01d,Vol60_INTU_L01d,SMA5_INTU_L01d,SMA10_INTU_L01d,SMA30_INTU_L01d,SMA60_INTU_L01d,SMA100_INTU_L01d,EMA5_INTU_L01d,EMA10_INTU_L01d,EMA30_INTU_L01d,EMA60_INTU_L01d,EMA100_INTU_L01d,Short12_INTU_L01d,Long26_INTU_L01d,MACD_INTU_L01d,SIGNAL9_INTU_L01d,Ret5/10_INTU_L01d,Ret10/30_INTU_L01d,Ret30/60_INTU_L01d,Ret30/100_INTU_L01d,Emaret5/10_INTU_L01d,Emaret10/30_INTU_L01d,Emaret30/60_INTU_L01d,Emaret30/100_INTU_L01d,RetMACD_INTU_L01d,DayRange_INTU_L01d,average20r_INTU_L01d,PRVHI_INTU_L01d,HitLevel_INTU_L01d,hitlevel_2_INTU_L01d,hitlevel_1.8_INTU_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-16,392.7300109863281,393.989990234375,380.5499877929688,384.9800109863281,384.9800109863281,3565600.0,-2.912765195199598,4.04490792866049,3.284759490837108,3.178161346452192,3.201762415218754,407.9200073242188,401.8360015869141,394.161001586914,398.3938334147135,418.5438998413086,400.3463594994852,401.748261988819,399.5928160635532,403.0910077558601,410.2178013095223,401.429361534923,399.5867400023065,1.842621532616533,1.831994712878264,-0.3792461766821707,-0.3792461766821707,0.3792461766821707,0.3792461766821707,-0.3792461766821707,0.3792461766821707,-0.3792461766821707,0.3792461766821707,-0.3792461766821707,11.239990234375,13.72750091552733,393.989990234375,384.0520016479492,386.8800018310547,389.7080020141602,0.0,1.0151405192996097,0.9965104951981775,1.0335408221183964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.912765195199598,1,-2.912765195199598,-1,-2.912765195199598,1,-2.912765195199598,-1
2022-12-19,388.739990234375,388.739990234375,377.5,383.5199890136719,383.5199890136719,1535400.0,-0.3792461766821707,3.600385228827544,3.15503775486993,3.177350633301107,3.200876074118412,402.4680053710937,400.6739990234375,394.9053344726562,398.2196665445964,417.8931997680664,394.7375693375474,398.4340305387922,398.5558594796899,402.4493350102146,409.6891317591093,398.6740734547305,398.3966102994447,0.2774631552858864,1.521088401359789,0.9282430278925676,0.9282430278925676,-0.9282430278925676,-0.9282430278925676,0.9282430278925676,-0.9282430278925676,-0.9282430278925676,-0.9282430278925676,-0.9282430278925676,9.239990234375,13.77750091552734,388.739990234375,363.7894882202149,366.5349884033203,369.2804885864258,1.0,1.0044774713408624,0.9907225263960358,0.9929775208951381,0.0,1.0,0.0,0.009786296,0.009786296,0.0129848746582865,0.0129848746582865,-0.3792461766821707,1,0.3792461766821707,1,-0.3792461766821707,1,0.3792461766821707,-1
2022-12-20,381.8699951171875,390.0599975585938,380.8200073242188,387.0799865722656,387.0799865722656,1320100.0,0.9282430278925676,2.411671975258346,3.148991062456026,3.164135497819513,3.202563422019631,394.2059997558594,400.4039978027344,395.471001180013,398.074333190918,417.2022994995117,392.1850417491202,396.3696589085146,397.8154805824367,401.9454219466752,409.2414259138253,396.8903677805051,397.5583418752092,-0.66797409470405,1.083275902147021,-1.614653357655101,1.614653357655101,-1.614653357655101,-1.614653357655101,1.614653357655101,-1.614653357655101,-1.614653357655101,-1.614653357655101,-1.614653357655101,12.1300048828125,13.43400115966796,390.0599975585938,358.4294882202149,361.1849884033203,363.9404885864258,1.0,0.9845206389524399,0.9894426400574716,0.9952137209756271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9282430278925676,1,0.9282430278925676,-1,0.9282430278925676,1,-0.9282430278925676,1
2022-12-21,389.4299926757812,396.3900146484375,384.260009765625,393.3299865722656,393.3299865722656,1330100.0,1.614653357655101,2.882519066851865,3.188523104420444,3.013137163194305,3.205258600872984,389.0879943847656,400.8719970703125,395.8296671549479,397.9503331502279,416.6509994506836,392.566690023502,395.8169912110147,397.5260938721032,401.6629486557109,408.9263479070617,396.3426168253914,397.2451303712875,-0.9025135458961132,0.6861180125383943,2.384759536636821,-2.384759536636821,2.384759536636821,2.384759536636821,-2.384759536636821,2.384759536636821,2.384759536636821,2.384759536636821,2.384759536636821,10.989990234375,13.48150024414062,396.3900146484375,360.5051950073243,363.1919952392579,365.8787954711915,0.0,0.9706040761847478,0.991788373769483,1.0582070884022443,2.0,0.0,0.0,0.9768507480621338,0.8898992538452148,0.1397008597850799,0.0804401785135268,1.614653357655101,1,-1.614653357655101,1,1.614653357655101,1,1.614653357655101,1
2022-12-22,385.3500061035156,387.75,376.760009765625,383.9500122070312,383.9500122070312,1312600.0,-2.384759536636821,1.988693884912109,2.914486617210173,3.053589130463799,3.207898624078934,386.5719970703125,398.7309997558594,396.3430013020833,397.5279998779297,416.0207995605469,389.6944640846784,393.6593586648359,396.650217635647,401.0821966410001,408.4317670021106,394.4360622687206,396.2603068035648,-1.824244534844183,0.1840455030618788,-0.1406375856690019,0.1406375856690019,-0.1406375856690019,-0.1406375856690019,0.1406375856690019,-0.1406375856690019,-0.1406375856690019,-0.1406375856690019,-0.1406375856690019,6.929992675781193,13.6105010986328,387.75,366.7307141113282,369.4270141601563,372.1233142089844,1.0,0.9695057502602211,0.9899281079113548,0.9544462246522019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.384759536636821,1,-2.384759536636821,1,-2.384759536636821,1,-2.384759536636821,1
2022-12-23,383.3200073242188,385.4299926757812,378.5,384.489990234375,384.489990234375,705200.0,0.1406375856690019,1.526280616775121,2.903896366170934,3.048910995309991,3.183798861006394,386.4739929199219,397.1970001220703,395.7180013020833,397.322666422526,415.2081994628906,387.9596394679107,391.9922007683884,395.8656868355649,400.5381898735698,407.9576724126504,392.9058973403598,395.3884315021433,-2.482534161783519,-0.3492704299072009,0.3589182860056475,-0.3589182860056475,0.3589182860056475,0.3589182860056475,-0.3589182860056475,0.3589182860056475,0.3589182860056475,0.3589182860056475,0.3589182860056475,7.8800048828125,13.24350128173828,385.4299926757812,357.8068975830078,360.5289978027344,363.251098022461,0.0,0.9730033026461608,0.9897126491481896,0.9524372376359537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406375856690019,1,0.1406375856690019,-1,0.1406375856690019,-1,0.1406375856690019,1
2022-12-27,383.4400024414062,385.3399963378906,377.4599914550781,383.1099853515625,383.1099853515625,823300.0,-0.3589182860056475,1.525098065843431,2.695264380157557,3.024368887855117,3.168732227931648,386.3919921875,394.4299987792969,394.8870005289713,397.2524993896484,414.3762994384766,386.3430880957947,390.3772525107837,395.0427383527261,399.9667733318646,407.4656390055002,391.3988339574679,394.4789169724706,-3.080083015002742,-0.8954329469263091,1.725349274176923,1.725349274176923,1.725349274176923,1.725349274176923,-1.725349274176923,1.725349274176923,1.725349274176923,1.725349274176923,1.725349274176923,13.67999267578119,13.53200073242186,385.3399963378906,356.294289855957,358.9429901123046,361.5916903686523,0.0,0.9796212087907276,0.9896659849183258,0.891182418580241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3589182860056475,1,0.3589182860056475,-1,0.3589182860056475,1,-0.3589182860056475,1
2022-12-28,385.3599853515625,388.5,374.8200073242188,376.5,376.5,843600.0,-1.725349274176923,1.576922803694314,2.065673764902014,3.029709197252169,3.16057174908189,384.2759948730469,389.2409973144531,394.1816670735677,396.9141662597656,413.4513995361328,383.0620587305298,387.8541156906412,393.8464326525503,399.1973709275412,406.8524580350942,389.106705656319,393.1471453448802,-4.040439688561207,-1.524434295253289,-3.816731770833333,-3.816731770833333,-3.816731770833333,-3.816731770833333,3.816731770833333,-3.816731770833333,-3.816731770833333,-3.816731770833333,-3.816731770833333,14.42001342773432,12.37850189208983,388.5,355.5695947265625,358.2759948730469,360.9823950195313,1.0,0.9872444000614992,0.9876446922534822,0.6818059524575829,1.0,0.0,0.0,0.5027236342430115,0.5027236342430115,0.4775571227073669,0.4775571227073669,-1.725349274176923,1,1.725349274176923,1,-1.725349274176923,1,-1.725349274176923,1
2022-12-29,380.3800048828125,391.9800109863281,377.5599975585938,390.8699951171875,390.8699951171875,1004600.0,3.816731770833333,2.414932303081104,2.575079370231443,2.660060864875297,3.160231097664411,383.7839965820312,386.4359954833984,393.6433339436849,396.5618326822917,412.6924993896484,385.6647041927491,388.4024574045586,393.6544044244624,398.9243422124476,406.5359736208783,389.377980957991,392.9784675502363,-3.600486592245261,-1.939644754651683,0.4221336805322412,0.4221336805322412,0.4221336805322412,0.4221336805322412,-0.4221336805322412,0.4221336805322412,0.4221336805322412,0.4221336805322412,0.4221336805322412,6.760009765625,12.05550231933592,391.9800109863281,361.2672958374023,363.7429962158203,366.2186965942383,0.0,0.9931372881088631,0.9929512464207767,0.9680528006836273,0.0,1.0,1.0,0.042474311,0.0220866015,0.997658372,0.5428769849999999,3.816731770833333,-1,3.816731770833333,-1,3.816731770833333,1,3.816731770833333,1
2022-12-30,386.010009765625,389.4400024414062,382.6799926757812,389.2200012207031,389.2200012207031,948900.0,-0.4221336805322412,2.088660332878274,1.98247038981171,2.606670258594812,3.16012246325605,384.8379943847656,385.7049957275391,393.4953338623047,396.1558329264323,411.9639993286133,386.8498032020672,388.5511017347667,393.3683138951876,398.6061670979641,406.1930830783005,389.3536763830236,392.7000626369376,-3.34638625391392,-2.220993054504131,-0.5035690480784608,-0.5035690480784608,-0.5035690480784608,-0.5035690480784608,0.5035690480784608,-0.5035690480784608,-0.5035690480784608,-0.5035690480784608,-0.5035690480784608,19.23001098632807,12.56650238037108,389.4400024414062,365.4579058837891,367.8690063476563,370.2801068115235,1.0,0.997752164601503,0.9956214291373678,0.760537464711938,1.0,0.0,0.0,0.7494639754295349,0.7494639754295349,0.1341819167137146,0.1341819167137146,0.4221336805322412,-1,0.4221336805322412,1,-0.4221336805322412,-1,-0.4221336805322412,-1
2023-01-03,396.7000122070312,404.4500122070312,385.2200012207031,391.1799926757812,391.1799926757812,1874000.0,0.5035690480784608,2.088469903953988,1.736017809476535,2.582273615481587,3.16024784808004,386.1759948730469,386.3249938964844,393.8053334554036,395.820166015625,411.0948992919922,388.2931996933052,389.0290819058603,393.2271318810324,398.362685969368,405.8957941594387,389.634648120371,392.5874648620371,-2.95281674166614,-2.367357791936533,-0.0997020951326789,-0.0997020951326789,-0.0997020951326789,-0.0997020951326789,0.0997020951326789,-0.0997020951326789,-0.0997020951326789,-0.0997020951326789,-0.0997020951326789,12.1199951171875,12.62150115966795,404.4500122070312,361.7936972045898,364.306997680664,366.8202981567383,1.0,0.9996143168943467,0.9981084133634689,0.6722826733265338,0.0,1.0,0.0,0.001721556,0.001721556,0.00818185,0.00818185,-0.5035690480784608,1,0.5035690480784608,-1,-0.5035690480784608,1,-0.5035690480784608,-1
2023-01-04,397.5799865722656,399.7200012207031,387.6000061035156,391.5700073242188,391.5700073242188,1209700.0,0.0997020951326789,2.058708410233957,1.72565445751373,2.486967612855826,3.106309127834074,387.8679992675781,387.129995727539,394.188666788737,395.796999613444,410.2228994750977,389.3854689036098,389.4910683455618,393.1202206193025,398.1399751941171,405.6121152122067,389.9323956901937,392.5120976370135,-2.579701946819796,-2.409826622913186,-4.073348803200023,4.073348803200023,4.073348803200023,4.073348803200023,-4.073348803200023,4.073348803200023,4.073348803200023,4.073348803200023,4.073348803200023,12.47000122070312,12.72850189208983,399.7200012207031,376.6827096557617,379.2070098876953,381.7313101196289,0.0,1.0019063455381498,0.9997288783991876,0.6938789426100055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0997020951326789,1,-0.0997020951326789,1,0.0997020951326789,1,-0.0997020951326789,1
2023-01-05,386.3500061035156,387.4700012207031,375.0,375.6199951171875,375.6199951171875,1263800.0,-4.073348803200023,2.810702384997732,2.166486492087353,2.633899933803947,3.146587802389267,387.6919982910156,385.9839965820312,394.2093332926432,395.5966659545899,409.1124993896485,384.796977641469,386.9690550313119,391.9911738127144,397.4016151915948,405.0182118439885,387.7304879097312,391.2608307836931,-3.530342873961899,-2.633929873122929,2.901867322873414,-2.901867322873414,-2.901867322873414,-2.901867322873414,2.901867322873414,-2.901867322873414,-2.901867322873414,-2.901867322873414,-2.901867322873414,18.72000122070312,13.22450256347655,387.4700012207031,371.7172970581055,374.2629974365234,376.8086978149414,1.0,1.0044250583550332,0.9943869480993329,0.822539407925971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.073348803200023,1,-4.073348803200023,1,-4.073348803200023,1,-4.073348803200023,1
2023-01-06,380.239990234375,389.3399963378906,370.6199951171875,386.5199890136719,386.5199890136719,1312700.0,2.901867322873414,2.512895109014185,2.324006920163213,2.720371448790172,3.165489861347506,386.8219970703125,385.3029968261719,394.018999226888,395.6473322550456,408.0853991699219,385.3713147655367,386.8874066644682,391.6381941482601,397.0448405628105,404.651910401804,387.5442573103375,390.9096573192471,-3.365400008909603,-2.780223900280264,2.281901990819619,-2.281901990819619,-2.281901990819619,-2.281901990819619,2.281901990819619,-2.281901990819619,-2.281901990819619,-2.281901990819619,-2.281901990819619,14.48001098632812,13.0855026245117,389.3399963378906,358.3760955810547,361.02099609375,363.6658966064454,1.0,1.0039423525294453,0.9960813097743283,0.8542976442414754,1.0,0.0,0.0,0.857039213,0.857039213,0.0621300935745239,0.0621300935745239,2.901867322873414,-1,2.901867322873414,1,2.901867322873414,-1,2.901867322873414,-1
2023-01-09,391.1000061035156,402.6400146484375,388.1600036621094,395.3399963378906,395.3399963378906,1331600.0,2.281901990819619,2.733873424509607,2.293787888945412,2.586982003951595,3.175182552630527,388.04599609375,386.4419952392578,394.0019989013672,395.7686655680338,407.156999206543,388.694208622988,388.424241150545,391.8770200959782,396.9889440308459,404.4675160639047,388.7436017761149,391.2378305798873,-2.494228803772444,-2.7230248809787,-1.68462683356157,1.68462683356157,1.68462683356157,1.68462683356157,-1.68462683356157,-1.68462683356157,1.68462683356157,1.68462683356157,-1.68462683356157,9.42999267578125,13.22950286865233,402.6400146484375,360.5518905639649,363.1689910888672,365.7860916137695,0.0,1.0041506898169779,1.0006950325027175,0.886665576119845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.281901990819619,1,2.281901990819619,1,-2.281901990819619,1,-2.281901990819619,1
2023-01-10,387.5799865722656,394.9599914550781,385.5299987792969,388.6799926757812,388.6799926757812,1069900.0,-1.68462683356157,2.873280283554923,2.380323593975792,2.596243108142832,3.173165047076761,387.54599609375,386.8609954833984,393.8756652832031,395.6503321329753,406.2607992553711,388.6894699739191,388.4707414278607,391.6707602624171,396.7165193962536,404.1548918383973,388.7338157606789,391.0483611055091,-2.314545344830151,-2.64132897374899,1.705774675246291,-1.705774675246291,-1.705774675246291,-1.705774675246291,1.705774675246291,1.705774675246291,-1.705774675246291,-1.705774675246291,1.705774675246291,11.53997802734375,13.17400054931639,394.9599914550781,373.5351083374024,376.1810089111328,378.8269094848633,1.0,1.001770663412308,1.0005630502447995,0.9168338614015644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.68462683356157,1,-1.68462683356157,1,-1.68462683356157,1,-1.68462683356157,1
2023-01-11,388.2799987792969,395.8299865722656,384.2900085449219,395.3099975585938,395.3099975585938,1587300.0,1.705774675246291,2.987960280514758,2.422003873797136,2.546406974309174,3.136861628610577,388.293994140625,388.0809967041016,394.197998046875,395.9036656697591,405.4362991333008,390.896312502144,389.7142425425394,391.9055497653962,396.6704039261664,403.9797454170151,389.7455360372812,391.3640378798116,-1.618501842530407,-2.436763547505274,0.3516264847896631,-0.3516264847896631,-0.3516264847896631,-0.3516264847896631,0.3516264847896631,0.3516264847896631,-0.3516264847896631,-0.3516264847896631,0.3516264847896631,12.239990234375,12.79749908447264,395.8299865722656,365.977190246582,368.6119903564453,371.2467904663086,1.0,1.0005488478908586,1.0030331710534688,0.9511456331343942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.705774675246291,1,1.705774675246291,-1,1.705774675246291,1,1.705774675246291,-1
2023-01-12,398.2699890136719,398.2699890136719,386.0299987792969,396.7000122070312,396.7000122070312,1099000.0,0.3516264847896631,1.82511309280568,2.311716806422962,2.327241414722261,3.033115441516883,392.5099975585937,390.1009979248047,394.7643320719401,395.7863327026367,404.7637991333008,392.8308790704398,390.9843824815379,392.2148699229211,396.6713746894735,403.8355922841441,390.815455448012,391.7592952373835,-0.9438397893714524,-2.13817879587851,-0.8797632076027474,0.8797632076027474,0.8797632076027474,0.8797632076027474,-0.8797632076027474,-0.8797632076027474,0.8797632076027474,0.8797632076027474,-0.8797632076027474,8.170013427734375,12.30149993896483,398.2699890136719,367.6754885864258,370.2349884033204,372.7944882202149,0.0,1.0061753229204846,1.004722686305735,0.9933291801181049,1.0,0.0,1.0,0.990988314151764,0.496151500575882,0.996117353,0.500066421,0.3516264847896631,-1,-0.3516264847896631,1,0.3516264847896631,1,-0.3516264847896631,-1
