Date_GLW_L01d,Open_GLW_L01d,High_GLW_L01d,Low_GLW_L01d,Close_GLW_L01d,Adj Close_GLW_L01d,Volume_GLW_L01d,Daily_Return_GLW_L01d,Vol5_GLW_L01d,Vol10_GLW_L01d,Vol20_GLW_L01d,Vol60_GLW_L01d,SMA5_GLW_L01d,SMA10_GLW_L01d,SMA30_GLW_L01d,SMA60_GLW_L01d,SMA100_GLW_L01d,EMA5_GLW_L01d,EMA10_GLW_L01d,EMA30_GLW_L01d,EMA60_GLW_L01d,EMA100_GLW_L01d,Short12_GLW_L01d,Long26_GLW_L01d,MACD_GLW_L01d,SIGNAL9_GLW_L01d,Ret5/10_GLW_L01d,Ret10/30_GLW_L01d,Ret30/60_GLW_L01d,Ret30/100_GLW_L01d,Emaret5/10_GLW_L01d,Emaret10/30_GLW_L01d,Emaret30/60_GLW_L01d,Emaret30/100_GLW_L01d,RetMACD_GLW_L01d,DayRange_GLW_L01d,average20r_GLW_L01d,PRVHI_GLW_L01d,HitLevel_GLW_L01d,hitlevel_2_GLW_L01d,hitlevel_1.8_GLW_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,33.79999923706055,34.0099983215332,33.59999847412109,34.0,34.0,3118000.0,-0.7009394471429935,1.924016990866454,1.465383278788498,2.068634838564552,2.029421716016145,33.77800064086914,33.84599990844727,33.15166683197022,32.12966667811076,33.34800003051757,33.94583523500864,33.82303892330862,33.21462705856924,32.97700395856115,33.2456556441744,33.76616514079456,33.31420776081993,0.4519573799746297,0.4830773094562366,1.470588235294118,-1.470588235294118,-1.470588235294118,1.470588235294118,1.470588235294118,-1.470588235294118,-1.470588235294118,-1.470588235294118,1.470588235294118,0.3899993896484446,0.711499881744386,34.0099983215332,33.14720193862915,33.29200191497802,33.4368018913269,0.0,0.997990921593037,1.0036305522983444,0.7083818040139667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,1,,1,,-1
2022-12-05,33.72999954223633,33.77999877929688,33.38999938964844,33.5,33.5,3193300.0,-1.470588235294118,1.407948534874608,1.438193262298505,1.993850715073143,2.028745418151849,33.85600051879883,33.80699996948242,33.19533354441325,32.12733335494995,33.36310003280639,33.79722349000576,33.76430457361614,33.23303821608091,32.99415136975586,33.25069216607194,33.7252166575954,33.32797014890734,0.3972465086880561,0.4659111493026005,-0.6567200618003519,-0.6567200618003519,-0.6567200618003519,0.6567200618003519,0.6567200618003519,-0.6567200618003519,-0.6567200618003519,-0.6567200618003519,0.6567200618003519,0.55999755859375,0.7109997749328633,33.77999877929688,32.44469858169555,32.58699855804443,32.72929853439331,0.0,1.0014494202195001,1.0009749620732704,0.7213144150793385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.470588235294118,-1,-1.470588235294118,-1,-1.470588235294118,-1,1.470588235294118,1
2022-12-06,33.4900016784668,33.5099983215332,32.95000076293945,33.27999877929688,33.27999877929688,2982800.0,-0.6567200618003519,1.3972030189103,1.43723932976373,1.997733071614233,2.013212979562967,33.83000030517578,33.7689998626709,33.22700010935466,32.11000000635783,33.36390001296997,33.6248152531028,33.676248974649,33.23606792983678,33.00352341597032,33.25127249504669,33.65672159939562,33.32441671412138,0.3323048852742403,0.4391898964969285,-0.4807687899064573,-0.4807687899064573,-0.4807687899064573,0.4807687899064573,0.4807687899064573,0.4807687899064573,-0.4807687899064573,-0.4807687899064573,0.4807687899064573,0.4299964904785156,0.6854996681213394,33.5099983215332,32.21579927444458,32.35799922943116,32.50019918441773,0.0,1.0018064035876972,0.9984727004012557,0.7194351188281596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6567200618003519,-1,0.6567200618003519,-1,0.6567200618003519,-1,-0.6567200618003519,-1
2022-12-07,33.11999893188477,33.41999816894531,32.9900016784668,33.11999893188477,33.11999893188477,2179800.0,-0.4807687899064573,0.6395595808250428,1.391052814088329,1.999781813603324,1.942959536733564,33.62799987792969,33.68299980163575,33.27333342234294,32.11333335240682,33.36739999771118,33.45654314603013,33.57511260323732,33.22857960738826,33.00734228534456,33.24867301854844,33.57414888131703,33.30927465617793,0.2648742251390956,0.4043267622253619,-0.6038670573352718,0.6038670573352718,0.6038670573352718,-0.6038670573352718,-0.6038670573352718,-0.6038670573352718,0.6038670573352718,0.6038670573352718,-0.6038670573352718,0.3699989318847656,0.6564996719360365,33.41999816894531,32.00189905166626,32.13899898529053,32.27609891891479,1.0,0.9983671310741333,0.9964685313610605,0.695602292523027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4807687899064573,-1,0.4807687899064573,1,0.4807687899064573,1,0.4807687899064573,1
2022-12-08,33.29999923706055,33.47999954223633,33.11000061035156,33.31999969482422,33.31999969482422,2327100.0,0.6038670573352718,0.7445559783899578,1.41710885489149,1.887903392616932,1.944373156284896,33.44399948120117,33.62299995422363,33.30433343251546,32.1200000445048,33.35870000839233,33.41102866229483,33.5287284380713,33.23447767754543,33.01759334795045,33.25008542797964,33.53504900647198,33.31006910348507,0.2249799029869095,0.3684573903776714,0.9003578625696909,-0.9003578625696909,-0.9003578625696909,0.9003578625696909,0.9003578625696909,0.9003578625696909,-0.9003578625696909,-0.9003578625696909,0.9003578625696909,0.6000022888183594,0.646999740600587,33.47999954223633,31.97569889068603,32.10699882507324,32.23829875946045,0.0,0.9946762491964976,0.9964895842681938,0.750625726100928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6038670573352718,-1,0.6038670573352718,-1,0.6038670573352718,-1,0.6038670573352718,-1
2022-12-09,33.29000091552734,33.52000045776367,32.91999816894531,33.02000045776367,33.02000045776367,4742900.0,-0.9003578625696909,0.7604351389516353,1.40674865106065,1.379755288049108,1.944027461930897,33.2479995727539,33.51300010681152,33.33466676076253,32.126833375295,33.34470003128052,33.28068592745111,33.43623244165173,33.22064043755951,33.01767226958367,33.24552928995556,33.45581076820916,33.28858253713533,0.1672282310738282,0.3282115585169028,-1.423383446963636,1.423383446963636,1.423383446963636,-1.423383446963636,1.423383446963636,-1.423383446963636,1.423383446963636,1.423383446963636,-1.423383446963636,0.740001678466804,0.6399997711181659,33.52000045776367,32.05660011291504,32.18600006103515,32.31540000915527,1.0,0.9920926048633957,0.9953479652807158,1.0195638771928237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9003578625696909,1,0.9003578625696909,-1,0.9003578625696909,-1,0.9003578625696909,-1
2022-12-12,32.88000106811523,33.56000137329102,32.81999969482422,33.4900016784668,33.4900016784668,4068500.0,1.423383446963636,0.9828170676303276,1.151927866471384,1.3651576529784,1.938685962081315,33.24599990844727,33.55100021362305,33.36800009409587,32.1506667137146,33.33110006332397,33.35045784445634,33.44600866652719,33.23801858213417,33.03315847971098,33.25037032735182,33.4610709082488,33.30350247353026,0.1575684347185415,0.2940829337572306,-1.492982905168043,1.492982905168043,1.492982905168043,-1.492982905168043,-1.492982905168043,-1.492982905168043,1.492982905168043,1.492982905168043,-1.492982905168043,0.7199974060058594,0.6334997177124041,33.56000137329102,32.11200096130371,32.24000091552734,32.36800086975097,1.0,0.9909093528290123,0.9971431322934962,0.8438057421120505,0.0,2.0,0.0,0.4279821217060089,0.2171706803530044,0.4742471575736999,0.2590908852868499,1.423383446963636,1,-1.423383446963636,1,-1.423383446963636,1,-1.423383446963636,1
2022-12-13,34.22000122070312,34.43999862670898,33.72000122070312,33.9900016784668,33.9900016784668,3034800.0,1.492982905168043,1.089300369690024,1.209913704392745,1.379063185317527,1.943896775418361,33.38800048828125,33.60900039672852,33.42866687774658,32.17766675949097,33.3273000907898,33.56363912245983,33.54491648687984,33.28653362060725,33.06453038786691,33.26501649272043,33.54244487289773,33.35435426648852,0.1880906064092045,0.2728844682876254,0.7649371091240169,-0.7649371091240169,-0.7649371091240169,0.7649371091240169,0.7649371091240169,-0.7649371091240169,-0.7649371091240169,-0.7649371091240169,0.7649371091240169,1.0,0.6289997100830089,34.43999862670898,32.16630199432373,32.29300193786622,32.4197018814087,0.0,0.9934243831759787,1.0005581363002443,0.877344647637856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.492982905168043,-1,1.492982905168043,-1,1.492982905168043,-1,1.492982905168043,-1
2022-12-14,33.90000152587891,34.36000061035156,33.36000061035156,33.72999954223633,33.72999954223633,4078700.0,-0.7649371091240169,1.154045878114167,1.016945139920886,1.364908662023204,1.926433037577829,33.51000061035156,33.56900024414062,33.46766681671143,32.21150007247925,33.31970006942749,33.61909259571867,33.57856795149011,33.31514432522849,33.08634904866591,33.27422407785936,33.57129943741135,33.38217984246984,0.1891195949415163,0.2561314936184036,2.786832610335306,-2.786832610335306,-2.786832610335306,2.786832610335306,2.786832610335306,-2.786832610335306,-2.786832610335306,-2.786832610335306,2.786832610335306,0.6100006103515696,0.6079996109008803,34.36000061035156,33.05619926452636,33.18199920654296,33.30779914855956,0.0,0.9982424369698244,1.0012068604083149,0.7450646099743174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649371091240169,-1,0.7649371091240169,1,0.7649371091240169,-1,0.7649371091240169,-1
2022-12-15,33.22999954223633,33.29999923706055,32.68999862670898,32.79000091552734,32.79000091552734,3739700.0,-2.786832610335306,1.798993811884668,1.303828390540874,1.387222666402469,1.94337080031376,33.40400085449219,33.42400016784668,33.50233351389567,32.24033342997233,33.29820009231567,33.34272870232156,33.4351921267696,33.28126410524777,33.07663271643186,33.26463550038743,33.45109966481381,33.33831473677039,0.1127849280434177,0.2274621805034064,1.494363113099991,1.494363113099991,-1.494363113099991,1.494363113099991,1.494363113099991,1.494363113099991,-1.494363113099991,-1.494363113099991,1.494363113099991,0.7600002288818395,0.6129996299743669,33.29999923706055,33.02240146636962,33.1440013885498,33.26560131072998,0.0,0.9994016481194933,0.9972345478351832,0.9398840014070242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.786832610335306,1,-2.786832610335306,1,2.786832610335306,-1,2.786832610335306,1
