Date_SMCI_L01d,Open_SMCI_L01d,High_SMCI_L01d,Low_SMCI_L01d,Close_SMCI_L01d,Adj Close_SMCI_L01d,Volume_SMCI_L01d,Daily_Return_SMCI_L01d,Vol5_SMCI_L01d,Vol10_SMCI_L01d,Vol20_SMCI_L01d,Vol60_SMCI_L01d,SMA5_SMCI_L01d,SMA10_SMCI_L01d,SMA30_SMCI_L01d,SMA60_SMCI_L01d,SMA100_SMCI_L01d,EMA5_SMCI_L01d,EMA10_SMCI_L01d,EMA30_SMCI_L01d,EMA60_SMCI_L01d,EMA100_SMCI_L01d,Short12_SMCI_L01d,Long26_SMCI_L01d,MACD_SMCI_L01d,SIGNAL9_SMCI_L01d,Ret5/10_SMCI_L01d,Ret10/30_SMCI_L01d,Ret30/60_SMCI_L01d,Ret30/100_SMCI_L01d,Emaret5/10_SMCI_L01d,Emaret10/30_SMCI_L01d,Emaret30/60_SMCI_L01d,Emaret30/100_SMCI_L01d,RetMACD_SMCI_L01d,DayRange_SMCI_L01d,average20r_SMCI_L01d,PRVHI_SMCI_L01d,HitLevel_SMCI_L01d,hitlevel_2_SMCI_L01d,hitlevel_1.8_SMCI_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,88.69000244140625,89.5,85.3499984741211,86.69999694824219,86.69999694824219,843700.0,-4.209485248109574,1.641672225820399,2.930306873670823,3.570238916876577,3.961871436174687,90.28600006103515,89.4640007019043,80.1059996287028,68.99333318074544,65.28400001525878,89.30670325054132,88.57347317122759,80.92631663408153,73.28172124156914,67.19039917280521,87.9136398257037,82.35692695447877,5.556712871224931,6.112605251393489,-3.910034035724575,-3.910034035724575,-3.910034035724575,-3.910034035724575,3.910034035724575,-3.910034035724575,-3.910034035724575,-3.910034035724575,3.910034035724575,4.110000610351562,4.229500198364258,89.5,83.53780075073242,84.41800079345703,85.29820083618164,0.0,1.0091880460596634,1.008278213025431,0.8207593222456948,0.0,0.0,2.0,0.003464902,0.0027623575,0.9942284822463988,0.9926633536815642,,-1,,1,,1,,1
2022-12-05,86.5,86.66999816894531,82.55999755859375,83.30999755859375,83.30999755859375,840900.0,-3.910034035724575,1.940661811642278,3.181867233210669,3.573971847175804,3.990817783375991,88.4479995727539,89.14600067138672,80.7319995880127,69.26716651916504,65.70659999847412,87.30780135322547,87.61647760529416,81.0801025001791,73.61051718638961,67.50959914084063,87.20538716922525,82.42752477700581,4.777862392219433,5.845656679558679,-3.564999769222485,3.564999769222485,3.564999769222485,3.564999769222485,-3.564999769222485,-3.564999769222485,3.564999769222485,3.564999769222485,-3.564999769222485,5.400001525878906,4.407500076293945,86.66999816894531,80.19509956359863,81.04099960327149,81.88689964294433,1.0,0.9921701355823487,0.9964769611777906,0.8902888352981905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.910034035724575,1,-3.910034035724575,1,-3.910034035724575,1,-3.910034035724575,1
2022-12-06,83.3499984741211,86.43000030517578,81.02999877929688,86.27999877929688,86.27999877929688,991700.0,3.564999769222485,3.216764476934613,3.247974769117172,3.640121443306362,4.00965715575241,87.40599975585937,89.38300018310547,81.50766626993816,69.59416643778484,66.14779998779296,86.96520049524928,87.37348145511284,81.41557967947702,74.02591002550132,67.88129022279027,87.06301972462087,82.71289322161996,4.350126503000908,5.546550644247125,0.2086234442772997,-0.2086234442772997,-0.2086234442772997,-0.2086234442772997,0.2086234442772997,0.2086234442772997,-0.2086234442772997,-0.2086234442772997,0.2086234442772997,4.390007019042969,4.484500503540039,86.43000030517578,76.97349800109863,77.85499801635743,78.73649803161621,0.0,0.9778816953649339,0.9953271753275241,0.8922709914224732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.564999769222485,1,3.564999769222485,-1,3.564999769222485,-1,3.564999769222485,-1
2022-12-07,84.66999816894531,87.16000366210938,82.7699966430664,86.0999984741211,86.0999984741211,667400.0,-0.2086234442772997,3.236187705249516,2.890875501878579,3.638463653149797,3.948589367005635,86.57999877929687,89.22099990844727,82.14299952189127,69.9721664428711,66.58379997253418,86.67679982153989,87.14193909493251,81.71780024687342,74.42178177791507,68.24205672281663,86.91486260915937,82.96378990699043,3.951072702168943,5.227455055831489,0.5691032200387424,-0.5691032200387424,-0.5691032200387424,-0.5691032200387424,0.5691032200387424,0.5691032200387424,-0.5691032200387424,-0.5691032200387424,0.5691032200387424,4.819999694824219,4.480000305175781,87.16000366210938,76.56409919738769,77.4609992980957,78.35789939880371,0.0,0.9703993327595475,0.9946622799742165,0.7945319171667318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2086234442772997,1,0.2086234442772997,1,0.2086234442772997,1,0.2086234442772997,-1
2022-12-08,86.31999969482422,89.97000122070312,85.1500015258789,85.61000061035156,85.61000061035156,1030800.0,-0.5691032200387424,3.177978442467627,2.498548419828379,3.5866053871277,3.94945186067482,85.5999984741211,88.65999984741211,82.80833282470704,70.32599983215331,67.00229999542236,86.32120008447711,86.8634048250087,81.96890994774299,74.7886086248802,68.58597640375791,86.71411460934277,83.1598055146468,3.554309094695967,4.892825863604385,1.857264286823169,-1.857264286823169,-1.857264286823169,-1.857264286823169,1.857264286823169,1.857264286823169,-1.857264286823169,-1.857264286823169,1.857264286823169,3.199996948242188,4.51150016784668,89.97000122070312,77.30400299072265,78.20000305175782,79.09600311279297,0.0,0.9654861112276403,0.9937579612309246,0.6966332088820395,0.0,0.0,1.0,0.1218226626515388,0.1218226626515388,0.8676890134811401,0.8676890134811401,-0.5691032200387424,1,-0.5691032200387424,-1,-0.5691032200387424,-1,0.5691032200387424,1
2022-12-09,85.37999725341797,86.5,83.30000305175781,84.0199966430664,84.0199966430664,662400.0,-1.857264286823169,2.740360938963822,2.190095938629309,3.431973707261774,3.959457833944948,85.06399841308594,87.67499923706055,83.3816660563151,70.6369997660319,67.38679996490478,85.55413227067355,86.34642151920102,82.10123812163482,75.09127708449284,68.89160056691254,86.29963492222333,83.22352337601122,3.076111546212118,4.529483000125931,-6.117599648187011,6.117599648187011,6.117599648187011,6.117599648187011,-6.117599648187011,-6.117599648187011,6.117599648187011,6.117599648187011,-6.117599648187011,5.19000244140625,4.534000396728516,86.5,80.04470085144042,80.94700088500977,81.8493009185791,1.0,0.9702195512210404,0.9908242954995965,0.638144731119369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.857264286823169,1,1.857264286823169,-1,1.857264286823169,1,-1.857264286823169,1
2022-12-12,85.1500015258789,89.4800033569336,84.29000091552734,89.16000366210938,89.16000366210938,725300.0,6.117599648187011,3.317277672993122,3.146438466145723,3.611772269956925,3.965592963885388,86.23399963378907,87.34099960327148,84.06299947102865,71.08466650644938,67.76209999084473,86.75608940115217,86.8579819088207,82.55664235005254,75.55254680834912,69.2929550836491,86.73969165143657,83.66326265646293,3.076428994973639,4.238872199095473,-0.9533405554157918,0.9533405554157918,0.9533405554157918,0.9533405554157918,-0.9533405554157918,-0.9533405554157918,0.9533405554157918,0.9533405554157918,-0.9533405554157918,4.230003356933594,4.571000671386718,89.4800033569336,76.52519912719727,77.43199920654297,78.33879928588867,1.0,0.9873255404161764,0.9988269068031594,0.8711619202345913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.117599648187011,1,-6.117599648187011,1,6.117599648187011,-1,6.117599648187011,-1
2022-12-13,92.72000122070312,93.0,88.7699966430664,90.01000213623047,90.01000213623047,839800.0,0.9533405554157918,3.090921681460129,3.157363572714038,3.574578819213605,3.8371960010218,86.98000030517578,87.19300003051758,84.74366633097331,71.61866652170816,68.155,87.8407269795116,87.43107649562248,83.03750427174144,76.02656173713211,69.70319363914577,87.24281634140488,84.13339150681608,3.109424834588793,4.012982726194138,-0.0333282730639998,0.0333282730639998,0.0333282730639998,0.0333282730639998,-0.0333282730639998,0.0333282730639998,0.0333282730639998,0.0333282730639998,-0.0333282730639998,3.620002746582031,4.467500686645508,93.0,79.42380187988282,80.33800201416015,81.2522021484375,1.0,0.9975571464995211,1.0046854105005745,0.8832826837508782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9533405554157918,1,0.9533405554157918,-1,-0.9533405554157918,1,-0.9533405554157918,1
2022-12-14,90.5,91.5500030517578,87.93000030517578,90.04000091552734,90.04000091552734,1012100.0,0.0333282730639998,3.071308843693136,3.126240437527955,3.330193466128822,3.79200117821161,87.76800079345703,87.17399978637695,85.34966634114583,72.18933321634928,68.53060001373291,88.57381829151686,87.90542639015064,83.48927824875989,76.48601875937457,70.10590269412363,87.6731524297314,84.57091812968358,3.102234300047826,3.830833040964876,-10.50644045788907,-10.50644045788907,-10.50644045788907,-10.50644045788907,10.50644045788907,-10.50644045788907,-10.50644045788907,-10.50644045788907,10.50644045788907,9.8699951171875,4.639500427246094,91.5500030517578,83.17149848937989,84.06499862670898,84.95849876403808,0.0,1.006813969859542,1.007603534034403,0.9387564023906538,1.0,0.0,0.0,0.9891369342803956,0.9891369342803956,0.009407523,0.009407523,0.0333282730639998,1,-0.0333282730639998,-1,0.0333282730639998,1,0.0333282730639998,1
2022-12-15,88.33000183105469,88.73999786376953,78.87000274658203,80.58000183105469,80.58000183105469,1660800.0,-10.50644045788907,6.054696156675298,4.558704741116502,3.92456856891885,4.057522505629036,86.76200103759766,86.18099975585938,85.34099985758463,72.61516660054525,68.81940002441407,85.90921280469614,86.57353101576955,83.30158299600473,76.62024771254441,70.31331059782524,86.58189849147344,84.27529470015551,2.306603791317926,3.525987191035486,0.1861522989207692,0.1861522989207692,0.1861522989207692,0.1861522989207692,-0.1861522989207692,-0.1861522989207692,0.1861522989207692,0.1861522989207692,-0.1861522989207692,3.55999755859375,4.541000366210938,88.73999786376953,81.3431021118164,82.27100219726563,83.19890228271484,1.0,1.0067416400759355,0.9923265436527892,1.161581116767784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.50644045788907,1,10.50644045788907,-1,-10.50644045788907,1,-10.50644045788907,-1
