Date_ACN_L01d,Open_ACN_L01d,High_ACN_L01d,Low_ACN_L01d,Close_ACN_L01d,Adj Close_ACN_L01d,Volume_ACN_L01d,Daily_Return_ACN_L01d,Vol5_ACN_L01d,Vol10_ACN_L01d,Vol20_ACN_L01d,Vol60_ACN_L01d,SMA5_ACN_L01d,SMA10_ACN_L01d,SMA30_ACN_L01d,SMA60_ACN_L01d,SMA100_ACN_L01d,EMA5_ACN_L01d,EMA10_ACN_L01d,EMA30_ACN_L01d,EMA60_ACN_L01d,EMA100_ACN_L01d,Short12_ACN_L01d,Long26_ACN_L01d,MACD_ACN_L01d,SIGNAL9_ACN_L01d,Ret5/10_ACN_L01d,Ret10/30_ACN_L01d,Ret30/60_ACN_L01d,Ret30/100_ACN_L01d,Emaret5/10_ACN_L01d,Emaret10/30_ACN_L01d,Emaret30/60_ACN_L01d,Emaret30/100_ACN_L01d,RetMACD_ACN_L01d,DayRange_ACN_L01d,average20r_ACN_L01d,PRVHI_ACN_L01d,HitLevel_ACN_L01d,hitlevel_2_ACN_L01d,hitlevel_1.8_ACN_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,299.0499877929688,302.1499938964844,296.4599914550781,300.1300048828125,300.1300048828125,1744500.0,-0.8915833336104635,2.533629772407057,1.793327861591367,2.248057927526747,2.248118345057523,296.4940002441406,293.9809997558594,283.6503336588542,274.8689994812012,284.5976005554199,298.0461146245876,294.6527236003077,285.5748615064221,282.585616983544,284.9872688897886,293.4218657480782,286.7778165029164,6.644049245161796,5.668609572348332,-2.462271191886654,-2.462271191886654,-2.462271191886654,2.462271191886654,2.462271191886654,-2.462271191886654,-2.462271191886654,-2.462271191886654,-2.462271191886654,6.620025634765568,6.586999511718739,302.1499938964844,290.4835089111328,291.8150085449219,293.146508178711,0.0,1.0085481731484964,1.0115165778303918,0.797723154564944,0.0,2.0,1.0,0.119636171,0.0434517943333333,0.8069487810134888,0.353602472692728,,-1,,-1,,1,,-1
2022-12-05,295.7699890136719,297.2000122070312,290.5799865722656,292.739990234375,292.739990234375,1800300.0,-2.462271191886654,2.652279577583292,2.013998088754934,2.351902358516271,2.269486057497633,296.9219970703125,294.6049987792969,284.422666422526,274.9054995218913,284.8383003234864,296.2774064945168,294.3049538974108,286.0371278759675,282.9185472540631,285.1407881243348,293.3169618228931,287.219459001543,6.097502821350076,5.754388222148681,-2.503923897243097,-2.503923897243097,-2.503923897243097,2.503923897243097,2.503923897243097,-2.503923897243097,-2.503923897243097,-2.503923897243097,-2.503923897243097,10.21002197265625,6.710501098632801,297.2000122070312,287.6585949707031,288.9759948730469,290.2933947753907,0.0,1.0078647623109456,1.0067020706616905,0.8563272541745703,0.0,1.0,1.0,0.002615284,0.0023386444999999,0.9730647206306458,0.4916709428653121,2.462271191886654,-1,2.462271191886654,1,-2.462271191886654,1,2.462271191886654,1
2022-12-06,291.2699890136719,292.4800109863281,282.2699890136719,285.4100036621094,285.4100036621094,1920300.0,-2.503923897243097,2.900044198131026,2.192833096189336,2.376189719472269,2.283144828429192,296.4079956054687,294.4440002441406,284.7593332926432,274.7413327534994,284.9772004699707,292.6549388837143,292.6876902182651,285.996668249267,283.0002343494088,285.1461191250829,292.1005067212341,287.0854252726961,5.015081448537956,5.606526867426536,0.4484771952184902,0.4484771952184902,0.4484771952184902,-0.4484771952184902,-0.4484771952184902,-0.4484771952184902,0.4484771952184902,0.4484771952184902,-0.4484771952184902,4.869995117187614,6.515000915527338,292.4800109863281,282.436909790039,283.7790100097656,285.1211102294922,1.0,1.0066701829879354,0.9998881014280908,0.9228358654275909,0.0,2.0,0.0,0.0142596261575818,0.0078464690787909,0.0260536726564168,0.019398066215217,2.503923897243097,1,-2.503923897243097,1,-2.503923897243097,1,-2.503923897243097,1
2022-12-07,285.1000061035156,287.0599975585938,282.1900024414062,286.6900024414062,286.6900024414062,1861600.0,0.4484771952184902,1.513388790437553,2.079771281282671,2.374998178687027,2.201623029073413,293.5599975585938,293.8239990234375,284.9620005289714,274.8274996439616,285.1576005554199,290.6666267362783,291.5972015315634,286.0413994874696,283.1212103524251,285.1766910719408,291.2681214474144,287.0561346926006,4.211986754813836,5.327618844903997,-1.904493148900125,1.904493148900125,1.904493148900125,-1.904493148900125,-1.904493148900125,-1.904493148900125,1.904493148900125,1.904493148900125,-1.904493148900125,7.220001220703182,6.685000610351563,287.0599975585938,278.147008972168,279.4500091552734,280.7530093383789,1.0,0.9991014979521035,0.9968086977844869,0.8756938426085166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4484771952184902,1,0.4484771952184902,1,0.4484771952184902,1,0.4484771952184902,1
2022-12-08,288.0,294.0599975585938,286.8399963378906,292.1499938964844,292.1499938964844,2046000.0,1.904493148900125,1.90386614298355,2.17523338474132,2.378474285685614,2.209432239131543,291.4239990234375,293.5859985351562,285.3713338216146,275.0544995625814,285.2787004089355,291.161082456347,291.6977092342763,286.4355023525673,283.4172360423943,285.3147762763872,291.4037941318867,287.4334575965919,3.970336535294734,5.056162382982145,1.280160983231157,-1.280160983231157,-1.280160983231157,1.280160983231157,1.280160983231157,1.280160983231157,-1.280160983231157,-1.280160983231157,1.280160983231157,3.889984130859375,6.382499694824216,294.0599975585938,272.3529962158204,273.6899963378907,275.026996459961,0.0,0.9926358902587114,0.9981603325602454,0.9145498851228033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.904493148900125,1,1.904493148900125,-1,1.904493148900125,1,1.904493148900125,-1
2022-12-09,289.3900146484375,291.7699890136719,287.8800048828125,288.4100036621094,288.4100036621094,1827200.0,-1.280160983231157,1.921442291068727,2.191495596179558,1.688887062025757,2.204605598685287,289.0799987792969,292.7869995117188,285.6903340657552,275.2969998677572,285.3462004089355,290.2440561916011,291.0999445847914,286.5628895338281,283.5809333414013,285.3760679077876,290.9432109826902,287.5057943421859,3.437416640504296,4.732413234486575,-1.362640902146198,1.362640902146198,1.362640902146198,-1.362640902146198,-1.362640902146198,-1.362640902146198,1.362640902146198,1.362640902146198,-1.362640902146198,8.470001220703068,6.250500488281244,291.7699890136719,280.0184982299805,281.2949981689454,282.5714981079102,1.0,0.9873389162134791,0.9970598125863229,1.2975974802903285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.280160983231157,1,1.280160983231157,1,-1.280160983231157,1,1.280160983231157,1
2022-12-12,286.1400146484375,292.9500122070312,284.4800109863281,292.3399963378906,292.3399963378906,2429900.0,1.362640902146198,1.84340211806163,2.155599107430817,1.699548413936362,2.20930181481406,289.0,292.9609985351562,285.842333984375,275.624666595459,285.3895002746582,290.942702907031,291.3254085399003,286.9356061018322,283.8681157347288,285.5139674806609,291.1581010373364,287.8638833789047,3.294217658431648,4.44477411927559,-1.029626395064324,1.029626395064324,1.029626395064324,-1.029626395064324,-1.029626395064324,-1.029626395064324,1.029626395064324,1.029626395064324,-1.029626395064324,11.0,6.408001708984369,292.9500122070312,278.0188879394531,279.2689880371094,280.5190881347656,1.0,0.986479433935023,0.9986863293703512,1.26833639439443,1.0,2.0,3.0,0.9320570826530457,0.1605241857354617,0.9978799819946288,0.523470143100248,1.362640902146198,-1,1.362640902146198,-1,1.362640902146198,1,1.362640902146198,-1
2022-12-13,302.9599914550781,303.9299926757812,292.9299926757812,295.3500061035156,295.3500061035156,3516800.0,1.029626395064324,1.222968477122549,2.144324284958114,1.709450608531711,2.210436972647335,290.9880004882813,293.697998046875,286.2240010579427,275.9641665140788,285.4629002380371,292.4118039725259,292.0571535514667,287.4784706180699,284.2445711566563,285.7087405226977,291.8030095090563,288.4184109881352,3.384598520921088,4.23273899960469,1.320465148430552,-1.320465148430552,-1.320465148430552,1.320465148430552,1.320465148430552,-1.320465148430552,-1.320465148430552,-1.320465148430552,1.320465148430552,9.430023193359377,6.558502197265622,303.9299926757812,278.8524084472656,280.1340087890625,281.4156091308593,0.0,0.9907728429318023,1.0012143185563052,1.2543938235220067,0.0,0.0,2.0,0.009008475,0.006103714,0.9776752591133118,0.738760381937027,-1.029626395064324,-1,-1.029626395064324,-1,1.029626395064324,1,-1.029626395064324,-1
2022-12-14,294.0499877929688,297.2900085449219,287.8599853515625,291.4500122070312,291.4500122070312,2552200.0,-1.320465148430552,1.528976857615847,1.588283862913347,1.715211959135136,2.20527130577215,291.9400024414062,292.75,286.5566680908203,276.3176668802897,285.4845002746582,292.091206717361,291.9467642161147,287.7346991076803,284.480815125521,285.8224290709023,291.7487022318217,288.6429740413868,3.105728190434888,4.00733683777073,3.544352944650343,-3.544352944650343,-3.544352944650343,3.544352944650343,3.544352944650343,-3.544352944650343,-3.544352944650343,-3.544352944650343,3.544352944650343,9.110015869140623,6.865502929687497,297.2900085449219,289.5012878417968,290.8129882812499,292.1246887207031,0.0,0.9972331424130015,1.0004947563013213,0.9259985941995239,0.0,0.0,1.0,0.020505631,0.020505631,0.8899942636489868,0.8899942636489868,1.320465148430552,1,1.320465148430552,-1,-1.320465148430552,1,1.320465148430552,1
2022-12-15,287.4299926757812,288.3900146484375,279.2799987792969,281.1199951171875,281.1199951171875,2870000.0,-3.544352944650343,2.002824864389803,1.842407860977933,1.888581583796175,2.242829740670244,289.7340026855469,290.5790008544922,286.8456675211589,276.5793332417806,285.4439002990723,288.4341361839698,289.9782607435825,287.3079440115195,284.3706243055756,285.7293115668683,290.113516521878,288.085716343298,2.02780017857998,3.61142950593258,5.919174879013085,-5.919174879013085,-5.919174879013085,5.919174879013085,5.919174879013085,5.919174879013085,-5.919174879013085,-5.919174879013085,5.919174879013085,11.75,7.136003112792968,288.3900146484375,282.1859020996094,283.5590026855469,284.9321032714844,0.0,0.997092019153275,0.9946750333778362,0.9755511103071175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.544352944650343,1,3.544352944650343,1,-3.544352944650343,1,-3.544352944650343,1
