Date_ACN_L01d,Open_ACN_L01d,High_ACN_L01d,Low_ACN_L01d,Close_ACN_L01d,Adj Close_ACN_L01d,Volume_ACN_L01d,Daily_Return_ACN_L01d,Vol5_ACN_L01d,Vol10_ACN_L01d,Vol20_ACN_L01d,Vol60_ACN_L01d,SMA5_ACN_L01d,SMA10_ACN_L01d,SMA30_ACN_L01d,SMA60_ACN_L01d,SMA100_ACN_L01d,EMA5_ACN_L01d,EMA10_ACN_L01d,EMA30_ACN_L01d,EMA60_ACN_L01d,EMA100_ACN_L01d,Short12_ACN_L01d,Long26_ACN_L01d,MACD_ACN_L01d,SIGNAL9_ACN_L01d,Ret5/10_ACN_L01d,Ret10/30_ACN_L01d,Ret30/60_ACN_L01d,Ret30/100_ACN_L01d,Emaret5/10_ACN_L01d,Emaret10/30_ACN_L01d,Emaret30/60_ACN_L01d,Emaret30/100_ACN_L01d,RetMACD_ACN_L01d,DayRange_ACN_L01d,average20r_ACN_L01d,PRVHI_ACN_L01d,HitLevel_ACN_L01d,hitlevel_2_ACN_L01d,hitlevel_1.8_ACN_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-16,274.6700134277344,275.0,263.25,264.4800109863281,264.4800109863281,6532500.0,-5.919174879013085,3.089312465336186,2.471317106616782,2.272572917683993,2.369390949625634,284.9480041503906,287.0140014648438,287.0990010579427,276.6153333028158,285.1134004211426,280.4494277847559,285.3422153331726,285.8351741389266,283.7184730492069,285.3085333375507,286.1699002856395,286.3371455761151,-0.1672452904755346,2.855694546650957,3.433158164196045,3.433158164196045,-3.433158164196045,3.433158164196045,-3.433158164196045,3.433158164196045,3.433158164196045,-3.433158164196045,3.433158164196045,10.1000061035156,7.248004150390623,275.0,272.690807800293,274.1180084228516,275.5452090454102,0.0,0.9928017542562075,0.9828529138504665,1.0874533826335182,1.0,1.0,0.0,0.9707132577896118,0.4859811093948059,0.023699682,0.013926236,-5.919174879013085,1,-5.919174879013085,-1,-5.919174879013085,-1,-5.919174879013085,-1
2022-12-19,263.1600036621094,264.260009765625,254.1600036621094,255.3999938964844,255.3999938964844,4147500.0,-3.433158164196045,2.617596272657511,2.543198263273778,2.371699470904646,2.408738549489367,277.5600036621094,283.2800018310547,286.9070007324219,276.5389996846517,284.6306004333496,272.0996164886654,279.8981750719565,283.8716141232852,282.7899983228881,284.716285031787,281.4360685334618,284.0455047109572,-2.609436177495411,1.762668401821683,-2.545027468808191,-2.545027468808191,2.545027468808191,-2.545027468808191,2.545027468808191,-2.545027468808191,-2.545027468808191,2.545027468808191,-2.545027468808191,8.929992675781193,7.507504272460933,264.260009765625,259.0543908691406,260.5039916992188,261.9535925292969,1.0,0.9798079704462985,0.9721378727057216,1.0723105074960095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.433158164196045,1,3.433158164196045,-1,3.433158164196045,1,3.433158164196045,-1
2022-12-20,253.7400054931641,262.4299926757812,253.5,261.8999938964844,261.8999938964844,3102500.0,2.545027468808191,3.176426564096325,2.773982973235462,2.466829936060576,2.427670801552846,270.8700012207031,280.9290008544922,286.6680002848307,276.6116661071777,284.1870002746582,268.6997422912718,276.6257784945979,282.4540902376851,282.1050801449732,284.2644772865335,278.4305185893114,282.4050965024778,-3.974577913166343,0.6152191388240782,-2.680419891122507,-2.680419891122507,2.680419891122507,-2.680419891122507,2.680419891122507,-2.680419891122507,-2.680419891122507,2.680419891122507,-2.680419891122507,6.29998779296875,7.493003845214839,262.4299926757812,247.743500366211,249.2450012207031,250.7465020751953,1.0,0.9641938012693849,0.9713474418528173,1.1245132599879977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.545027468808191,1,-2.545027468808191,-1,2.545027468808191,1,-2.545027468808191,-1
2022-12-21,264.4800109863281,270.7099914550781,264.4100036621094,268.9200134277344,268.9200134277344,3580100.0,2.680419891122507,3.914009428238683,2.970292311204844,2.504154387020542,2.450064551070514,266.3640014648437,279.152001953125,286.6643341064453,276.8213330586751,283.8288005065918,268.773166003426,275.2247303006227,281.5809239918819,281.6727828755555,283.9606265170523,276.9673639490688,281.4062014599042,-4.438837510835413,-0.39559219110782,1.546929739101502,1.546929739101502,-1.546929739101502,1.546929739101502,-1.546929739101502,1.546929739101502,1.546929739101502,1.546929739101502,1.546929739101502,5.289978027343693,7.558001708984368,270.7099914550781,245.9453842163086,247.4439849853515,248.9425857543945,0.0,0.9541898306341765,0.9765589222663612,1.1861458409275298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.680419891122507,1,-2.680419891122507,1,2.680419891122507,1,-2.680419891122507,1
2022-12-22,264.4400024414062,265.9299926757812,260.6400146484375,264.760009765625,264.760009765625,2276200.0,-1.546929739101502,3.756313923472994,2.845149299679529,2.506139176020575,2.443903288471751,263.0920043945313,276.4130035400391,286.6083343505859,276.8685000101725,283.4516004943848,267.4354472574923,273.322053839714,280.4957037192202,281.1182657244102,283.5804162843508,275.0893094593082,280.1731502232909,-5.083840763982721,-1.3332419056828,-0.5023366532744037,-0.5023366532744037,0.5023366532744037,-0.5023366532744037,0.5023366532744037,-0.5023366532744037,-0.5023366532744037,-0.5023366532744037,-0.5023366532744037,3.399993896484318,7.56700134277343,265.9299926757812,254.0823876953125,255.5939880371094,257.1055883789062,1.0,0.9518076249130651,0.9784627456894721,1.1352718663443337,0.0,2.0,0.0,0.0161466244608163,0.0090363307304081,0.022088948637247,0.0128269543186234,-1.546929739101502,1,-1.546929739101502,1,-1.546929739101502,1,-1.546929739101502,1
2022-12-23,265.7900085449219,266.7099914550781,263.3099975585938,266.0899963378906,266.0899963378906,1213300.0,0.5023366532744037,2.6448967100099,2.877310154301953,2.503149262812465,2.43716814745654,263.4140014648438,274.1810028076172,285.9106679280599,276.9988334655762,283.0308003234863,266.9869636176251,272.0071342939279,279.5663032430054,280.6255355805899,283.2340713349159,273.7047997483209,279.1299536391872,-5.425153890866341,-2.151624302719508,0.2931334473417587,0.2931334473417587,-0.2931334473417587,0.2931334473417587,-0.2931334473417587,0.2931334473417587,0.2931334473417587,0.2931334473417587,0.2931334473417587,3.519989013671932,7.483500671386714,266.7099914550781,249.2825897216796,250.7959899902343,252.309390258789,0.0,0.9607303159864501,0.9815439742441534,1.1494760608358974,0.0,1.0,0.0,0.003025747,0.003025747,0.026691349,0.026691349,0.5023366532744037,1,0.5023366532744037,1,0.5023366532744037,1,0.5023366532744037,1
2022-12-27,265.9200134277344,267.2200012207031,263.7000122070312,265.3099975585938,265.3099975585938,1009600.0,-0.2931334473417587,1.828264334911387,2.787548584937145,2.480003773296774,2.436930831139081,265.3960021972656,271.4780029296875,285.08466796875,277.1323336283366,282.5778004455566,266.4279749312814,270.7894730693217,278.6465415859466,280.1233867929835,282.8791391809293,272.4132917191321,278.1062531887728,-5.69296146964075,-2.859891736103757,0.8254504020047885,0.8254504020047885,-0.8254504020047885,0.8254504020047885,-0.8254504020047885,0.8254504020047885,0.8254504020047885,0.8254504020047885,0.8254504020047885,6.470001220703125,7.607000732421871,267.2200012207031,250.2462899780274,251.7429901123047,253.239690246582,0.0,0.9775967088795879,0.9838933984818394,1.1240098160139242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2931334473417587,1,-0.2931334473417587,-1,-0.2931334473417587,1,-0.2931334473417587,-1
2022-12-28,266.1000061035156,269.1400146484375,262.6700134277344,263.1199951171875,263.1199951171875,1387000.0,-0.8254504020047885,1.623558749529051,2.70309659442477,2.479291732886381,2.41017301883819,265.6400024414062,268.2550018310547,284.2250010172526,277.1028333028158,282.1155003356934,265.3253149932501,269.3950225325701,277.6448289105427,279.565898541318,282.4878690014493,270.9835537803714,276.996159998285,-6.012606217913628,-3.490434632465731,-1.9990916172229,-1.9990916172229,1.9990916172229,-1.9990916172229,1.9990916172229,-1.9990916172229,-1.9990916172229,-1.9990916172229,-1.9990916172229,5.279998779296875,7.134001159667965,269.1400146484375,250.484599609375,252.0059997558594,253.5273999023437,1.0,0.9902518149827625,0.9848931598621946,1.090269676040841,0.0,2.0,0.0,0.0179722551256418,0.0106614845628209,0.063434266,0.051583935,-0.8254504020047885,1,0.8254504020047885,-1,-0.8254504020047885,1,0.8254504020047885,1
2022-12-29,265.5899963378906,270.8699951171875,265.5899963378906,268.3800048828125,268.3800048828125,1516800.0,1.9990916172229,1.360478942394678,2.873581313933963,2.272847039829982,2.379611462207662,265.5320007324219,265.9480010986328,283.4160013834635,277.0040000915527,281.6960005187988,266.3435449564376,269.2104738689778,277.0470983281085,279.1991479295638,282.2085053555357,270.5830077961315,276.3579262860278,-5.774918489896265,-3.947331403951838,0.5738164233189861,0.5738164233189861,-0.5738164233189861,0.5738164233189861,-0.5738164233189861,0.5738164233189861,0.5738164233189861,0.5738164233189861,0.5738164233189861,4.290008544921875,7.092001342773433,270.8699951171875,253.445212097168,254.8720123291016,256.2988125610352,0.0,0.9984357830685232,0.9893506041152935,1.2643091521675467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9990916172229,1,-1.9990916172229,1,1.9990916172229,1,1.9990916172229,-1
2022-12-30,265.5400085449219,266.8900146484375,262.6000061035156,266.8399963378906,266.8399963378906,1339500.0,-0.5738164233189861,1.141749208321336,2.705070713115897,2.255906015063501,2.380727087900032,265.947998046875,264.5200012207031,282.5936676025391,276.8790000915527,281.2665003967285,266.5090287502553,268.7794779542347,276.3885756190622,278.7939298445909,281.9041784442952,270.0071598794791,275.6528944380177,-5.64573455853855,-4.28701203486918,1.281671966223431,-1.281671966223431,1.281671966223431,-1.281671966223431,1.281671966223431,-1.281671966223431,-1.281671966223431,-1.281671966223431,-1.281671966223431,6.370025634765568,7.126002502441399,266.8900146484375,255.2675921630859,256.6859924316406,258.1043927001953,1.0,1.005398445560192,0.9915527434562321,1.1991061219098493,1.0,0.0,2.0,0.7494639754295349,0.2649001180051994,0.8678897023200989,0.5399361252784729,-0.5738164233189861,1,-0.5738164233189861,1,-0.5738164233189861,1,0.5738164233189861,-1
2023-01-03,269.2000122070312,273.4200134277344,267.0499877929688,270.260009765625,270.260009765625,2250100.0,1.281671966223431,1.248101717953902,1.951740481216846,2.293460085825889,2.37519667885866,266.7820007324219,265.0980010986328,282.031000773112,276.8921669006348,280.8043003845215,267.7593557553786,269.0486655563057,275.9931842736792,278.5141291862641,281.6736008466978,270.0460598619631,275.2534214993219,-5.207361637358815,-4.471081955367107,-0.3404178918413528,0.3404178918413528,-0.3404178918413528,0.3404178918413528,-0.3404178918413528,0.3404178918413528,0.3404178918413528,0.3404178918413528,0.3404178918413528,7.970001220703125,7.193501281738277,273.4200134277344,251.2128091430664,252.6380096435547,254.063210144043,0.0,1.006352366395862,0.9952078937159519,0.8510025935393648,0.0,1.0,1.0,0.024215780198574,0.0216768607497214,0.5609100461006165,0.2944243084639311,1.281671966223431,-1,1.281671966223431,-1,1.281671966223431,1,-1.281671966223431,1
2023-01-04,273.4299926757812,274.9800109863281,267.010009765625,269.3399963378906,269.3399963378906,2052400.0,-0.3404178918413528,1.254051783575978,1.498571848493132,2.246380232914186,2.326911050126759,267.5880004882812,266.4920013427734,281.4590006510417,277.052666982015,280.353500213623,268.2862359495493,269.1016347893211,275.563946342338,278.2133379453339,281.4293710544442,269.9374347044135,274.8153900058826,-4.877955301469115,-4.552456624587508,-2.36132228337295,2.36132228337295,-2.36132228337295,2.36132228337295,-2.36132228337295,2.36132228337295,2.36132228337295,2.36132228337295,2.36132228337295,6.740020751953125,7.02000122070312,274.9800109863281,257.5943106079102,259.0330108642578,260.4717111206055,0.0,1.00411269058728,0.9969699223848633,0.6671051616889735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404178918413528,1,0.3404178918413528,1,-0.3404178918413528,1,-0.3404178918413528,1
2023-01-05,267.4200134277344,268.1400146484375,261.3999938964844,262.9800109863281,262.9800109863281,2477100.0,-2.36132228337295,1.707339850119586,1.57162433988527,2.239537866613252,2.34615183682197,267.5600036621094,266.6000030517578,280.6576680501302,277.1381670633952,279.7789002990723,266.5174942951422,267.988612279686,274.7520795451761,277.7138846024156,281.0640371917092,268.8670618247081,273.9386952636934,-5.071633438985316,-4.65629198746707,2.368993919113451,-2.368993919113451,2.368993919113451,-2.368993919113451,2.368993919113451,-2.368993919113451,-2.368993919113451,-2.368993919113451,-2.368993919113451,9.1199951171875,7.232501220703115,268.1400146484375,259.5360083007812,260.9400085449219,262.3440087890625,1.0,1.0036009024732278,0.9945105205328336,0.7017627892409624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.36132228337295,1,-2.36132228337295,-1,-2.36132228337295,1,-2.36132228337295,1
2023-01-06,263.9800109863281,270.489990234375,261.3699951171875,269.2099914550781,269.2099914550781,1587000.0,2.368993919113451,1.819867191383772,1.515855140765884,2.316956807997287,2.350602656899284,267.7260009765625,266.6290008544922,279.8683339436849,277.4086669921875,279.2677003479004,267.4149933484542,268.2106812206663,274.3945254748472,277.4350684336505,280.829303612766,268.9198202293804,273.5884209074997,-4.668600678119276,-4.658753725597512,1.686419036820721,-1.686419036820721,1.686419036820721,-1.686419036820721,1.686419036820721,-1.686419036820721,-1.686419036820721,-1.686419036820721,-1.686419036820721,6.97998046875,7.220500183105456,270.489990234375,252.2285119628907,253.6750122070313,255.1215124511719,1.0,1.0041143315939176,0.9970333475587518,0.6542440219574689,0.0,1.0,0.0,0.003293092,0.003293092,0.00235645,0.00235645,2.368993919113451,1,-2.368993919113451,1,2.368993919113451,1,2.368993919113451,1
2023-01-09,271.9200134277344,278.489990234375,271.510009765625,273.75,273.75,2181500.0,1.686419036820721,1.897468264921834,1.488826964468635,2.306584689646139,2.352925906328971,269.1080017089844,267.5279998779297,279.1756673177084,277.8033335367838,278.7974003601074,269.5266622323028,269.2178300896361,274.3529431861474,277.3142465177931,280.6891193828102,269.6629248094757,273.6003897291664,-3.937464919690626,-4.514495964416135,0.4310475527967829,-0.4310475527967829,0.4310475527967829,-0.4310475527967829,0.4310475527967829,0.4310475527967829,-0.4310475527967829,-0.4310475527967829,0.4310475527967829,5.02001953125,7.277001953124987,278.489990234375,254.604889831543,256.0489898681641,257.4930899047852,1.0,1.0059059307129556,1.0011471459470713,0.6454681552130831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.686419036820721,1,1.686419036820721,-1,1.686419036820721,1,1.686419036820721,-1
2023-01-10,273.3399963378906,276.2900085449219,271.2699890136719,274.9299926757812,274.9299926757812,1853000.0,0.4310475527967829,1.850447600081243,1.488157417153524,2.300006580926522,2.324828754162032,270.0419982910156,268.4119995117188,278.4600006103516,278.0945002237956,278.3622001647949,271.327772380129,270.2564051052988,274.3901721854787,277.2360742606779,280.5750772697997,270.4732429427535,273.698878836323,-3.225635893569518,-4.256723950246811,2.23693087706767,-2.23693087706767,2.23693087706767,-2.23693087706767,2.23693087706767,2.23693087706767,-2.23693087706767,-2.23693087706767,2.23693087706767,6.480010986328068,7.177502441406237,276.2900085449219,262.4805859375001,263.935986328125,265.39138671875,1.0,1.0060727492893835,1.0039642622879288,0.6470231126704179,0.0,1.0,1.0,0.00569774,0.0041004855,0.9773955941200256,0.4923622850600128,0.4310475527967829,-1,-0.4310475527967829,1,0.4310475527967829,1,-0.4310475527967829,-1
2023-01-11,274.9299926757812,281.1900024414062,274.7099914550781,281.0799865722656,281.0799865722656,2382400.0,2.23693087706767,1.963168144427838,1.581226624701623,2.339509958433193,2.325659686052789,272.3899963378906,269.9889984130859,278.1426666259766,278.5671666463216,277.9784001159668,274.5785104441745,272.2243290083837,274.8217731136585,277.3621041725332,280.585075473809,272.1050496549861,274.2456275575039,-2.140577902517748,-3.833494740700999,0.9819303747957886,-0.9819303747957886,-0.9819303747957886,0.9819303747957886,0.9819303747957886,0.9819303747957886,-0.9819303747957886,-0.9819303747957886,0.9819303747957886,5.600006103515625,6.907502746582018,281.1900024414062,260.4995031738281,261.9350036621094,263.3705041503907,1.0,1.008892947264211,1.0086479465092864,0.675879416115243,0.0,0.0,1.0,0.0103781055659055,0.0103781055659055,0.9695301055908204,0.9695301055908204,-2.23693087706767,1,2.23693087706767,1,2.23693087706767,1,-2.23693087706767,-1
2023-01-12,282.739990234375,287.9700012207031,282.3699951171875,283.8399963378906,283.8399963378906,2482500.0,0.9819303747957886,0.8269815100997278,1.502768108202676,2.338246895831937,2.280910396457708,276.5619934082031,272.0609985351563,278.0046661376953,278.9274998982747,277.6638999938965,277.6656724087466,274.3362685228395,275.4035939668348,277.5744940795942,280.6495293523056,273.9104260677407,274.9563215412362,-1.045895473495534,-3.275974887259906,-0.5989225307871769,0.5989225307871769,0.5989225307871769,-0.5989225307871769,0.5989225307871769,-0.5989225307871769,0.5989225307871769,0.5989225307871769,-0.5989225307871769,3.67999267578125,6.620001220703112,287.9700012207031,265.9934963989257,267.3749969482421,268.7564974975585,0.0,1.0165440651077562,1.012136214813427,0.6426900901189899,1.0,0.0,1.0,0.7638158202171326,0.3829772446085663,0.9653677940368652,0.5375197678804398,0.9819303747957886,-1,0.9819303747957886,1,0.9819303747957886,-1,-0.9819303747957886,1
