Date_AMAT_L01d,Open_AMAT_L01d,High_AMAT_L01d,Low_AMAT_L01d,Close_AMAT_L01d,Adj Close_AMAT_L01d,Volume_AMAT_L01d,Daily_Return_AMAT_L01d,Vol5_AMAT_L01d,Vol10_AMAT_L01d,Vol20_AMAT_L01d,Vol60_AMAT_L01d,SMA5_AMAT_L01d,SMA10_AMAT_L01d,SMA30_AMAT_L01d,SMA60_AMAT_L01d,SMA100_AMAT_L01d,EMA5_AMAT_L01d,EMA10_AMAT_L01d,EMA30_AMAT_L01d,EMA60_AMAT_L01d,EMA100_AMAT_L01d,Short12_AMAT_L01d,Long26_AMAT_L01d,MACD_AMAT_L01d,SIGNAL9_AMAT_L01d,Ret5/10_AMAT_L01d,Ret10/30_AMAT_L01d,Ret30/60_AMAT_L01d,Ret30/100_AMAT_L01d,Emaret5/10_AMAT_L01d,Emaret10/30_AMAT_L01d,Emaret30/60_AMAT_L01d,Emaret30/100_AMAT_L01d,RetMACD_AMAT_L01d,DayRange_AMAT_L01d,average20r_AMAT_L01d,PRVHI_AMAT_L01d,HitLevel_AMAT_L01d,hitlevel_2_AMAT_L01d,hitlevel_1.8_AMAT_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-16,104.1500015258789,105.9300003051758,103.5500030517578,104.7300033569336,104.7300033569336,12925700.0,0.162591624243792,2.881983767289753,2.245648791653693,2.304328115269057,3.269264146185114,108.034001159668,107.3370002746582,105.147333017985,94.27466710408528,96.28140037536622,106.7319040478279,107.0257731397318,103.5470344603914,99.66639243558656,99.35214456052884,106.8912162413863,104.3753014618941,2.515914779492206,3.344769673705485,-0.706584044155957,-0.706584044155957,-0.706584044155957,0.706584044155957,0.706584044155957,0.706584044155957,-0.706584044155957,-0.706584044155957,0.706584044155957,2.389999389648509,3.362499618530266,105.9300003051758,100.1868975830078,100.8989974975586,101.6110974121094,0.0,1.0064935752184827,0.9972542212657485,0.9745351700452118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162591624243792,1,-0.162591624243792,1,0.162591624243792,1,0.162591624243792,1
2022-12-19,104.8300018310547,105.0599975585938,102.6699981689453,103.9899978637695,103.9899978637695,6162500.0,-0.706584044155957,2.570004838718396,2.252190703762517,2.309688498290448,3.268177259375896,106.9580001831055,107.0930000305176,105.5569997151693,94.603000386556,96.2697003173828,105.8179353198085,106.4738139986477,103.5756127444803,99.80814999060894,99.44398323980091,106.4448749525222,104.3467604546256,2.098114497896574,3.095438638543703,0.4711971091791126,-0.4711971091791126,-0.4711971091791126,0.4711971091791126,0.4711971091791126,0.4711971091791126,-0.4711971091791126,-0.4711971091791126,0.4711971091791126,2.569999694824304,3.28749923706054,105.0599975585938,98.5325011444092,99.20500106811528,99.87750099182132,0.0,0.9987394148322146,0.9938400001445657,0.9751058228975513,0.0,1.0,0.0,0.007183552,0.007183552,0.0203245263546705,0.0203245263546705,-0.706584044155957,1,-0.706584044155957,1,-0.706584044155957,1,-0.706584044155957,1
2022-12-20,102.0699996948242,104.6100006103516,102.0400009155273,103.5,103.5,4761800.0,-0.4711971091791126,1.904561833184827,2.20121532422453,2.309572981646363,3.259675096132248,105.2839996337891,106.9720001220703,105.8389996846517,94.94566701253255,96.24490028381348,105.0452902132057,105.9331205443481,103.5707345029009,99.92919425321192,99.5243004033692,105.9918172675187,104.2840374579867,1.707779809532084,2.817906872741379,-2.318842053989282,2.318842053989282,2.318842053989282,-2.318842053989282,-2.318842053989282,-2.318842053989282,2.318842053989282,2.318842053989282,-2.318842053989282,2.310005187988295,3.230999374389645,104.6100006103516,97.82749923706062,98.48499908447272,99.14249893188484,1.0,0.9842201652174872,0.9916189542365957,0.9530832503311537,0.0,0.0,1.0,0.001536446,0.001536446,0.99359929561615,0.99359929561615,-0.4711971091791126,1,-0.4711971091791126,-1,-0.4711971091791126,1,-0.4711971091791126,1
2022-12-21,104.629997253418,106.5100021362305,104.1999969482422,105.9000015258789,105.9000015258789,4889100.0,2.318842053989282,2.518694359528217,2.292159097608833,2.333975453865698,3.266198243533697,104.5360000610352,106.951000213623,106.1203330993652,95.30816701253256,96.23990028381348,105.3301939840968,105.9270989046264,103.721009794706,100.1249584260862,99.65055191074563,105.9776917688049,104.4037385000528,1.573953268752163,2.569116151943537,7.837585393924221,-7.837585393924221,-7.837585393924221,7.837585393924221,7.837585393924221,7.837585393924221,-7.837585393924221,-7.837585393924221,7.837585393924221,6.63999938964848,3.450499343872069,106.5100021362305,97.5018019866944,98.14800186157233,98.79420173645023,0.0,0.977419564587857,0.9943649460175715,0.9820836349467147,0.0,0.0,1.0,0.023907036,0.023907036,0.9540497064590454,0.9540497064590454,2.318842053989282,1,-2.318842053989282,1,2.318842053989282,1,2.318842053989282,-1
2022-12-22,102.1100006103516,102.6100006103516,95.97000122070312,97.5999984741211,97.5999984741211,11326600.0,-7.837585393924221,3.841029851955204,3.212036304337366,2.907008133560261,3.427399392556061,103.1440002441406,105.85,106.2276664733887,95.50150032043456,96.166000289917,102.7534621474382,104.4130806445346,103.3261058385392,100.0421728538907,99.6099468921986,104.6888158773151,103.8997577573911,0.7890581199239506,2.21310454553962,0.3893414542611146,0.3893414542611146,-0.3893414542611146,0.3893414542611146,0.3893414542611146,0.3893414542611146,-0.3893414542611146,-0.3893414542611146,0.3893414542611146,2.05999755859375,3.467999267578121,102.6100006103516,98.91890357971197,99.60900344848636,100.2991033172608,0.0,0.974435524271522,0.9841052626083657,1.1049285577345571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.837585393924221,1,-7.837585393924221,-1,-7.837585393924221,1,7.837585393924221,-1
2022-12-23,96.69000244140624,97.38999938964844,95.33000183105467,97.22000122070312,97.22000122070312,4753500.0,-0.3893414542611146,3.79591058009432,3.217346300634218,2.891621648200456,3.417405158917966,101.6419998168945,104.8380004882813,105.9753331502279,95.71483370463054,96.04810028076172,100.9089751718599,103.1052480220198,102.9321636051304,99.9496426364091,99.5626212353373,103.5397674686056,103.4049609768957,0.1348064917098242,1.797444934773661,1.933763484063967,1.933763484063967,-1.933763484063967,1.933763484063967,1.933763484063967,1.933763484063967,-1.933763484063967,-1.933763484063967,1.933763484063967,1.669998168945312,3.437499237060547,97.38999938964844,94.98040222167974,95.67400207519536,96.36760192871098,0.0,0.9695148643001442,0.9786987288009739,1.1126442847861753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3893414542611146,1,0.3893414542611146,1,-0.3893414542611146,1,0.3893414542611146,1
2022-12-27,96.18000030517578,96.83999633789062,95.16999816894533,95.33999633789062,95.33999633789062,6121400.0,-1.933763484063967,3.778110746513495,3.067597587552068,2.882718946842432,3.403559660809701,99.91199951171876,103.4349998474121,105.4689997355143,95.93833363850912,95.89090026855467,99.05264889387011,101.6933840794508,102.4423463620827,99.79850669219536,99.4790049007344,102.2782642177263,102.8075561888213,-0.5292919710949633,1.332097553599936,1.164246930556983,1.164246930556983,-1.164246930556983,-1.164246930556983,1.164246930556983,1.164246930556983,1.164246930556983,-1.164246930556983,1.164246930556983,2.099998474121094,3.442499160766602,96.83999633789062,89.82750106811523,90.51500091552734,91.20250076293944,0.0,0.9659399589994635,0.9740323796922961,1.0641334254635337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.933763484063967,1,-1.933763484063967,1,-1.933763484063967,1,-1.933763484063967,1
2022-12-28,94.66999816894533,95.77999877929688,93.68000030517578,94.2300033569336,94.2300033569336,4274000.0,-1.164246930556983,3.73595108345803,2.799302317331595,2.887861873515924,3.345414989309091,98.05800018310546,101.6709999084473,105.0229998270671,96.071333694458,95.7370002746582,97.44510038155796,100.3364057662659,101.9125177811054,99.61593281235072,99.37506427610468,101.0400702391428,102.1721819049778,-1.132111665834927,0.8392557097129637,-3.088184154777197,-3.088184154777197,3.088184154777197,3.088184154777197,-3.088184154777197,-3.088184154777197,-3.088184154777197,3.088184154777197,-3.088184154777197,2.510002136230469,3.218999481201176,95.77999877929688,89.2664981842041,89.95499801635742,90.64349784851076,1.0,0.9644638124086979,0.9711838852246387,0.9693338670396624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.164246930556983,1,-1.164246930556983,1,-1.164246930556983,1,-1.164246930556983,1
2022-12-29,96.0500030517578,97.63999938964844,95.12999725341795,97.13999938964844,97.13999938964844,5071800.0,3.088184154777197,3.957344587092543,3.169744330504248,2.586931318361406,3.336133036313127,96.30599975585938,100.4209999084473,104.5789998372396,96.20016695658366,95.63010025024414,97.34340005092145,99.75524097051724,101.6046133687533,99.53475466734407,99.33080556548178,100.4400593392206,101.799427644583,-1.359368305362381,0.3995309066978949,-0.2470638926060218,-0.2470638926060218,0.2470638926060218,0.2470638926060218,-0.2470638926060218,-0.2470638926060218,-0.2470638926060218,0.2470638926060218,-0.2470638926060218,2.450004577636719,3.095999908447272,97.63999938964844,88.69819992065429,89.34199981689453,89.98579971313475,1.0,0.959022513654121,0.9758224139791452,1.2252912584134639,0.0,1.0,1.0,0.015820225700736,0.012276703350368,0.6406129002571106,0.3216776986285553,3.088184154777197,1,3.088184154777197,-1,3.088184154777197,1,3.088184154777197,1
2022-12-30,95.5999984741211,97.4800033569336,95.02999877929688,97.37999725341795,97.37999725341795,3407000.0,0.2470638926060218,1.926122641601542,2.942534984510066,2.557329122929907,3.335714604562824,96.26199951171876,99.70299987792968,104.3509997049967,96.33616689046224,95.60730018615725,97.3555991184203,99.3233784764992,101.3320574903446,99.46410688328092,99.29217569791616,99.96928055678944,101.4720624304226,-1.502781873633197,0.0190683506316766,0.6674819416895811,0.6674819416895811,-0.6674819416895811,-0.6674819416895811,0.6674819416895811,0.6674819416895811,0.6674819416895811,-0.6674819416895811,0.6674819416895811,3.899993896484375,3.135999679565435,97.4800033569336,90.82879959106444,91.4479995727539,92.06719955444336,0.0,0.9654874941533967,0.9801881552131808,1.1506281917826957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2470638926060218,1,-0.2470638926060218,1,0.2470638926060218,1,0.2470638926060218,1
2023-01-03,99.7699966430664,100.0199966430664,96.12000274658205,96.7300033569336,96.7300033569336,5921500.0,-0.6674819416895811,1.943022399373331,2.928154948954472,2.557533844339055,3.332394038375992,96.16399993896484,98.90299987792967,104.0936665852865,96.47966690063475,95.52410018920898,97.14706719792474,98.85185572748723,101.03515077206,99.37446414471216,99.24143961195612,99.47093021835008,101.1207987953494,-1.649868576999296,-0.3147190348945179,-2.667211942648219,-2.667211942648219,2.667211942648219,2.667211942648219,-2.667211942648219,-2.667211942648219,-2.667211942648219,2.667211942648219,-2.667211942648219,2.430000305175781,3.13349952697755,100.0199966430664,90.58080406188964,91.20800399780272,91.8352039337158,1.0,0.9723061995860042,0.9827541069713226,1.1449134702306147,0.0,1.0,0.0,0.001721556,0.001721556,0.00818185,0.00818185,-0.6674819416895811,1,-0.6674819416895811,1,-0.6674819416895811,1,-0.6674819416895811,1
2023-01-04,98.22000122070312,99.62000274658205,97.19000244140624,99.30999755859376,99.30999755859376,6289500.0,2.667211942648219,1.938681570956994,3.121874361647261,2.651489874566225,3.236403578930475,96.95800018310548,98.43499984741212,103.9139999389648,96.75816688537596,95.46190017700197,97.86804398481442,98.93515424223388,100.9238505647396,99.3723504861509,99.24279719505785,99.44617134761832,100.9866653704045,-1.540494022786177,-0.5598740324728497,1.399657057516617,1.399657057516617,-1.399657057516617,-1.399657057516617,1.399657057516617,1.399657057516617,1.399657057516617,-1.399657057516617,1.399657057516617,1.879997253417969,3.062499237060558,99.62000274658205,93.1262976837158,93.7529975891113,94.3796974945068,0.0,0.9849951778676671,0.9892140436269323,1.1774038406079108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667211942648219,1,2.667211942648219,1,2.667211942648219,1,2.667211942648219,1
2023-01-05,97.83999633789062,99.23999786376952,97.36000061035156,97.91999816894533,97.91999816894533,4557100.0,-1.399657057516617,2.001197344642933,3.137523980714461,2.646321519819689,3.191140059828331,97.6959991455078,97.87699966430664,103.6733332316081,97.07033348083496,95.33730018615722,97.8853620461914,98.75058041072684,100.7300536359787,99.32473237739006,99.2166031549368,99.21137547397632,100.7595048369631,-1.548129362986757,-0.7575250985756311,-6.484884183887734,-6.484884183887734,6.484884183887734,6.484884183887734,-6.484884183887734,-6.484884183887734,-6.484884183887734,6.484884183887734,-6.484884183887734,6.279998779296918,3.200999069213879,99.23999786376952,92.8825044250488,93.49500427246092,94.10750411987304,1.0,0.9981507349078984,0.9912383465399718,1.185617075331134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.399657057516617,1,-1.399657057516617,-1,-1.399657057516617,1,-1.399657057516617,1
2023-01-06,100.0,104.8600006103516,98.58000183105467,104.2699966430664,104.2699966430664,7241700.0,6.484884183887734,3.196937932078678,3.767737695443239,3.035693394410266,3.240769690819818,99.1219985961914,97.7139991760254,103.5809997558594,97.5365000406901,95.28220016479492,100.0135735784831,99.7541106347886,100.9584370557908,99.48687218937944,99.31667035272154,99.98962488460556,101.0195412670448,-1.029916382439239,-0.8120033553483528,2.129089184017653,-2.129089184017653,2.129089184017653,2.129089184017653,-2.129089184017653,2.129089184017653,-2.129089184017653,2.129089184017653,-2.129089184017653,4.599998474121094,3.283998870849623,104.8600006103516,92.197799911499,92.83799972534176,93.47819953918454,1.0,1.014409393045408,1.0026010250810058,1.2411456645723553,0.0,1.0,0.0,0.0274373684078454,0.0274373684078454,0.020789642,0.020789642,6.484884183887734,1,-6.484884183887734,1,6.484884183887734,1,6.484884183887734,-1
2023-01-09,105.5500030517578,108.7600021362305,104.1600036621094,106.4899978637695,106.4899978637695,6212300.0,2.129089184017653,3.127523193940788,2.640241484486101,3.0266634123403,3.244450173958112,100.9439987182617,98.60299911499024,103.5416664123535,98.04449996948242,95.26220016479492,102.1723816735785,100.9788174036942,101.3153119466281,99.71648286722832,99.45871644204922,100.9896822660154,101.4247602742096,-0.4350780081942105,-0.7366182859175244,1.455538626022592,-1.455538626022592,1.455538626022592,1.455538626022592,-1.455538626022592,1.455538626022592,-1.455538626022592,1.455538626022592,1.455538626022592,2.330001831054588,3.263499069213878,108.7600021362305,97.63520309448243,98.29200286865236,98.94880264282229,1.0,1.0237416673355078,1.0118199470004947,0.8723274196005143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.129089184017653,1,2.129089184017653,1,2.129089184017653,1,-2.129089184017653,1
2023-01-10,106.1399993896484,108.1900024414062,105.8600006103516,108.0400009155273,108.0400009155273,4638800.0,1.455538626022592,2.831632862209956,2.603862176390796,3.03268419575303,3.206525577679761,103.2059982299805,99.68499908447264,103.6156664530436,98.5215000152588,95.2826001739502,104.1282547542281,102.2626689513002,101.7491628478474,99.98938509832008,99.6286428672666,102.0743466736326,101.9147780994924,0.1595685741402235,-0.5573809139059749,1.869674774110628,-1.869674774110628,1.869674774110628,1.869674774110628,-1.869674774110628,1.869674774110628,1.869674774110628,1.869674774110628,1.869674774110628,3.66000366210929,3.257499313354497,108.1900024414062,101.58030418396,102.2330039978027,102.8857038116455,1.0,1.0353212537276966,1.0182430775771785,0.8585998436755281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.455538626022592,1,1.455538626022592,-1,1.455538626022592,1,1.455538626022592,-1
2023-01-11,106.6800003051758,110.1900024414062,106.5299987792969,110.0599975585938,110.0599975585938,5532600.0,1.869674774110628,2.825938899710525,2.381265469949088,3.032010325415672,3.099890904618609,105.3559982299805,101.156999206543,103.83533299764,99.10883331298828,95.30050018310548,106.1055023556834,103.6803650617172,102.2853457324117,100.319569113411,99.8352043463028,103.302908348242,102.5181276890555,0.7847806591865663,-0.2889485992874666,0.1272027918898162,-0.1272027918898162,0.1272027918898162,0.1272027918898162,-0.1272027918898162,0.1272027918898162,0.1272027918898162,0.1272027918898162,0.1272027918898162,4.659996032714801,3.243999481201178,110.1900024414062,101.0235039520263,101.6750038146972,102.3265036773681,1.0,1.0415097230678418,1.0233905165411272,0.7853751189394877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.869674774110628,-1,-1.869674774110628,1,1.869674774110628,1,-1.869674774110628,1
2023-01-12,110.5800018310547,111.8899993896484,107.2300033569336,110.1999969482422,110.1999969482422,5330900.0,0.1272027918898162,2.403000688337513,2.254088633004767,2.987282929425101,3.096537113363659,107.8119979858398,102.7539985656738,104.0669995625814,99.7053332010905,95.3562001800537,107.4703338865363,104.865752677449,102.7959683914976,100.643517567012,100.040447764163,104.3639989020882,103.0871550415878,1.276843860500392,0.0242098926701051,-0.2087075625302672,0.2087075625302672,-0.2087075625302672,-0.2087075625302672,0.2087075625302672,-0.2087075625302672,-0.2087075625302672,-0.2087075625302672,-0.2087075625302672,2.759994506836009,3.178999328613288,111.8899993896484,103.0532035827636,103.7020034790038,104.3508033752441,0.0,1.0492243561396128,1.0248372909418635,0.7545614815395353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1272027918898162,-1,0.1272027918898162,1,0.1272027918898162,1,0.1272027918898162,1
