Date_AMAT_L01d,Open_AMAT_L01d,High_AMAT_L01d,Low_AMAT_L01d,Close_AMAT_L01d,Adj Close_AMAT_L01d,Volume_AMAT_L01d,Daily_Return_AMAT_L01d,Vol5_AMAT_L01d,Vol10_AMAT_L01d,Vol20_AMAT_L01d,Vol60_AMAT_L01d,SMA5_AMAT_L01d,SMA10_AMAT_L01d,SMA30_AMAT_L01d,SMA60_AMAT_L01d,SMA100_AMAT_L01d,EMA5_AMAT_L01d,EMA10_AMAT_L01d,EMA30_AMAT_L01d,EMA60_AMAT_L01d,EMA100_AMAT_L01d,Short12_AMAT_L01d,Long26_AMAT_L01d,MACD_AMAT_L01d,SIGNAL9_AMAT_L01d,Ret5/10_AMAT_L01d,Ret10/30_AMAT_L01d,Ret30/60_AMAT_L01d,Ret30/100_AMAT_L01d,Emaret5/10_AMAT_L01d,Emaret10/30_AMAT_L01d,Emaret30/60_AMAT_L01d,Emaret30/100_AMAT_L01d,RetMACD_AMAT_L01d,DayRange_AMAT_L01d,average20r_AMAT_L01d,PRVHI_AMAT_L01d,HitLevel_AMAT_L01d,hitlevel_2_AMAT_L01d,hitlevel_1.8_AMAT_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,104.3199996948242,107.3199996948242,104.2200012207031,106.7099990844727,106.7099990844727,3903300.0,-0.2803504773094719,3.472518593062903,2.464890685316596,3.945814637078617,3.321698381172447,106.0080001831055,106.0409996032715,98.41599985758464,91.41183382670084,95.4339003753662,106.5787158258083,105.7499790187455,99.93747415948992,96.62545715904452,97.58183311364496,105.2326049947608,100.9262500542759,4.306354940484894,4.714939300883374,0.2623922609869518,-0.2623922609869518,-0.2623922609869518,0.2623922609869518,0.2623922609869518,-0.2623922609869518,-0.2623922609869518,-0.2623922609869518,0.2623922609869518,2.480003356933494,3.80700073242186,107.3199996948242,102.2417961883545,103.0079963684082,103.7741965484619,0.0,0.9996888050820959,1.0078367562315629,0.6246848653644662,0.0,1.0,0.0,0.0263626705855131,0.0263626705855131,0.049460448,0.049460448,,-1,,1,,-1,,-1
2022-12-05,106.370002746582,107.6900024414062,105.2099990844727,106.4300003051758,106.4300003051758,4692500.0,-0.2623922609869518,3.231210786542057,2.470030007490625,3.765934290894947,3.304285880609663,106.6,106.2139999389648,99.21633326212564,91.5771671295166,95.58150039672852,106.5291439855974,105.8736192526419,100.3563468140503,96.9469175900652,97.7570443451604,105.4168196579016,101.3339352580463,4.082884399855288,4.588528320677757,-1.616086832444978,-1.616086832444978,-1.616086832444978,1.616086832444978,1.616086832444978,-1.616086832444978,-1.616086832444978,-1.616086832444978,1.616086832444978,3.300003051757798,3.821000671386703,107.6900024414062,98.94459808349612,99.70599822998048,100.4673983764649,0.0,1.003634173096362,1.006191577633624,0.655887707191949,0.0,0.0,2.0,0.0157321095466613,0.0157321095466613,0.9220320582389832,0.9220320582389832,0.2623922609869518,1,-0.2623922609869518,1,0.2623922609869518,1,0.2623922609869518,1
2022-12-06,106.8199996948242,107.0699996948242,103.7699966430664,104.7099990844727,104.7099990844727,4571700.0,-1.616086832444978,3.377772379363571,2.532175122393044,3.741494915482209,3.312320870820434,106.8919998168946,106.1709999084473,99.87533315022786,91.71733373006184,95.6839003753662,105.9227623518892,105.6620519493384,100.6372276056905,97.20144485217692,97.894726617226,105.3080780312202,101.5840140600038,3.72406397121641,4.415635450785488,1.337027540941418,1.337027540941418,1.337027540941418,-1.337027540941418,-1.337027540941418,1.337027540941418,1.337027540941418,1.337027540941418,-1.337027540941418,3.510002136230511,3.796000671386705,107.0699996948242,99.28380096435544,100.0480010986328,100.8122012329101,1.0,1.006790930753869,1.0024673986331043,0.6767816553525088,0.0,0.0,1.0,0.001564528,0.001564528,0.9884386658668518,0.9884386658668518,-1.616086832444978,1,-1.616086832444978,1,-1.616086832444978,1,-1.616086832444978,1
2022-12-07,104.7099990844727,107.6500015258789,104.1399993896484,106.1100006103516,106.1100006103516,6383600.0,1.337027540941418,1.423241804768133,2.498778891245177,3.717231842004078,3.209163745999425,106.1940002441407,106.0779998779297,100.4946665445964,91.9793337504069,95.81360038757325,105.98517510471,105.7434971604317,100.9903097350235,97.49352864752692,98.05740531015918,105.431450735702,101.9192723229925,3.512178412709432,4.234944043170277,2.356045599490941,2.356045599490941,2.356045599490941,-2.356045599490941,-2.356045599490941,2.356045599490941,2.356045599490941,2.356045599490941,-2.356045599490941,2.940002441406193,3.824500656127913,107.6500015258789,98.71879821777344,99.4779983520508,100.2371984863281,1.0,1.0010935383995219,1.0022855111734352,0.6722149700240396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337027540941418,1,1.337027540941418,1,1.337027540941418,1,1.337027540941418,1
2022-12-08,107.0400009155273,109.4400024414062,106.5,108.6100006103516,108.6100006103516,5493200.0,2.356045599490941,1.551370006207772,2.609779551151491,3.635915270115528,3.219924685236607,106.5139999389649,106.1720001220703,101.1769999186198,92.27883377075196,95.91740036010742,106.8601169399239,106.2646796058717,101.4819026947221,97.85800313811131,98.26636759333132,105.920458408725,102.4148818257599,3.505576582965105,4.089070551129242,-1.169325352475842,-1.169325352475842,-1.169325352475842,1.169325352475842,1.169325352475842,-1.169325352475842,-1.169325352475842,-1.169325352475842,1.169325352475842,2.739997863769503,3.691000747680648,109.4400024414062,99.2361000823975,100.0010002136231,100.7659003448487,0.0,1.0032211865322438,1.0056033419218937,0.7177778790946819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.356045599490941,1,2.356045599490941,1,2.356045599490941,1,2.356045599490941,1
2022-12-09,107.7799987792969,109.7399978637695,107.0,107.3399963378906,107.3399963378906,4705700.0,-1.169325352475842,1.681013630451909,2.572398069558875,2.734992024990733,3.212664341778634,106.6399993896485,106.323999786377,101.8703330993652,92.58583374023438,95.968500289917,107.0200767392461,106.460191738966,101.8598442200878,98.1688881610549,98.44604341005528,106.1388488593658,102.7797051229547,3.359143736411085,3.943085188185611,1.891192917783641,1.891192917783641,1.891192917783641,-1.891192917783641,-1.891192917783641,1.891192917783641,1.891192917783641,1.891192917783641,-1.891192917783641,3.779998779296903,3.575000762939439,109.7399978637695,101.3198007965088,102.0580009460449,102.796201095581,1.0,1.0029720439779015,1.0052591019341097,0.9405504827998871,0.0,0.0,1.0,0.016868329,0.016868329,0.909967303,0.909967303,-1.169325352475842,1,-1.169325352475842,1,-1.169325352475842,1,-1.169325352475842,1
2022-12-12,106.8199996948242,109.4199981689453,105.6399993896484,109.370002746582,109.370002746582,4831400.0,1.891192917783641,1.825345583274876,2.474219439396959,2.472677083641965,3.21817605421135,107.2279998779297,106.9139999389648,102.5253331502279,92.92750040690105,96.02380035400392,107.8033854083581,106.9892482858053,102.3443705766358,98.53613781959676,98.66235943652114,106.6359494573991,103.2678753172975,3.368074140101584,3.828082978568806,2.285818722883894,2.285818722883894,2.285818722883894,-2.285818722883894,-2.285818722883894,2.285818722883894,2.285818722883894,2.285818722883894,-2.285818722883894,4.929992675781193,3.682500076293929,109.4199981689453,101.8749961853027,102.5899963378906,103.3049964904785,1.0,1.0029369394012397,1.0076095227847377,1.0006237594731626,0.0,0.0,1.0,0.002457158,0.002457158,0.978701949119568,0.978701949119568,1.891192917783641,1,1.891192917783641,1,1.891192917783641,1,1.891192917783641,1
2022-12-13,115.3899993896484,116.0899963378906,111.1600036621094,111.870002746582,111.870002746582,9557300.0,2.285818722883894,1.460090561759952,2.510820466089473,2.443404323280276,3.226659455278004,108.6600006103516,107.776000213623,103.311333211263,93.29666709899902,96.12580039978027,109.1589245210994,107.8766581877647,102.9589274908259,98.97331371884218,98.92389692780948,107.4411884249657,103.9050699416889,3.536118483276752,3.769690079510395,-1.993388131030275,-1.993388131030275,-1.993388131030275,1.993388131030275,1.993388131030275,-1.993388131030275,-1.993388131030275,-1.993388131030275,1.993388131030275,4.059997558593807,3.717999649047839,116.0899963378906,101.3184980010986,102.0549980163574,102.7914980316162,0.0,1.0082022008144338,1.0118864113412083,1.027591071263511,0.0,0.0,2.0,0.045330223,0.024652228,0.8212173581123352,0.780126541852951,2.285818722883894,1,2.285818722883894,-1,2.285818722883894,-1,2.285818722883894,-1
2022-12-14,111.3600006103516,112.6100006103516,108.5500030517578,109.6399993896484,109.6399993896484,6429300.0,-1.993388131030275,2.08695971249544,1.820294341881489,2.421211969719977,3.229202469866823,109.3660003662109,107.7800003051758,103.9729998270671,93.6553337097168,96.21220039367677,109.3192828106157,108.1972656790163,103.3899643875241,99.323041117885,99.13609697655876,107.7794670349169,104.3298795304267,3.449587504490211,3.705669564506358,-4.633347190199103,-4.633347190199103,-4.633347190199103,4.633347190199103,4.633347190199103,-4.633347190199103,-4.633347190199103,-4.633347190199103,4.633347190199103,4.0,3.710999679565415,112.6100006103516,107.9103971099854,108.6539970397949,109.3975969696045,0.0,1.0147151610367822,1.010370106162646,0.751811227040982,0.0,0.0,2.0,0.001753074,0.0017018535,0.9896005988121032,0.9895004034042358,-1.993388131030275,1,1.993388131030275,1,1.993388131030275,1,1.993388131030275,1
2022-12-15,107.75,108.0199966430664,104.0199966430664,104.5599975585938,104.5599975585938,6773500.0,-4.633347190199103,2.871885221908093,2.242853761538698,2.304529467611706,3.288442346406851,108.5559997558593,107.5349998474121,104.5329996744792,93.94650039672852,96.2687003326416,107.7328543932751,107.5359442025758,103.4654503985609,99.4947446077443,99.24350094848025,107.2841640385595,104.3469253102909,2.937238728268582,3.551983397258804,0.162591624243792,0.162591624243792,0.162591624243792,-0.162591624243792,-0.162591624243792,0.162591624243792,0.162591624243792,0.162591624243792,-0.162591624243792,2.379997253417997,3.560499572753895,108.0199966430664,104.4458013153077,105.1880012512208,105.9302011871339,1.0,1.0094945823210673,1.0018311104455302,0.9732371805438769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.633347190199103,1,-4.633347190199103,-1,-4.633347190199103,1,-4.633347190199103,1
