Date_AMD_L01d,Open_AMD_L01d,High_AMD_L01d,Low_AMD_L01d,Close_AMD_L01d,Adj Close_AMD_L01d,Volume_AMD_L01d,Daily_Return_AMD_L01d,Vol5_AMD_L01d,Vol10_AMD_L01d,Vol20_AMD_L01d,Vol60_AMD_L01d,SMA5_AMD_L01d,SMA10_AMD_L01d,SMA30_AMD_L01d,SMA60_AMD_L01d,SMA100_AMD_L01d,EMA5_AMD_L01d,EMA10_AMD_L01d,EMA30_AMD_L01d,EMA60_AMD_L01d,EMA100_AMD_L01d,Short12_AMD_L01d,Long26_AMD_L01d,MACD_AMD_L01d,SIGNAL9_AMD_L01d,Ret5/10_AMD_L01d,Ret10/30_AMD_L01d,Ret30/60_AMD_L01d,Ret30/100_AMD_L01d,Emaret5/10_AMD_L01d,Emaret10/30_AMD_L01d,Emaret30/60_AMD_L01d,Emaret30/100_AMD_L01d,RetMACD_AMD_L01d,DayRange_AMD_L01d,average20r_AMD_L01d,PRVHI_AMD_L01d,HitLevel_AMD_L01d,hitlevel_2_AMD_L01d,hitlevel_1.8_AMD_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,75.05000305175781,76.27999877929688,73.6500015258789,74.9800033569336,74.9800033569336,64377200.0,-3.226638992880578,3.557932845917908,2.841461185024349,4.453515324845921,4.032601619582994,75.33400115966796,74.94900054931641,67.78866691589356,67.53300005594889,77.16629997253418,75.61961311498445,74.61752079655014,70.61755625446297,71.43784682394366,75.67596319153431,74.08691567327469,71.03013941947319,3.056776253801502,2.787503160643847,-1.813817750684056,-1.813817750684056,-1.813817750684056,1.813817750684056,-1.813817750684056,-1.813817750684056,-1.813817750684056,1.813817750684056,-1.813817750684056,2.349998474121094,3.046500015258788,76.27999877929688,72.51450302124023,73.12500305175782,73.73550308227539,0.0,1.005136834481178,1.013429718754213,0.6380265874851695,0.0,1.0,2.0,0.075122133,0.0292185536666666,0.9959293007850648,0.6800294816493988,,-1,,1,,1,,1
2022-12-05,74.54000091552734,75.16999816894531,72.81999969482422,73.62000274658203,73.62000274658203,47022200.0,-1.813817750684056,3.429921431617293,2.907147698814304,4.468884009208865,4.014940983003004,75.42000122070313,74.9540008544922,68.28200035095215,67.33583348592123,77.1165000152588,74.95307632551697,74.43615387837411,70.81126247976098,71.50939291976786,75.63525110351546,74.01508291532197,71.22198114740718,2.793101767914791,2.788622882098036,-4.550402035500001,-4.550402035500001,-4.550402035500001,4.550402035500001,-4.550402035500001,-4.550402035500001,-4.550402035500001,4.550402035500001,-4.550402035500001,3.989997863769531,3.139500045776367,75.16999816894531,69.57769874572755,70.1869987487793,70.79629875183106,0.0,1.0062171513314624,1.0069445077453558,0.6505310258273993,0.0,2.0,1.0,0.0137086026370525,0.0119058208685391,0.9732600450515748,0.5237609992424647,1.813817750684056,-1,-1.813817750684056,-1,-1.813817750684056,1,-1.813817750684056,1
2022-12-06,73.08000183105469,73.38999938964844,69.4000015258789,70.2699966430664,70.2699966430664,64965200.0,-4.550402035500001,4.01906836588784,3.228989217259445,4.631373318010735,4.053549874618153,74.79600067138672,74.73500061035156,68.66766688028972,67.09633344014486,77.00809997558594,73.39204976470012,73.6786707446818,70.77634210320005,71.46875697626945,75.5290084409323,73.43891579651341,71.15146377671527,2.287452019798138,2.688388709638057,-0.184996811766314,-0.184996811766314,-0.184996811766314,0.184996811766314,-0.184996811766314,0.184996811766314,-0.184996811766314,0.184996811766314,0.184996811766314,2.090003967285156,3.11450023651123,73.38999938964844,68.2630980682373,68.89099807739258,69.51889808654785,0.0,1.0008162181111524,0.996109851371031,0.6971990801739901,0.0,2.0,1.0,0.01944752,0.009441946,0.9695671796798706,0.4451987991730372,4.550402035500001,-1,4.550402035500001,1,-4.550402035500001,1,-4.550402035500001,-1
2022-12-07,69.52999877929688,71.37000274658203,69.27999877929688,70.13999938964844,70.13999938964844,59180100.0,-0.184996811766314,1.91065236143967,2.892898855119589,4.632752351773751,3.886892129652006,73.29800109863281,74.2240005493164,68.95666681925455,66.98150011698405,76.89519996643067,72.30803297301622,73.03527595285755,70.73528773458382,71.42519115375728,75.42229539041182,72.93139019545727,71.0765404887844,1.854849706672866,2.521680909045018,-0.4704902109015281,0.4704902109015281,0.4704902109015281,-0.4704902109015281,0.4704902109015281,-0.4704902109015281,0.4704902109015281,-0.4704902109015281,-0.4704902109015281,2.220001220703125,3.063000297546386,71.37000274658203,66.53809886932373,67.16099891662597,67.78389896392822,1.0,0.9875242584092684,0.9900425791461275,0.6244449595955586,0.0,0.0,2.0,0.00555314,0.0040384245,0.9758551716804504,0.9330815076828004,0.184996811766314,1,-0.184996811766314,1,-0.184996811766314,1,0.184996811766314,1
2022-12-08,70.13999938964844,71.22000122070312,69.0,70.47000122070312,70.47000122070312,56734100.0,0.4704902109015281,2.082361195606838,2.8223351425399,4.355196352567001,3.886699824500932,71.89600067138672,73.63100051879883,69.31466687520346,66.8651668548584,76.74110000610352,71.6953557222452,72.5688623651931,70.71817247562377,71.3938734510342,75.32423015932848,72.55271496857202,71.03161165411173,1.521103314460291,2.321565390128073,2.667808784229424,-2.667808784229424,-2.667808784229424,2.667808784229424,-2.667808784229424,2.667808784229424,-2.667808784229424,2.667808784229424,2.667808784229424,2.150001525878906,2.91150016784668,71.22000122070312,64.63140209197998,65.24400215148925,65.85660221099853,0.0,0.9764365574936178,0.9879630655011222,0.6480385530439712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4704902109015281,1,0.4704902109015281,1,0.4704902109015281,1,0.4704902109015281,-1
2022-12-09,69.48999786376953,70.66999816894531,68.5199966430664,68.58999633789062,68.58999633789062,59058300.0,-2.667808784229424,2.004277088193341,2.875502717673529,3.078388138513186,3.899236375706115,70.61799926757813,72.97600021362305,69.64766680399576,66.73066673278808,76.53269996643067,70.66023592746035,71.84543217841082,70.58087078931841,71.30194305388194,75.19087899454753,71.9430659484672,70.85075126031758,1.092314688149614,2.075715249732381,-3.032514859467413,3.032514859467413,3.032514859467413,-3.032514859467413,3.032514859467413,-3.032514859467413,3.032514859467413,-3.032514859467413,-3.032514859467413,3.139999389648438,2.817000198364258,70.66999816894531,64.81470085144043,65.39700088500976,65.9793009185791,1.0,0.9676879941468108,0.9835035267376872,0.9340936192218933,0.0,1.0,0.0,0.0171665418893098,0.0171665418893098,0.071031287,0.071031287,-2.667808784229424,-1,-2.667808784229424,-1,-2.667808784229424,-1,2.667808784229424,-1
2022-12-12,68.54000091552734,70.66999816894531,67.52999877929688,70.66999816894531,70.66999816894531,60968300.0,3.032514859467413,2.925439181650284,3.046224629569222,2.872150251113043,3.92025204723143,70.02799835205079,72.72399978637695,69.93633346557617,66.63333333333334,76.32849998474121,70.66349000795535,71.63171690396254,70.58662094284273,71.28122354945779,75.10135660196136,71.74720936700228,70.83736214243815,0.9098472245641318,1.842541644698731,-1.386731827261089,1.386731827261089,1.386731827261089,-1.386731827261089,1.386731827261089,-1.386731827261089,1.386731827261089,-1.386731827261089,-1.386731827261089,4.549995422363281,2.915499877929688,70.66999816894531,64.47259773254395,65.0359977722168,65.59939781188965,1.0,0.9629283119431614,0.986483265544154,1.06060768526602,0.0,1.0,2.0,0.0273484606295824,0.0146891041351656,0.9955814480781556,0.6596405307451884,-3.032514859467413,1,-3.032514859467413,-1,-3.032514859467413,-1,-3.032514859467413,-1
2022-12-13,74.87000274658203,75.20999908447266,70.66000366210938,71.6500015258789,71.6500015258789,72458000.0,1.386731827261089,2.101317579296593,3.089882442351892,2.865885953501689,3.924373056524521,70.30399932861329,72.55,70.32266680399577,66.54800008138021,76.1640000152588,70.99232718059653,71.63504138067461,70.65522614174829,71.29331463065192,75.03301293708843,71.73225431452177,70.89755765232266,0.8346966621991072,1.640972648198807,3.796233304643687,-3.796233304643687,-3.796233304643687,3.796233304643687,-3.796233304643687,3.796233304643687,-3.796233304643687,3.796233304643687,3.796233304643687,3.680000305175781,2.91099967956543,75.20999908447266,64.2558984375,64.83899841308593,65.42209838867187,0.0,0.9690420307183086,0.991027935662623,1.0781595961892734,0.0,1.0,1.0,0.004711178,0.0036476545,0.9700797200202942,0.4913571281358599,1.386731827261089,1,-1.386731827261089,-1,-1.386731827261089,-1,-1.386731827261089,-1
2022-12-14,70.93000030517578,72.0,68.31999969482422,68.93000030517578,68.93000030517578,67278000.0,-3.796233304643687,2.844882959703542,2.450011723040872,2.821227464845914,3.946541835307028,70.06199951171875,71.68000030517578,70.63166681925456,66.44266675313314,75.97790000915528,70.30488488878962,71.1432157305839,70.5439212490662,71.21582891506254,74.91216120180303,71.30113831308392,70.75181266364511,0.5493256494388135,1.422643248446808,3.481795321707979,-3.481795321707979,-3.481795321707979,3.481795321707979,-3.481795321707979,3.481795321707979,-3.481795321707979,3.481795321707979,3.481795321707979,2.089996337890625,2.870499420166015,72.0,68.8057997894287,69.3879997253418,69.97019966125488,0.0,0.9774274443838109,0.988216292541948,0.8684204849021925,1.0,1.0,0.0,0.9063344,0.4665568386250853,0.0421326793730258,0.0355694396421312,-3.796233304643687,-1,3.796233304643687,-1,3.796233304643687,-1,3.796233304643687,1
2022-12-15,67.5999984741211,68.20999908447266,66.12000274658203,66.52999877929688,66.52999877929688,58557000.0,-3.481795321707979,3.108939537953417,2.526192712553319,2.728239101043622,3.969312745612438,69.2739990234375,70.5849998474121,70.89500007629394,66.31016667683919,75.79069999694825,69.04658951895871,70.30444901216808,70.28495850908108,71.06219514011941,74.74617778749598,70.56711684634746,70.43908570924894,0.1280311370985174,1.16372082617715,1.683443766326996,1.683443766326996,-1.683443766326996,1.683443766326996,-1.683443766326996,1.683443766326996,-1.683443766326996,1.683443766326996,1.683443766326996,2.389999389648438,2.778999710083008,68.20999908447266,65.68490127563477,66.25900115966797,66.83310104370118,0.0,0.9814266370077399,0.9821083941218051,0.9259425655130391,1.0,0.0,0.0,0.9549232125282288,0.9549232125282288,0.021756781,0.021756781,3.481795321707979,1,3.481795321707979,-1,3.481795321707979,-1,-3.481795321707979,-1
2022-12-16,66.25,67.19000244140625,64.80000305175781,65.41000366210938,65.41000366210938,62438600.0,-1.683443766326996,3.015007360721088,2.45395838808017,2.697567197773375,3.880378758691102,68.63800048828125,69.62799987792968,71.07166684468588,66.24200007120768,75.5466000366211,67.83439423334227,69.41454985761195,69.97044529314742,70.87687738674204,74.56130305233981,69.77371481800314,70.06656111316452,-0.2928462951613824,0.8724074019094437,1.253642070492289,1.253642070492289,-1.253642070492289,1.253642070492289,-1.253642070492289,1.253642070492289,1.253642070492289,1.253642070492289,1.253642070492289,1.879997253417962,2.71449966430664,67.19000244140625,62.09619972229004,62.65199966430664,63.20779960632324,0.0,0.9857815908630999,0.9772359594996869,0.9096931450329451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.683443766326996,1,1.683443766326996,-1,1.683443766326996,-1,1.683443766326996,-1
2022-12-19,65.12000274658203,65.58999633789062,63.70999908447266,64.58999633789062,64.58999633789062,46246900.0,-1.253642070492289,2.078150890117151,2.448044979512937,2.701594888184103,3.873160327048414,67.42200012207032,68.72499923706054,71.15166676839193,66.18583335876465,75.27580001831055,66.75292826819172,68.5373583085717,69.6233195540986,70.6707501392387,74.3638514342319,68.9762196672166,69.66088964832942,-0.684669981112819,0.5609919253049911,-0.7121949836639522,-0.7121949836639522,0.7121949836639522,-0.7121949836639522,0.7121949836639522,-0.7121949836639522,-0.7121949836639522,-0.7121949836639522,-0.7121949836639522,2.539997100830078,2.770999336242675,65.58999633789062,61.21810317993164,61.76100311279297,62.30390304565429,1.0,0.981040390986464,0.9739641257787317,0.9061480646931518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.253642070492289,1,1.253642070492289,-1,1.253642070492289,-1,1.253642070492289,1
