Date_TXN_L01d,Open_TXN_L01d,High_TXN_L01d,Low_TXN_L01d,Close_TXN_L01d,Adj Close_TXN_L01d,Volume_TXN_L01d,Daily_Return_TXN_L01d,Vol5_TXN_L01d,Vol10_TXN_L01d,Vol20_TXN_L01d,Vol60_TXN_L01d,SMA5_TXN_L01d,SMA10_TXN_L01d,SMA30_TXN_L01d,SMA60_TXN_L01d,SMA100_TXN_L01d,EMA5_TXN_L01d,EMA10_TXN_L01d,EMA30_TXN_L01d,EMA60_TXN_L01d,EMA100_TXN_L01d,Short12_TXN_L01d,Long26_TXN_L01d,MACD_TXN_L01d,SIGNAL9_TXN_L01d,Ret5/10_TXN_L01d,Ret10/30_TXN_L01d,Ret30/60_TXN_L01d,Ret30/100_TXN_L01d,Emaret5/10_TXN_L01d,Emaret10/30_TXN_L01d,Emaret30/60_TXN_L01d,Emaret30/100_TXN_L01d,RetMACD_TXN_L01d,DayRange_TXN_L01d,average20r_TXN_L01d,PRVHI_TXN_L01d,HitLevel_TXN_L01d,hitlevel_2_TXN_L01d,hitlevel_1.8_TXN_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-16,169.0,170.0500030517578,167.4799957275391,169.5500030517578,169.5500030517578,10423600.0,-0.2705673018885962,1.863174696548355,1.490397296132391,1.788169181540568,2.137179347263687,174.0720001220703,174.6459991455078,174.278667195638,166.2809997558594,168.9637004089356,172.6382054926744,173.9838407365321,172.6454479474817,169.9459935569866,168.8900909873103,174.1649527393486,173.1555885540505,1.009364185298125,2.212709578867268,1.144206668527163,-1.144206668527163,-1.144206668527163,1.144206668527163,1.144206668527163,1.144206668527163,-1.144206668527163,-1.144206668527163,1.144206668527163,3.819992065429688,4.22600021362306,170.0500030517578,165.3394018554687,166.1740020751953,167.0086022949218,0.0,0.9967133571553548,0.9922657458407563,0.8334766707299829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2705673018885962,1,-0.2705673018885962,1,-0.2705673018885962,1,-0.2705673018885962,1
2022-12-19,169.6300048828125,169.8699951171875,166.0500030517578,167.6100006103516,167.6100006103516,4507000.0,-1.144206668527163,1.304181243529917,1.500893696029368,1.801733980035397,2.139947456603017,172.0980010986328,173.6679992675781,174.4440007527669,166.386333211263,168.8823004150391,170.9621371985668,172.8249607135902,172.3205803773443,169.8694036243101,168.8647426630141,173.1564985656568,172.7448042619246,0.4116943037321334,1.852506523840241,0.9068696777793096,0.9068696777793096,-0.9068696777793096,0.9068696777793096,0.9068696777793096,0.9068696777793096,-0.9068696777793096,-0.9068696777793096,0.9068696777793096,2.059997558593807,4.20900039672853,169.8699951171875,160.7528025817871,161.5980026245117,162.4432026672363,0.0,0.9909597728103822,0.9892213282888546,0.8330273573459946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.144206668527163,1,-1.144206668527163,-1,-1.144206668527163,1,-1.144206668527163,-1
2022-12-20,166.6600036621094,167.7799987792969,165.7200012207031,166.0899963378906,166.0899963378906,3777600.0,-0.9068696777793096,1.159805203028703,1.452073516157879,1.780579818321675,2.142412782965077,169.8160003662109,172.8429992675781,174.4573338826497,166.4801663716634,168.7543003845215,169.3380902450081,171.6004217361902,171.9186072135086,169.7454886313127,168.8097971912295,172.0693443767697,172.251855526811,-0.1825111500413357,1.445502989063926,-1.589499336418628,-1.589499336418628,1.589499336418628,-1.589499336418628,-1.589499336418628,-1.589499336418628,-1.589499336418628,1.589499336418628,-1.589499336418628,2.410003662109403,4.08150100708009,167.7799987792969,160.6101942443847,161.4519943237304,162.2937944030761,1.0,0.9824870031520274,0.9868162824526148,0.8155059948542847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9068696777793096,1,0.9068696777793096,1,-0.9068696777793096,1,0.9068696777793096,1
2022-12-21,167.0,168.9100036621094,166.5,168.7299957275391,168.7299957275391,3632100.0,1.589499336418628,1.760132995753727,1.593209044877858,1.693060351016063,2.151250249601351,168.397998046875,172.340998840332,174.478000386556,166.6138328552246,168.6536003112793,169.1353920725184,171.0785260982537,171.712890343446,169.7121937820086,168.8082169642257,171.5555984307342,171.9909770231612,-0.4353785924270426,1.069326672765732,2.388430558490882,2.388430558490882,-2.388430558490882,2.388430558490882,2.388430558490882,2.388430558490882,2.388430558490882,-2.388430558490882,2.388430558490882,5.029998779296818,4.169001007080086,168.9100036621094,158.8006965637207,159.6169967651367,160.4332969665527,0.0,0.977120935703117,0.9886418589752212,0.941023185571453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589499336418628,1,1.589499336418628,-1,1.589499336418628,1,1.589499336418628,-1
2022-12-22,166.0700073242188,166.5200042724609,161.4900054931641,164.6999969482422,164.6999969482422,7188700.0,-2.388430558490882,1.456737737776467,1.584323054929686,1.73269964383276,2.169110584635972,167.3359985351562,171.1749984741211,174.4683334350586,166.645499420166,168.5284002685547,167.656927031093,169.9187935255243,171.2604456082716,169.54785945959,168.7268660728201,170.5008905103508,171.4509044250191,-0.9500139146682898,0.6654585552789276,0.1942878393192968,0.1942878393192968,-0.1942878393192968,0.1942878393192968,-0.1942878393192968,0.1942878393192968,0.1942878393192968,-0.1942878393192968,0.1942878393192968,2.520004272460909,4.182001495361336,166.5200042724609,159.7382014465332,160.5720016479492,161.4058018493652,0.0,0.9775726597155757,0.9866885442892959,0.9143668151423737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.388430558490882,1,2.388430558490882,-1,-2.388430558490882,1,2.388430558490882,-1
2022-12-23,163.0299987792969,164.8000030517578,162.2799987792969,164.3800048828125,164.3800048828125,2597000.0,-0.1942878393192968,1.46175673802338,1.579282156920613,1.726009492784602,2.139948571710979,166.3019989013672,170.1869995117187,174.1246668497721,166.7443328857422,168.3375003051758,166.5646196483329,168.9117410450312,170.8165462066291,169.3784216046137,168.640789613612,169.5592157984218,170.9271340885593,-1.367918290137538,0.2587831861956344,0.3650116107146636,0.3650116107146636,-0.3650116107146636,0.3650116107146636,-0.3650116107146636,0.3650116107146636,0.3650116107146636,-0.3650116107146636,0.3650116107146636,2.6199951171875,4.13050155639649,164.8000030517578,157.319600982666,158.1560012817382,158.9924015808105,0.0,0.9771721657852955,0.9861044508677904,0.9149904235884178,0.0,0.0,1.0,0.089262106,0.089262106,0.6461156606674194,0.6461156606674194,-0.1942878393192968,1,0.1942878393192968,-1,-0.1942878393192968,1,0.1942878393192968,1
2022-12-27,163.6600036621094,164.5899963378906,161.9700012207031,163.7799987792969,163.7799987792969,3535600.0,-0.3650116107146636,1.431639497843071,1.339598814554966,1.664598694279984,2.117569982935072,165.5359985351562,168.8169998168945,173.6009999593099,166.8943328857422,168.1262002563477,165.6364126919876,167.9786969967159,170.3625754048657,169.194866757882,168.5445363297642,168.6701054877872,170.3977166582436,-1.727611170456413,-0.1384956851347751,1.581387444861861,1.581387444861861,-1.581387444861861,1.581387444861861,-1.581387444861861,1.581387444861861,1.581387444861861,-1.581387444861861,1.581387444861861,4.330001831054716,4.194501495361337,164.5899963378906,155.7128996276855,156.5389999389648,157.3651002502441,0.0,0.9805647459361498,0.9860560633782384,0.8047578189014527,0.0,1.0,1.0,0.0100119393318891,0.0099325131659445,0.9137985110282898,0.4820623325141449,-0.3650116107146636,1,0.3650116107146636,1,-0.3650116107146636,1,-0.3650116107146636,1
2022-12-28,163.6100006103516,165.1600036621094,160.8300018310547,161.1900024414062,161.1900024414062,2998600.0,-1.581387444861861,1.514480540459132,1.328118283612996,1.689079750033893,2.087534745532028,164.5559997558594,167.1860000610351,173.0593332926432,166.9168329874674,167.8951002502441,164.1542759417938,166.7443888957505,169.7707965039974,168.9324121901287,168.3989019953413,167.5193204037286,169.7156637532927,-2.196343349564103,-0.5500652180206407,-2.376079020438598,-2.376079020438598,2.376079020438598,-2.376079020438598,2.376079020438598,-2.376079020438598,-2.376079020438598,2.376079020438598,-2.376079020438598,3.219985961914006,3.878501129150396,165.1600036621094,155.3620930480957,156.2009933471679,157.0398936462402,1.0,0.9842690159210966,0.9844665660349384,0.7862969664909819,1.0,0.0,0.0,0.983953059,0.983953059,0.014725117,0.014725117,-1.581387444861861,1,-1.581387444861861,1,-1.581387444861861,1,-1.581387444861861,1
2022-12-29,163.2599945068359,166.0399932861328,162.8200073242188,165.0200042724609,165.0200042724609,4081600.0,2.376079020438598,1.809351032593025,1.694503634748726,1.44447625487806,2.06574890099927,163.8140014648438,166.1059997558594,172.6409998575846,166.9146664937337,167.7173002624512,164.4428520520162,166.4308644187887,169.4642937793821,168.804136520697,168.3319931295417,167.1348102296874,169.3678371250829,-2.233026895395511,-0.8866575534956148,-0.1211955781506204,-0.1211955781506204,0.1211955781506204,-0.1211955781506204,0.1211955781506204,-0.1211955781506204,-0.1211955781506204,0.1211955781506204,-0.1211955781506204,3.179992675781222,3.822000885009771,166.0399932861328,156.6273011779785,157.4030014038086,158.1787016296387,1.0,0.9862015923904957,0.9880550258888876,1.1730920664332918,1.0,0.0,1.0,0.9946470856666564,0.5059443953333282,0.9759845733642578,0.4896762956821289,2.376079020438598,1,2.376079020438598,1,2.376079020438598,1,2.376079020438598,1
2022-12-30,163.6900024414062,165.3899993896484,162.2100067138672,165.2200012207031,165.2200012207031,3249000.0,0.1211955781506204,1.441073940909803,1.414377826148341,1.420707768754642,2.055307572011196,163.9180023193359,165.6270004272461,172.3663330078125,166.8716664632161,167.5924002075195,164.7019017749118,166.2107074736822,169.1904684530158,168.6866238879103,168.2703695273865,166.8402242283052,169.0605900210548,-2.220365792749561,-1.153399201346404,1.216556404784752,1.216556404784752,-1.216556404784752,1.216556404784752,-1.216556404784752,1.216556404784752,1.216556404784752,-1.216556404784752,1.216556404784752,5.059997558593807,3.849500274658212,165.3899993896484,157.6315913391113,158.3959915161133,159.1603916931152,0.0,0.9896816454835159,0.9909223315290364,0.995544514680982,1.0,0.0,0.0,0.985986351966858,0.985986351966858,0.007035386,0.007035386,0.1211955781506204,1,0.1211955781506204,1,0.1211955781506204,1,0.1211955781506204,1
2023-01-03,167.2200012207031,167.6499938964844,162.5899963378906,163.2100067138672,163.2100067138672,4294100.0,-1.216556404784752,1.556104341804545,1.44524333402018,1.429506912604871,2.05904699626185,163.6840026855469,164.993000793457,171.961333211263,166.8161666870117,167.3933003234863,164.2046034212303,165.6651255173522,168.8046322117804,168.5070626690892,168.1701643231584,166.281729226084,168.6272134797816,-2.345484253697634,-1.39181621181665,-3.651731640160353,-3.651731640160353,3.651731640160353,-3.651731640160353,3.651731640160353,-3.651731640160353,-3.651731640160353,3.651731640160353,-3.651731640160353,4.389999389648381,3.90400009155274,167.6499938964844,156.9210987854003,157.690998840332,158.4608988952636,1.0,0.992066341592582,0.9911838892370324,1.0110082863374434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.216556404784752,1,-1.216556404784752,-1,-1.216556404784752,1,-1.216556404784752,1
2023-01-04,165.3000030517578,169.6900024414062,165.3000030517578,169.1699981689453,169.1699981689453,6285300.0,3.651731640160353,2.276535512623149,1.888060461577644,1.694587762512556,2.031989365780193,164.7620025634765,165.1490005493164,171.7610000610352,166.9810000101725,167.2644003295898,165.859735003802,166.3023750903691,168.8282042090168,168.5287982592484,168.189963013174,166.7260782942165,168.667419753053,-1.94134145883649,-1.501721261220618,1.324115101619312,1.324115101619312,-1.324115101619312,1.324115101619312,-1.324115101619312,1.324115101619312,1.324115101619312,-1.324115101619312,1.324115101619312,4.199996948242216,3.86499938964844,169.6900024414062,159.0611936950684,159.8419937133789,160.6227937316895,0.0,0.9976566737639787,0.997338341762548,1.1141709525732837,1.0,0.0,2.0,0.9219610095024108,0.4388681058451741,0.9305545687675476,0.4881713218087412,3.651731640160353,1,-3.651731640160353,1,3.651731640160353,1,3.651731640160353,1
2023-01-05,167.7899932861328,170.0399932861328,165.8399963378906,166.9299926757812,166.9299926757812,6876800.0,-1.324115101619312,2.214997642860421,1.917377610548956,1.678450184527451,2.028862249477621,165.9100006103516,165.2330001831055,171.5786666870117,167.15,167.0799002075195,166.2164875611284,166.4164873786259,168.7057389488081,168.4763784040528,168.1650131055028,166.7574497375342,168.5387214510329,-1.781271713498711,-1.557631351676237,4.930217065493378,-4.930217065493378,4.930217065493378,4.930217065493378,4.930217065493378,-4.930217065493378,-4.930217065493378,4.930217065493378,-4.930217065493378,8.740005493164091,4.1629997253418,170.0399932861328,161.1870037841796,161.9600036621093,162.733003540039,1.0,1.0040972470783431,0.9987981970978483,1.1423500251744274,0.0,0.0,3.0,0.0101010715588927,0.0070323878529642,0.9528793096542358,0.8030879696210226,-1.324115101619312,1,-1.324115101619312,1,-1.324115101619312,-1,-1.324115101619312,1
2023-01-06,169.6199951171875,176.1600036621094,167.4199981689453,175.1600036621094,175.1600036621094,6725900.0,4.930217065493378,2.88508876790268,2.433669522443597,2.032325628315624,2.099393826782568,167.9380004882813,165.8760009765625,171.5100001017253,167.5118334452311,166.9775003051758,169.1976595947887,168.0062176119865,169.1221431238598,168.6955136584153,168.30352776999,168.0501503413149,169.0291868000015,-0.9790364586865508,-1.4419123730783,0.8677717412040644,-0.8677717412040644,0.8677717412040644,0.8677717412040644,-0.8677717412040644,0.8677717412040644,-0.8677717412040644,0.8677717412040644,0.8677717412040644,4.059997558593693,4.182499694824219,176.1600036621094,160.8813938903808,161.7139938354492,162.5465937805176,1.0,1.012430969516863,1.0070916541050514,1.1974801127025119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930217065493378,-1,4.930217065493378,-1,-4.930217065493378,1,4.930217065493378,1
2023-01-09,177.1499938964844,180.3800048828125,176.3200073242188,176.6799926757812,176.6799926757812,5733900.0,0.8677717412040644,2.832027141267579,2.228147266081216,2.013493288566858,2.091814084039741,170.2299987792969,167.0740005493164,171.4333333333333,167.9306666056315,166.9107002258301,171.6917706217862,169.5832676235856,169.6097463207579,168.957299855706,168.4693983621839,169.3778183927713,169.5959131611704,-0.2180947683991121,-1.197148852142462,0.9735121643679936,-0.9735121643679936,0.9735121643679936,0.9735121643679936,-0.9735121643679936,0.9735121643679936,-0.9735121643679936,0.9735121643679936,0.9735121643679936,3.789993286132812,4.2489990234375,180.3800048828125,166.9585043334961,167.795004272461,168.6315042114258,1.0,1.018889822591211,1.012433437730901,1.1066077442290072,0.0,0.0,1.0,0.006934835,0.006934835,0.9210824966430664,0.9210824966430664,-0.8677717412040644,-1,-0.8677717412040644,-1,0.8677717412040644,1,0.8677717412040644,-1
2023-01-10,176.6300048828125,179.6199951171875,175.8300018310547,178.3999938964844,178.3999938964844,4267700.0,0.9735121643679936,2.476763559831965,2.20500447313594,2.002667575004919,2.083806285471571,173.2679962158203,168.4759994506836,171.4776662190755,168.3316665649414,166.9276000976562,173.9278450466856,171.1863087641126,170.176859067579,169.2668963816331,168.6660438183087,170.7658453933425,170.2480672897122,0.517778103630377,-0.8541634609878944,0.2634536080622358,-0.2634536080622358,0.2634536080622358,0.2634536080622358,-0.2634536080622358,0.2634536080622358,0.2634536080622358,0.2634536080622358,0.2634536080622358,2.120010375976619,4.121999359130861,179.6199951171875,171.03220703125,171.8820068359375,172.731806640625,1.0,1.0284432012913471,1.0160149272588774,1.10103369159034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9735121643679936,-1,-0.9735121643679936,-1,0.9735121643679936,1,-0.9735121643679936,1
2023-01-11,178.2200012207031,179.0500030517578,176.9299926757812,178.8699951171875,178.8699951171875,5013900.0,0.2634536080622358,2.308015659622496,2.175496257354843,1.962334168525556,2.011322031785371,175.2079956054687,169.9849990844726,171.6733327229818,168.8404998779297,166.9316999816895,175.5752284035196,172.5833426464899,170.7377065546505,169.5817520778808,168.8681022598707,172.0126376585495,170.8867286102659,1.125909048283575,-0.4581489591336007,-0.4137028314280391,0.4137028314280391,-0.4137028314280391,-0.4137028314280391,0.4137028314280391,-0.4137028314280391,-0.4137028314280391,-0.4137028314280391,-0.4137028314280391,4.179992675781222,3.969998931884767,179.0500030517578,170.5515965270996,171.3759963989258,172.200396270752,0.0,1.0307262202495915,1.0173358894963467,1.1086268038585148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2634536080622358,-1,-0.2634536080622358,1,0.2634536080622358,1,0.2634536080622358,1
2023-01-12,179.7200012207031,181.1699981689453,176.9900054931641,178.1300048828125,178.1300048828125,4324900.0,-0.4137028314280391,2.090463880155337,2.055150225992855,1.965155545801188,2.004401447217484,177.447998046875,171.6789993286133,171.8449996948242,169.2928332010905,166.9485000610352,176.4268205632839,173.5918266894576,171.2146290274352,169.862022661649,169.0515062722062,172.9537710776669,171.4232675934175,1.53050348424938,-0.0604184704570046,0.4940153819691037,-0.4940153819691037,0.4940153819691037,0.4940153819691037,-0.4940153819691037,0.4940153819691037,0.4940153819691037,0.4940153819691037,0.4940153819691037,2.889999389648494,3.830998992919922,181.1699981689453,170.3160054016113,171.1100051879883,171.9040049743652,1.0,1.0336034036825854,1.0163313787745196,1.045795194372248,0.0,1.0,0.0,0.0293327998369932,0.0293327998369932,0.3888015747070312,0.3888015747070312,0.4137028314280391,1,-0.4137028314280391,-1,-0.4137028314280391,-1,-0.4137028314280391,-1
