Date_IT_L01d,Open_IT_L01d,High_IT_L01d,Low_IT_L01d,Close_IT_L01d,Adj Close_IT_L01d,Volume_IT_L01d,Daily_Return_IT_L01d,Vol5_IT_L01d,Vol10_IT_L01d,Vol20_IT_L01d,Vol60_IT_L01d,SMA5_IT_L01d,SMA10_IT_L01d,SMA30_IT_L01d,SMA60_IT_L01d,SMA100_IT_L01d,EMA5_IT_L01d,EMA10_IT_L01d,EMA30_IT_L01d,EMA60_IT_L01d,EMA100_IT_L01d,Short12_IT_L01d,Long26_IT_L01d,MACD_IT_L01d,SIGNAL9_IT_L01d,Ret5/10_IT_L01d,Ret10/30_IT_L01d,Ret30/60_IT_L01d,Ret30/100_IT_L01d,Emaret5/10_IT_L01d,Emaret10/30_IT_L01d,Emaret30/60_IT_L01d,Emaret30/100_IT_L01d,RetMACD_IT_L01d,DayRange_IT_L01d,average20r_IT_L01d,PRVHI_IT_L01d,HitLevel_IT_L01d,hitlevel_2_IT_L01d,hitlevel_1.8_IT_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,351.5199890136719,354.7799987792969,350.6199951171875,351.989990234375,351.989990234375,474800.0,-1.201335759755119,1.900602686517666,1.369048526855711,1.713464566290015,2.108411743395346,348.7479919433594,344.8299957275391,326.3556660970052,308.1869990030925,298.5033000183105,349.6026032453989,345.2286952548566,329.338397544631,314.6567717265112,303.9015457297775,343.5108020834327,332.0850793520357,11.425722731397,11.15721582183468,-0.4346711047885523,-0.4346711047885523,-0.4346711047885523,-0.4346711047885523,0.4346711047885523,-0.4346711047885523,-0.4346711047885523,-0.4346711047885523,-0.4346711047885523,5.6199951171875,6.853997802734355,354.7799987792969,341.7876980590821,343.2069976806641,344.6262973022461,0.0,1.0113621096318897,1.0126695956931198,0.7989943613599015,0.0,0.0,1.0,0.092636526,0.092636526,0.8582324981689453,0.8582324981689453,,1,,-1,,1,,1
2022-12-05,348.0,350.75,345.1300048828125,350.4599914550781,350.4599914550781,391500.0,-0.4346711047885523,1.945763262916295,1.358396307993577,1.723757569491713,2.089670927723957,349.8339904785156,346.1069946289062,328.3793324788411,308.9256652832031,299.6498999023437,349.888399315292,346.1798400185332,330.7010810227243,315.8306477831855,304.8234951500805,344.5799081406089,333.4461839522611,11.13372418834786,11.15251749513731,-0.7590035173673388,-0.7590035173673388,-0.7590035173673388,-0.7590035173673388,0.7590035173673388,-0.7590035173673388,-0.7590035173673388,-0.7590035173673388,0.7590035173673388,5.19000244140625,6.809498596191387,350.75,339.7012036132813,341.0720031738282,342.4428027343751,0.0,1.0107683343805445,1.01071281128491,0.7880437087183492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4346711047885523,1,0.4346711047885523,1,-0.4346711047885523,1,-0.4346711047885523,1
2022-12-06,349.5599975585938,350.2900085449219,345.1000061035156,347.7999877929688,347.7999877929688,419000.0,-0.7590035173673388,1.81159741795137,1.405335050527829,1.743764998877351,2.084891135568903,351.3779907226562,347.0599945068359,330.1636657714844,309.5336649576823,300.7209997558594,349.1922621411843,346.4744123411579,331.804236298224,316.8788228654735,305.6745148063753,345.0753050102028,334.5094286812024,10.56587632900039,11.03518926190993,-1.509488264595659,-1.509488264595659,-1.509488264595659,-1.509488264595659,1.509488264595659,-1.509488264595659,-1.509488264595659,-1.509488264595659,1.509488264595659,8.769989013671875,6.761997985839824,350.2900085449219,335.7691030883789,337.1310028076172,338.4929025268555,0.0,1.0124416420335511,1.0078443016373464,0.8059199785708477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7590035173673388,1,-0.7590035173673388,1,-0.7590035173673388,1,-0.7590035173673388,1
2022-12-07,346.3399963378906,349.2699890136719,340.5,342.5499877929688,342.5499877929688,347300.0,-1.509488264595659,1.258593779689805,1.457363428515827,1.733855361459365,2.060791346903714,349.8139892578125,347.0389923095703,331.6176656087239,310.1974980672201,301.7587995910645,346.9781706917792,345.7608806051235,332.4975105882075,317.7205004040799,306.4047221922484,344.6867946690899,335.1050256524444,9.581769016645469,10.74450521285704,1.12392533665552,1.12392533665552,1.12392533665552,1.12392533665552,-1.12392533665552,1.12392533665552,1.12392533665552,1.12392533665552,-1.12392533665552,5.560028076171875,6.698500061035139,349.2699890136719,335.4136129760743,336.7660125732422,338.1184121704102,1.0,1.0079962108285712,1.0035206125242546,0.8405334498543072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.509488264595659,1,-1.509488264595659,-1,-1.509488264595659,1,-1.509488264595659,1
2022-12-08,345.2300109863281,348.6700134277344,343.1099853515625,346.3999938964844,346.3999938964844,237400.0,1.12392533665552,1.02514368668707,1.500171126573495,1.715855519163076,2.063187548561165,347.839990234375,347.3519927978516,333.3999989827474,310.936164855957,302.7470994567871,346.7854450933476,345.8770830217345,333.3944449951932,318.6608116661259,307.1967077705501,344.9503637809967,335.9416899668178,9.008673814178962,10.39733893312142,-0.8949209463444595,-0.8949209463444595,-0.8949209463444595,-0.8949209463444595,0.8949209463444595,-0.8949209463444595,-0.8949209463444595,-0.8949209463444595,0.8949209463444595,5.610015869140568,6.570501708984355,348.6700134277344,334.5332888793945,335.8729888916016,337.2126889038086,0.0,1.001404907548083,1.002626256887786,0.8742992109878908,0.0,0.0,1.0,0.005883189,0.005883189,0.7486501336097717,0.7486501336097717,1.12392533665552,1,-1.12392533665552,1,1.12392533665552,1,1.12392533665552,1
2022-12-09,345.0499877929688,347.4100036621094,341.7999877929688,343.2999877929688,343.2999877929688,375400.0,-0.8949209463444595,0.9853146374568204,1.531359929367299,1.278601056626879,2.068444999947045,346.1019897460938,347.4249908447266,335.1076649983724,311.6153315226237,303.6453993225098,345.6236259932214,345.408520252868,334.033512272469,319.4686535063503,307.9116242066376,344.6964597828386,336.4867490650512,8.209710717787402,9.95981329005462,-1.35741445610525,1.35741445610525,1.35741445610525,1.35741445610525,-1.35741445610525,1.35741445610525,1.35741445610525,1.35741445610525,-1.35741445610525,4.149993896484375,6.202500915527324,347.4100036621094,334.2149096679688,335.5290100097657,336.8431103515625,1.0,0.9961919806188494,1.000622757482056,1.1976839229331093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8949209463444595,1,-0.8949209463444595,1,-0.8949209463444595,1,-0.8949209463444595,1
2022-12-12,344.8500061035156,348.5199890136719,344.3699951171875,347.9599914550781,347.9599914550781,298700.0,1.35741445610525,1.291148919632506,1.575894475825503,1.245107546006397,2.068816012197705,345.6019897460938,347.7179901123047,336.6393310546875,312.4133316040039,304.5566993713379,346.402414480507,345.8724241078153,334.9319948003793,320.4027957341774,308.7046611818542,345.1985415785678,337.3366188717198,7.861922706847963,9.540235173413288,-1.140936118575459,1.140936118575459,1.140936118575459,1.140936118575459,-1.140936118575459,1.140936118575459,1.140936118575459,1.140936118575459,-1.140936118575459,11.82998657226562,6.408000183105452,348.5199890136719,333.7645016479493,335.0050018310548,336.2455020141602,1.0,0.9939146077385083,1.001532329077864,1.265669363967863,0.0,1.0,0.0,0.005657664,0.005657664,0.071619727,0.071619727,1.35741445610525,1,1.35741445610525,-1,1.35741445610525,1,1.35741445610525,-1
2022-12-13,358.25,358.25,346.4200134277344,351.9299926757812,351.9299926757812,411400.0,1.140936118575459,1.340738216045652,1.506952677161683,1.257547166747853,2.070086204821594,346.4279907226563,348.9029907226562,338.3063303629557,313.2304982503255,305.5385992431641,348.2449405455984,346.9738002110818,336.0286398245988,321.4364743224267,309.5606083401498,346.2341494396775,338.4176095238725,7.816539915805038,9.195496121891638,1.329807851896465,-1.329807851896465,-1.329807851896465,-1.329807851896465,1.329807851896465,-1.329807851896465,-1.329807851896465,-1.329807851896465,1.329807851896465,10.06997680664062,6.527999877929671,358.25,334.4223886108399,335.703988647461,336.9855886840821,0.0,0.9929063376760582,1.0036635052379843,1.1983269630027622,0.0,0.0,1.0,0.002673032,0.002673032,0.9835945963859558,0.9835945963859558,1.140936118575459,1,-1.140936118575459,-1,1.140936118575459,1,-1.140936118575459,-1
2022-12-14,351.7799987792969,355.239990234375,345.1700134277344,347.25,347.25,331800.0,-1.329807851896465,1.283175965251563,1.257487347523351,1.284700926697342,2.007418215787419,347.3679931640625,348.5909912109375,339.0479970296224,314.1673314412435,306.4914991760254,347.9132936970656,347.0240183545214,336.7525985455924,322.2828194266094,310.3069329274736,346.3904341412656,339.0718606702523,7.318573471013281,8.820111591715968,1.848815961910547,-1.848815961910547,-1.848815961910547,-1.848815961910547,1.848815961910547,-1.848815961910547,-1.848815961910547,-1.848815961910547,1.848815961910547,5.839996337890625,6.460998535156233,355.239990234375,343.8884002685547,345.1940002441407,346.4996002197266,0.0,0.9964915959456482,1.002562575774325,0.9788171872468789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.329807851896465,1,1.329807851896465,-1,-1.329807851896465,1,1.329807851896465,1
2022-12-15,341.9700012207031,343.260009765625,337.4200134277344,340.8299865722656,340.8299865722656,441500.0,-1.848815961910547,1.469307215332463,1.201130345821467,1.347065892842119,2.017662294785509,346.2539916992188,347.0469909667969,339.7919962565104,315.0544977823893,307.3971990966797,345.5521913221323,345.8978307577476,337.0156558376358,322.8909232674506,310.9113498313309,345.5349806691117,339.2020922185496,6.332888450562166,8.322666963485208,0.7804398818550727,-0.7804398818550727,-0.7804398818550727,-0.7804398818550727,0.7804398818550727,0.7804398818550727,-0.7804398818550727,-0.7804398818550727,0.7804398818550727,6.619995117187386,6.514497375488261,343.260009765625,341.0257934570313,342.3179931640626,343.6101928710938,0.0,0.9977150089520471,0.9990007470273573,0.8916641362563574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.848815961910547,1,1.848815961910547,1,-1.848815961910547,1,-1.848815961910547,1
2022-12-16,339.9400024414062,339.9400024414062,333.3200073242188,338.1700134277344,338.1700134277344,1158000.0,-0.7804398818550727,1.458866722932803,1.178476198466732,1.339038448683514,1.986529799550042,345.2279968261719,345.6649932861328,340.4209971110026,316.022331237793,308.1703991699219,343.091465357333,344.4927730613816,337.090130520868,323.3918770431976,311.4511253480914,344.4019087858229,339.1256419377485,5.276266848074442,7.713386940403055,-0.263176537102873,0.263176537102873,0.263176537102873,0.263176537102873,-0.263176537102873,-0.263176537102873,0.263176537102873,0.263176537102873,-0.263176537102873,4.730010986328068,6.505996704101539,339.9400024414062,328.9281155395508,330.2310150146485,331.5339144897461,1.0,0.9987357803988002,0.9959322580511756,0.8800913817115259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7804398818550727,1,-0.7804398818550727,1,-0.7804398818550727,1,-0.7804398818550727,1
2022-12-19,338.7000122070312,339.2900085449219,334.5599975585938,339.0599975585938,339.0599975585938,396500.0,0.263176537102873,1.210479031848482,1.196293689148098,1.297040910721832,1.972842275512054,343.447998046875,344.5249938964844,341.0729970296224,317.072331237793,308.9110992431641,341.7476427577533,343.5049956972383,337.2172187168503,323.9055859125548,311.9978356888934,343.5800762893261,339.1207793911444,4.459296898181663,7.062568931958777,0.9821231039471764,-0.9821231039471764,-0.9821231039471764,-0.9821231039471764,0.9821231039471764,0.9821231039471764,-0.9821231039471764,-0.9821231039471764,0.9821231039471764,6.350006103515625,6.529997253417951,339.2900085449219,325.6268096923828,326.9280090332031,328.2292083740234,0.0,0.9968739688885011,0.9948840542015466,0.9223253324232726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263176537102873,1,0.263176537102873,1,0.263176537102873,1,0.263176537102873,1
2022-12-20,336.8599853515625,337.8900146484375,331.5400085449219,335.7300109863281,335.7300109863281,531100.0,-0.9821231039471764,0.7830497223893179,1.207344185620539,1.315846135294681,1.977572924090774,340.2080017089844,343.3179962158203,341.607997639974,318.0886647542318,309.6135992431641,339.7417655006116,342.0913621134364,337.1212698310102,324.2932719805474,312.4677797541891,342.3723739350187,338.869611361158,3.502762573860707,6.350607660339163,-1.819910389783806,1.819910389783806,1.819910389783806,1.819910389783806,-1.819910389783806,-1.819910389783806,1.819910389783806,1.819910389783806,-1.819910389783806,6.839996337890625,6.611497497558577,337.8900146484375,324.9240145874024,326.230014038086,327.5360134887696,1.0,0.9909413589118093,0.9931316692759823,0.9175420691190134,0.0,2.0,0.0,0.031656604,0.0191453565,0.4245955348014831,0.3214062377810478,-0.9821231039471764,1,-0.9821231039471764,-1,-0.9821231039471764,1,-0.9821231039471764,1
2022-12-21,338.25,343.4800109863281,336.6400146484375,341.8399963378906,341.8399963378906,275600.0,1.819910389783806,1.405878113302534,1.305892150251998,1.346822988880636,1.986222217737426,339.1260009765625,343.2469970703125,342.0953308105469,319.2033315022787,310.3409991455078,340.4411757797046,342.0456592451554,337.425703799196,324.868574418493,313.0494078053515,342.2904696893067,339.0896398779531,3.200829811353685,5.720652090542068,1.989231180030591,-1.989231180030591,-1.989231180030591,-1.989231180030591,1.989231180030591,1.989231180030591,-1.989231180030591,-1.989231180030591,1.989231180030591,8.0,6.802497863769517,343.4800109863281,323.3447201538086,324.6670196533203,325.9893191528321,0.0,0.9879940796891931,0.995309154137516,0.9696093406731524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819910389783806,1,-1.819910389783806,-1,1.819910389783806,1,1.819910389783806,1
2022-12-22,338.3399963378906,338.6700134277344,330.6700134277344,335.0400085449219,335.0400085449219,410600.0,-1.989231180030591,1.445260515855613,1.374022524317807,1.417007002830232,1.992560174669976,337.9680053710937,342.1109985351562,342.4723307291667,320.09749806722,310.794499206543,338.6407867014437,340.7719045723857,337.2717879763396,325.2020640619825,313.4848652457391,341.1750141286321,338.7896671866174,2.385346942014735,5.053591060836602,-0.2716104461856548,-0.2716104461856548,0.2716104461856548,0.2716104461856548,-0.2716104461856548,-0.2716104461856548,0.2716104461856548,0.2716104461856548,-0.2716104461856548,3.92999267578125,6.785997009277329,338.6700134277344,328.5145156860352,329.8750152587891,331.235514831543,1.0,0.9878899153146145,0.9937462043016244,0.9696653026932325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.989231180030591,1,1.989231180030591,-1,-1.989231180030591,1,-1.989231180030591,1
2022-12-23,333.6000061035156,336.1499938964844,332.2200012207031,335.9500122070312,335.9500122070312,165300.0,0.2716104461856548,1.440543411421617,1.369715008089091,1.419366887168149,1.985508593230446,337.5240051269531,341.3760009765625,342.3073313395182,321.0521647135417,311.2713992309571,337.7438618699729,339.8951968695939,337.1865121202553,325.5544558044431,313.9297196410122,340.3711676791551,338.5793223733147,1.791845305840354,4.401241909837354,0.0863249097735107,0.0863249097735107,-0.0863249097735107,-0.0863249097735107,0.0863249097735107,0.0863249097735107,-0.0863249097735107,-0.0863249097735107,0.0863249097735107,3.330017089843693,6.667498779296858,336.1499938964844,323.7408200073243,325.0980194091797,326.4552188110352,0.0,0.9887162664083294,0.9936705931138932,0.9650182912339733,0.0,0.0,1.0,0.003448322,0.003448322,0.9539432525634766,0.9539432525634766,0.2716104461856548,1,-0.2716104461856548,-1,0.2716104461856548,1,0.2716104461856548,1
