Date_CSCO_L01d,Open_CSCO_L01d,High_CSCO_L01d,Low_CSCO_L01d,Close_CSCO_L01d,Adj Close_CSCO_L01d,Volume_CSCO_L01d,Daily_Return_CSCO_L01d,Vol5_CSCO_L01d,Vol10_CSCO_L01d,Vol20_CSCO_L01d,Vol60_CSCO_L01d,SMA5_CSCO_L01d,SMA10_CSCO_L01d,SMA30_CSCO_L01d,SMA60_CSCO_L01d,SMA100_CSCO_L01d,EMA5_CSCO_L01d,EMA10_CSCO_L01d,EMA30_CSCO_L01d,EMA60_CSCO_L01d,EMA100_CSCO_L01d,Short12_CSCO_L01d,Long26_CSCO_L01d,MACD_CSCO_L01d,SIGNAL9_CSCO_L01d,Ret5/10_CSCO_L01d,Ret10/30_CSCO_L01d,Ret30/60_CSCO_L01d,Ret30/100_CSCO_L01d,Emaret5/10_CSCO_L01d,Emaret10/30_CSCO_L01d,Emaret30/60_CSCO_L01d,Emaret30/100_CSCO_L01d,RetMACD_CSCO_L01d,DayRange_CSCO_L01d,average20r_CSCO_L01d,PRVHI_CSCO_L01d,HitLevel_CSCO_L01d,hitlevel_2_CSCO_L01d,hitlevel_1.8_CSCO_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,49.22999954223633,49.84000015258789,48.91999816894531,49.70000076293945,49.70000076293945,12325100.0,-0.5403250973942355,1.465688653355502,1.30528327447637,1.801840232446483,1.804089520948899,49.15000076293946,48.65100059509277,45.98733355204264,43.8643336613973,44.49480018615723,49.28044308241213,48.49231217676776,46.33760635435087,45.24076210418776,45.29980192286332,48.20048482729023,46.64244386616898,1.558040961121243,1.315753588226377,-0.7444646402514108,-0.7444646402514108,-0.7444646402514108,0.7444646402514108,0.7444646402514108,-0.7444646402514108,-0.7444646402514108,-0.7444646402514108,-0.7444646402514108,0.470001220703125,0.9070005416870096,49.84000015258789,48.37879802703858,48.56799812316896,48.75719821929933,0.0,1.0102567298049987,1.0162526980105921,0.7244167662435291,0.0,0.0,1.0,0.002648515,0.002648515,0.9941096305847168,0.9941096305847168,,-1,,-1,,1,,-1
2022-12-05,49.54999923706055,49.63999938964844,49.16999816894531,49.33000183105469,49.33000183105469,13795900.0,-0.7444646402514108,1.483126307094211,1.178830881883078,1.814719934588622,1.805400300913062,49.40000076293946,48.80500068664551,46.20500030517578,43.92366701761882,44.56480018615723,49.29696266529299,48.64461938663811,46.53066412704144,45.37483553785552,45.37960786163939,48.37425667402321,46.84152223393829,1.532734440084923,1.359149758598086,-1.500104705045731,-1.500104705045731,-1.500104705045731,1.500104705045731,1.500104705045731,-1.500104705045731,-1.500104705045731,-1.500104705045731,-1.500104705045731,1.180000305175774,0.9375005722045874,49.63999938964844,47.84459896087647,48.02599906921387,48.20739917755127,0.0,1.012191375226366,1.013410389203992,0.6495938350676169,4.0,3.0,3.0,0.8533885478973389,0.278060267216983,0.9840009212493896,0.362408481140866,0.7444646402514108,1,0.7444646402514108,-1,-0.7444646402514108,1,0.7444646402514108,1
2022-12-06,49.43999862670898,49.43999862670898,48.2599983215332,48.59000015258789,48.59000015258789,15443800.0,-1.500104705045731,1.742635289897122,1.301314886730772,1.868778893512458,1.810220404815823,49.46200103759766,48.90200080871582,46.3733336130778,43.96016699473063,44.62000019073486,49.0613084943913,48.63468861681079,46.66352451578638,45.48025077112543,45.44317998621263,48.40744797841778,46.97103911680122,1.436408861616556,1.37460157920178,-0.8437947028700984,-0.8437947028700984,-0.8437947028700984,0.8437947028700984,0.8437947028700984,-0.8437947028700984,-0.8437947028700984,-0.8437947028700984,-0.8437947028700984,0.4899978637695241,0.9035005569457984,49.43999862670898,47.57749813079835,47.76499824523926,47.95249835968018,0.0,1.0114514788683664,1.008771925753279,0.6963450257536296,0.0,1.0,0.0,0.0119015350937843,0.0119015350937843,0.1858482807874679,0.1858482807874679,-1.500104705045731,-1,1.500104705045731,1,-1.500104705045731,1,-1.500104705045731,-1
2022-12-07,48.40000152587891,48.54999923706055,48.06000137329102,48.18000030517578,48.18000030517578,15171700.0,-0.8437947028700984,0.725790815769804,1.239721549472591,1.89018911748815,1.690711765719825,49.15400085449219,48.88200073242187,46.50066693623861,44.0280003229777,44.67580020904541,48.76753909798613,48.55201801469534,46.76136166348893,45.56876714929101,45.49737444797427,48.37245602868824,47.06059179742156,1.311864231266682,1.362054109614761,1.681198356497313,1.681198356497313,1.681198356497313,-1.681198356497313,-1.681198356497313,1.681198356497313,1.681198356497313,1.681198356497313,-1.681198356497313,0.5800018310546804,0.8910005569457983,48.54999923706055,47.45229740142822,47.63299751281738,47.81369762420654,1.0,1.0055644228549325,1.0044389727163463,0.6558716998223132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8437947028700984,-1,-0.8437947028700984,-1,-0.8437947028700984,1,0.8437947028700984,1
2022-12-08,48.65999984741211,49.20000076293945,48.61999893188477,48.9900016784668,48.9900016784668,16015800.0,1.681198356497313,1.212060876909865,1.351026857289355,1.851084691392132,1.700664039620764,48.95800094604492,48.92400093078614,46.65433362325032,44.11183369954427,44.72540023803711,48.84169329147969,48.63165140810833,46.9051448902617,45.68093877319841,45.56653538323155,48.4674630517311,47.20351104786936,1.263952003861746,1.342433688464158,-1.081858697357613,-1.081858697357613,-1.081858697357613,1.081858697357613,1.081858697357613,-1.081858697357613,-1.081858697357613,-1.081858697357613,1.081858697357613,0.7299995422363352,0.8695005416870096,49.20000076293945,46.58979801177979,46.76799812316895,46.94619823455811,0.0,1.000694955739758,1.0043190366210006,0.7298568582906371,1.0,1.0,0.0,0.9828207492828368,0.4981249128468334,0.4120123386383056,0.2113548121415078,-1.681198356497313,-1,-1.681198356497313,-1,1.681198356497313,1,1.681198356497313,-1
2022-12-09,49.09999847412109,49.16999816894531,48.43999862670898,48.45999908447266,48.45999908447266,14303200.0,-1.081858697357613,1.252430527053241,1.396813980647909,1.698784904736246,1.694033277623278,48.71000061035156,48.93000068664551,46.78900032043457,44.19800033569336,44.76870021820069,48.71446188914402,48.60044189472002,47.00545806408176,45.7720555047156,45.62383169414722,48.46631474907596,47.2965842357659,1.169730513310057,1.307893053433338,-1.733388709157101,1.733388709157101,1.733388709157101,-1.733388709157101,-1.733388709157101,1.733388709157101,1.733388709157101,1.733388709157101,-1.733388709157101,0.950000762939446,0.8470005035400365,49.16999816894531,47.28709957122803,47.46099967956543,47.63489978790284,1.0,0.9955037794153556,1.0023460690886514,0.8222429907126935,1.0,1.0,0.0,0.9429288506507874,0.4744521548253936,0.4722060561180115,0.2400589195590057,1.081858697357613,-1,1.081858697357613,-1,-1.081858697357613,1,1.081858697357613,-1
2022-12-12,48.79999923706055,49.31999969482422,48.36999893188477,49.29999923706055,49.29999923706055,15425300.0,1.733388709157101,1.578271304326164,1.470182667959021,1.642792373319064,1.705320477453937,48.70400009155274,49.05200042724609,46.91100031534831,44.29800033569336,44.81590019226074,48.9096410051162,48.72763413878193,47.15349297846748,45.88772579102199,45.69662709103659,48.59457390107358,47.44498534697291,1.149588554100667,1.276232153566804,-0.6896554925954249,0.6896554925954249,0.6896554925954249,-0.6896554925954249,-0.6896554925954249,0.6896554925954249,0.6896554925954249,0.6896554925954249,-0.6896554925954249,1.479999542236335,0.8830005645751935,49.31999969482422,47.30659706115723,47.47599716186524,47.64539726257325,1.0,0.9929054812716659,1.0037351878364522,0.8949290804100182,0.0,2.0,1.0,0.006359239,0.0048706666666666,0.9855892062187196,0.5553629597028097,-1.733388709157101,-1,-1.733388709157101,1,1.733388709157101,1,-1.733388709157101,1
2022-12-13,50.33000183105469,50.70999908447266,49.22999954223633,49.63999938964844,49.63999938964844,22705900.0,0.6896554925954249,1.345348154488204,1.475933758634898,1.63701963716441,1.70606332058146,48.91399993896484,49.18800048828125,47.05133361816407,44.40366700490316,44.8677001953125,49.15309379996029,48.89351872984857,47.31391274693078,46.01075115491138,45.77471367120712,48.75540859162356,47.60757897976369,1.147829611859862,1.250551645225415,0.6849318226599168,-0.6849318226599168,-0.6849318226599168,0.6849318226599168,0.6849318226599168,-0.6849318226599168,-0.6849318226599168,-0.6849318226599168,0.6849318226599168,1.240001678466804,0.9055006027221666,50.70999908447266,47.37739845275879,47.55399856567383,47.73059867858887,0.0,0.9944295245467096,1.0053089873025083,0.9015980780728206,0.0,1.0,3.0,0.013502479,0.00628701775,0.9899006485939026,0.6600033547729254,-0.6896554925954249,1,0.6896554925954249,-1,0.6896554925954249,1,0.6896554925954249,1
2022-12-14,49.7400016784668,50.06000137329102,48.81999969482422,49.29999923706055,49.29999923706055,19050400.0,-0.6849318226599168,1.308959745935957,1.152069836424388,1.659362105776894,1.692170811902377,49.1379997253418,49.14600028991699,47.17933362325032,44.51566696166992,44.91730018615723,49.20206227899371,48.96742427661438,47.44204735919722,46.1185953543261,45.84452130617451,48.83919176784463,47.73294344326717,1.106248324577464,1.221690981095825,2.332652594276593,-2.332652594276593,-2.332652594276593,2.332652594276593,2.332652594276593,-2.332652594276593,-2.332652594276593,-2.332652594276593,2.332652594276593,1.30999755859375,0.937000465393065,50.06000137329102,48.71789775848389,48.89899787902833,49.08009799957276,0.0,0.9998372082259391,1.0047917162449442,0.6942847690769716,0.0,1.0,2.0,0.00470048,0.0030459926666666,0.9933886528015136,0.5865172621950582,-0.6849318226599168,1,0.6849318226599168,-1,-0.6849318226599168,1,-0.6849318226599168,-1
2022-12-15,48.95999908447266,49.04999923706055,47.7400016784668,48.15000152587891,48.15000152587891,19372500.0,-2.332652594276593,1.581061069427119,1.32843817147664,1.740355204930717,1.692368101413021,48.96999969482422,48.96400032043457,47.29866701761882,44.62500031789144,44.96050018310547,48.85137536128878,48.81880195829883,47.48772182156378,46.18519883536062,45.89017437983203,48.7331624998499,47.76383663457175,0.969325865278158,1.171217957932292,-0.7061269819589779,-0.7061269819589779,-0.7061269819589779,0.7061269819589779,0.7061269819589779,-0.7061269819589779,-0.7061269819589779,-0.7061269819589779,0.7061269819589779,0.9199981689453124,0.8985004425048817,49.04999923706055,47.99860034942628,48.18600044250489,48.37340053558351,0.0,1.0001225262305038,1.000667230691523,0.7633143899089984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.332652594276593,-1,2.332652594276593,1,-2.332652594276593,1,2.332652594276593,1
2022-12-16,47.40999984741211,48.0,47.08000183105469,47.81000137329102,47.81000137329102,66125400.0,-0.7061269819589779,1.545228876726977,1.331935822103114,1.388953441821322,1.688334869458792,48.84000015258789,48.77500038146972,47.43066711425782,44.73600031534831,44.99220020294189,48.50425069862287,48.63538367011559,47.50851405070748,46.23847104971899,45.92819075594013,48.59113771114853,47.76725624484725,0.8238814663012874,1.101750659606091,-0.8575608358822493,-0.8575608358822493,-0.8575608358822493,0.8575608358822493,0.8575608358822493,0.8575608358822493,-0.8575608358822493,-0.8575608358822493,0.8575608358822493,0.8199996948242259,0.8805004119873043,48.0,47.07329826354981,47.25299835205078,47.43269844055176,0.0,1.0013326452200884,0.9973037537365353,0.958949221765532,1.0,1.0,1.0,0.9885956645011902,0.33062894683373,0.9932171702384948,0.3347847080794983,0.7061269819589779,-1,-0.7061269819589779,-1,-0.7061269819589779,1,-0.7061269819589779,1
