Date_JNPR_L01d,Open_JNPR_L01d,High_JNPR_L01d,Low_JNPR_L01d,Close_JNPR_L01d,Adj Close_JNPR_L01d,Volume_JNPR_L01d,Daily_Return_JNPR_L01d,Vol5_JNPR_L01d,Vol10_JNPR_L01d,Vol20_JNPR_L01d,Vol60_JNPR_L01d,SMA5_JNPR_L01d,SMA10_JNPR_L01d,SMA30_JNPR_L01d,SMA60_JNPR_L01d,SMA100_JNPR_L01d,EMA5_JNPR_L01d,EMA10_JNPR_L01d,EMA30_JNPR_L01d,EMA60_JNPR_L01d,EMA100_JNPR_L01d,Short12_JNPR_L01d,Long26_JNPR_L01d,MACD_JNPR_L01d,SIGNAL9_JNPR_L01d,Ret5/10_JNPR_L01d,Ret10/30_JNPR_L01d,Ret30/60_JNPR_L01d,Ret30/100_JNPR_L01d,Emaret5/10_JNPR_L01d,Emaret10/30_JNPR_L01d,Emaret30/60_JNPR_L01d,Emaret30/100_JNPR_L01d,RetMACD_JNPR_L01d,DayRange_JNPR_L01d,average20r_JNPR_L01d,PRVHI_JNPR_L01d,HitLevel_JNPR_L01d,hitlevel_2_JNPR_L01d,hitlevel_1.8_JNPR_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,32.56999969482422,32.95000076293945,32.2400016784668,32.86000061035156,32.86000061035156,2677500.0,-0.1822526182590981,2.1290257579705,1.869405898446451,2.120597151416093,2.019321484881391,32.56000022888183,32.22300033569336,30.74266688028971,28.86366678873698,28.75690008163452,32.61833032806933,32.15317782360857,30.7624133717951,29.80840646469828,29.5684029753175,31.98204176878573,30.98444224569867,0.9975995230870645,0.8959331403539483,-1.004266052724062,-1.004266052724062,-1.004266052724062,-1.004266052724062,1.004266052724062,-1.004266052724062,-1.004266052724062,-1.004266052724062,-1.004266052724062,0.3100013732910085,0.6770002365112304,32.95000076293945,31.70140022277832,31.84400024414062,31.98660026550293,0.0,1.01045836482257,1.0144667661471152,0.8815469252130695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,-1,,1,,1
2022-12-05,32.59000015258789,32.59000015258789,32.27999877929688,32.52999877929688,32.52999877929688,1738200.0,-1.004266052724062,2.216066973338985,1.673119329868957,2.144029550330786,2.021560551764716,32.68400001525879,32.31900024414062,30.86833349863688,28.9218334197998,28.80190006256104,32.58888647847851,32.22169072464281,30.87645114002102,29.89763899960315,29.62704843678244,32.06634284732591,31.09892791485409,0.9674149324718152,0.9102294987775216,-1.168144075246049,-1.168144075246049,-1.168144075246049,-1.168144075246049,1.168144075246049,-1.168144075246049,-1.168144075246049,-1.168144075246049,-1.168144075246049,0.7799987792968821,0.684000110626221,32.59000015258789,31.46060024261475,31.59600028991699,31.73140033721924,0.0,1.0112936590971544,1.0113959182643035,0.7803620661901904,1.0,0.0,0.0,0.983121932,0.983121932,0.009741185,0.009741185,1.004266052724062,-1,1.004266052724062,1,-1.004266052724062,1,-1.004266052724062,1
2022-12-06,32.52000045776367,32.61999893188477,31.84000015258789,32.15000152587891,32.15000152587891,2344200.0,-1.168144075246049,2.324837682409436,1.716918430306135,2.150294737547447,2.02434286054747,32.74000015258789,32.34700031280518,30.99033355712891,28.96750011444092,28.83820007324219,32.44259149427865,32.20865632486755,30.95861568104412,29.97148695128433,29.67700790389326,32.07921341325714,31.17678521937445,0.902428193882688,0.908669237798555,-0.5598824385110316,-0.5598824385110316,-0.5598824385110316,-0.5598824385110316,0.5598824385110316,-0.5598824385110316,-0.5598824385110316,-0.5598824385110316,0.5598824385110316,0.399999618530277,0.666000080108643,32.61999893188477,31.0851999092102,31.22199993133545,31.35879995346069,0.0,1.0121494987474042,1.0072631148301112,0.7984572534760485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168144075246049,1,-1.168144075246049,1,-1.168144075246049,1,-1.168144075246049,1
2022-12-07,31.97999954223633,32.13999938964844,31.73999977111816,31.96999931335449,31.96999931335449,2790500.0,-0.5598824385110316,0.3999946127415406,1.684762764611121,2.15908043188696,1.922486853250857,32.48599967956543,32.32000007629394,31.08400020599365,29.03333342870076,28.87620006561279,32.28506076730393,32.16526414095609,31.02386623796737,30.03701194676204,29.72241367437764,32.06241124404134,31.23554181892852,0.8268694251128181,0.8923092752614077,1.501412136047368,1.501412136047368,1.501412136047368,1.501412136047368,-1.501412136047368,1.501412136047368,1.501412136047368,1.501412136047368,-1.501412136047368,0.4599990844726634,0.6385000228881841,32.13999938964844,31.15479875564576,31.28799877166749,31.42119878768921,1.0,1.0051361263267216,1.0037244098423337,0.7803149617444766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5598824385110316,1,-0.5598824385110316,1,-0.5598824385110316,1,-0.5598824385110316,-1
2022-12-08,32.45999908447266,32.68000030517578,32.22000122070312,32.45000076293945,32.45000076293945,2779300.0,1.501412136047368,1.06942094689258,1.659589526140217,1.955261373648847,1.92929221073588,32.39200019836426,32.39200019836426,31.16566689809163,29.10666678746541,28.90890007019043,32.34004076584911,32.21703443586215,31.11587491699783,30.11612633417769,29.77642529989371,32.1220404007949,31.32550174070711,0.7965386600877906,0.8731551522266843,0.0,-0.2157155413819627,-0.2157155413819627,-0.2157155413819627,0.2157155413819627,-0.2157155413819627,-0.2157155413819627,-0.2157155413819627,0.2157155413819627,0.3600006103515696,0.6180000305175787,32.68000030517578,30.73529933929443,30.86299934387207,30.99069934844971,0.0,1.0,1.0038180525346565,0.848781420482492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.501412136047368,1,1.501412136047368,-1,1.501412136047368,-1,-1.501412136047368,-1
2022-12-09,32.45999908447266,32.58000183105469,32.22000122070312,32.38000106811523,32.38000106811523,3041600.0,-0.2157155413819627,1.068740245109728,1.646772171706561,1.595050224741498,1.929145295619269,32.29600028991699,32.42800025939941,31.23566691080729,29.18000014623006,28.94740007400513,32.35336086660449,32.24666473263544,31.19743144287637,30.19035173529039,29.82798125570008,32.16172665730572,31.4036128019966,0.7581138553091193,0.8501468928431714,-2.069172782100587,2.069172782100587,2.069172782100587,2.069172782100587,-2.069172782100587,2.069172782100587,2.069172782100587,2.069172782100587,-2.069172782100587,0.8000030517578054,0.6345002174377445,32.58000183105469,31.32040023803711,31.44400024414062,31.56760025024414,1.0,0.9959294446642863,1.0033087494428865,1.0324265318814305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2157155413819627,1,0.2157155413819627,-1,0.2157155413819627,-1,0.2157155413819627,-1
2022-12-12,32.36999893188477,33.08000183105469,32.27999877929688,33.04999923706055,33.04999923706055,2729800.0,2.069172782100587,1.390229565984591,1.744532696291955,1.639907609962783,1.931625717960572,32.40000038146972,32.54200019836426,31.30966688791911,29.27066679000854,28.98550006866455,32.58557365675651,32.39272555162182,31.31695194572696,30.28411066977466,29.89178359196465,32.298383977268,31.52556735274208,0.7728166245259267,0.8346808391797225,-0.2420630344976544,0.2420630344976544,0.2420630344976544,0.2420630344976544,-0.2420630344976544,0.2420630344976544,0.2420630344976544,0.2420630344976544,-0.2420630344976544,1.280002593994141,0.6640003204345705,33.08000183105469,31.18410135269165,31.3110013961792,31.43790143966675,1.0,0.9956364139871868,1.005953438676451,1.0637993785098334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.069172782100587,-1,-2.069172782100587,-1,-2.069172782100587,-1,-2.069172782100587,-1
2022-12-13,33.90000152587891,33.95000076293945,32.66999816894531,33.13000106811523,33.13000106811523,3775800.0,0.2420630344976544,1.130218557345642,1.736908118852117,1.613437330011718,1.922842417637444,32.59600028991699,32.66800022125244,31.39400024414062,29.36766681671143,29.03070007324219,32.76704946054275,32.52677564552971,31.43392285684879,30.37741855168746,29.95590671030426,32.42632506816757,31.64441429462157,0.7819107735460022,0.8241268260529785,0.1509183080246252,-0.1509183080246252,-0.1509183080246252,-0.1509183080246252,0.1509183080246252,-0.1509183080246252,-0.1509183080246252,-0.1509183080246252,0.1509183080246252,0.7700004577636648,0.6750003814697267,33.95000076293945,31.61920112609863,31.75200119018555,31.88480125427246,0.0,0.9977960104430079,1.0073869546010799,1.0765265477274548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2420630344976544,-1,-0.2420630344976544,-1,-0.2420630344976544,-1,-0.2420630344976544,-1
2022-12-14,33.09999847412109,33.54999923706055,32.77999877929688,33.08000183105469,33.08000183105469,2661000.0,-0.1509183080246252,1.035448671793138,1.069351833793078,1.617997547037657,1.907533895789186,32.81800079345703,32.65200023651123,31.46633364359538,29.47100019454956,29.07730009078979,32.87136691738007,32.62736222471607,31.54012150034594,30.46602783953557,30.01776998002209,32.52689072399636,31.75075411213513,0.7761366118612258,0.814528783214628,-2.38815257496666,-2.38815257496666,-2.38815257496666,-2.38815257496666,2.38815257496666,-2.38815257496666,-2.38815257496666,-2.38815257496666,2.38815257496666,0.75,0.6930004119873047,33.54999923706055,32.46499992370605,32.6,32.73500007629394,0.0,1.0050839322474396,1.0074785295539201,0.6609106643894004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1509183080246252,1,0.1509183080246252,1,0.1509183080246252,1,0.1509183080246252,1
2022-12-15,32.72000122070312,32.79999923706055,32.04999923706055,32.29000091552734,32.29000091552734,3410700.0,-2.38815257496666,1.586923544025924,1.279841960552565,1.669336235360076,1.917671575160704,32.78600082397461,32.58900051116943,31.53900032043457,29.56983353296916,29.11950010299683,32.67757825009583,32.56602380486357,31.58850081745442,30.52583023546972,30.06276465201229,32.49044613807805,31.79069831979382,0.6997478182842336,0.7915725902285492,-1.579437022055273,-1.579437022055273,-1.579437022055273,-1.579437022055273,1.579437022055273,-1.579437022055273,-1.579437022055273,-1.579437022055273,1.579437022055273,0.489999771118157,0.659500408172607,32.79999923706055,32.02539833068847,32.16399841308593,32.3025984954834,0.0,1.0060449940076457,1.0034254855889284,0.7666771579282846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38815257496666,1,-2.38815257496666,1,-2.38815257496666,1,-2.38815257496666,-1
