Date_ON_L01d,Open_ON_L01d,High_ON_L01d,Low_ON_L01d,Close_ON_L01d,Adj Close_ON_L01d,Volume_ON_L01d,Daily_Return_ON_L01d,Vol5_ON_L01d,Vol10_ON_L01d,Vol20_ON_L01d,Vol60_ON_L01d,SMA5_ON_L01d,SMA10_ON_L01d,SMA30_ON_L01d,SMA60_ON_L01d,SMA100_ON_L01d,EMA5_ON_L01d,EMA10_ON_L01d,EMA30_ON_L01d,EMA60_ON_L01d,EMA100_ON_L01d,Short12_ON_L01d,Long26_ON_L01d,MACD_ON_L01d,SIGNAL9_ON_L01d,Ret5/10_ON_L01d,Ret10/30_ON_L01d,Ret30/60_ON_L01d,Ret30/100_ON_L01d,Emaret5/10_ON_L01d,Emaret10/30_ON_L01d,Emaret30/60_ON_L01d,Emaret30/100_ON_L01d,RetMACD_ON_L01d,DayRange_ON_L01d,average20r_ON_L01d,PRVHI_ON_L01d,HitLevel_ON_L01d,hitlevel_2_ON_L01d,hitlevel_1.8_ON_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,71.83000183105469,73.12000274658203,70.95999908447266,73.04000091552734,73.04000091552734,4801200.0,-1.28395320404161,4.108147478397544,3.117123725438162,4.589649067957677,3.970966490072022,72.58199920654297,72.76599960327148,68.79233334859212,66.87900034586589,66.59950012207031,73.13695435234274,72.54714930647762,69.7515944503754,67.71442907936631,65.95019813604308,72.24244826547736,70.18443038468422,2.058017880793145,2.050160172651649,2.012597483950225,-2.012597483950225,-2.012597483950225,-2.012597483950225,2.012597483950225,-2.012597483950225,-2.012597483950225,-2.012597483950225,-2.012597483950225,2.69000244140625,3.007999610900879,73.12000274658203,69.3452993774414,69.94299926757813,70.54069915771484,0.0,0.9974713410420842,1.0081299548156395,0.6791638487570104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,1,,-1
2022-12-05,72.7699966430664,73.20999908447266,70.5199966430664,71.56999969482422,71.56999969482422,4064700.0,-2.012597483950225,3.476087587716867,3.141138355092711,4.442612255179641,3.975837901627421,72.90399932861328,72.67699966430663,68.98866666158041,66.87733370463053,66.77470012664794,72.61463613316991,72.36948574072245,69.86891091775921,67.8408412306928,66.06148133522686,72.13899463922303,70.2870651483983,1.85192949082473,2.010514036286266,-2.556939833530597,-2.556939833530597,-2.556939833530597,-2.556939833530597,2.556939833530597,-2.556939833530597,-2.556939833530597,-2.556939833530597,2.556939833530597,2.669998168945312,2.979999732971192,73.20999908447266,66.5024036026001,67.10400352478027,67.70560344696045,0.0,1.0031234044519608,1.003387482858808,0.7070476050279783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.012597483950225,1,2.012597483950225,1,-2.012597483950225,1,2.012597483950225,1
2022-12-06,71.86000061035156,71.86000061035156,69.19000244140625,69.73999786376953,69.73999786376953,4905500.0,-2.556939833530597,3.698034636375628,3.195391134023039,4.445175511024549,3.990150279484727,72.70799865722657,72.5359992980957,69.13499997456869,66.84133364359538,66.9114001083374,71.65642337670312,71.89139703582191,69.86059394653408,67.90310866128547,66.13432324668315,71.76991821223018,70.2465416458332,1.523376566396976,1.913086542308408,0.5735611387030313,0.5735611387030313,0.5735611387030313,-0.5735611387030313,-0.5735611387030313,-0.5735611387030313,0.5735611387030313,0.5735611387030313,-0.5735611387030313,2.459999084472656,2.992999839782715,71.86000061035156,66.65399967193603,67.24999961853027,67.84599956512452,1.0,1.002371227539363,0.9967315469053729,0.7188447623942182,0.0,0.0,2.0,0.0188255012035369,0.0127682521017684,0.9797695875167848,0.9560433924198152,-2.556939833530597,1,-2.556939833530597,-1,-2.556939833530597,1,-2.556939833530597,1
2022-12-07,68.76000213623047,70.88999938964844,68.43000030517578,70.13999938964844,70.13999938964844,3030500.0,0.5735611387030313,1.189897967556574,2.926584150789588,4.418879805337085,3.882565915319112,71.69599914550781,72.17599945068359,69.25333340962727,66.89583358764648,67.06330009460449,71.15094871435156,71.572961100154,69.87862010415436,67.97644934090393,66.21364356634582,71.51916147029453,70.23864962685656,1.280511843437978,1.786571602534322,-2.879960493354464,2.879960493354464,2.879960493354464,-2.879960493354464,-2.879960493354464,-2.879960493354464,2.879960493354464,2.879960493354464,-2.879960493354464,2.540000915527344,2.953499984741211,70.88999938964844,65.2754009628296,65.87400093078614,66.47260089874267,1.0,0.9933495856125449,0.9941037456140467,0.6622909605404712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5735611387030313,1,-0.5735611387030313,1,0.5735611387030313,1,0.5735611387030313,1
2022-12-08,71.19999694824219,73.2300033569336,70.69000244140625,72.16000366210938,72.16000366210938,4364600.0,2.879960493354464,2.219695951245343,3.108174253358681,4.278892681704456,3.886331534750524,71.33000030517579,71.99199981689453,69.40066693623861,66.95566698710124,67.19710014343262,71.48730036360416,71.67969611141861,70.02580614015147,68.11361505635328,66.33139327121243,71.61775257672758,70.38097214798638,1.236780428741199,1.676613367775698,2.258875831610305,-2.258875831610305,-2.258875831610305,2.258875831610305,2.258875831610305,2.258875831610305,-2.258875831610305,-2.258875831610305,2.258875831610305,1.879997253417969,2.788999938964844,73.2300033569336,64.39229942321778,64.98299942016601,65.57369941711426,0.0,0.9908045405961429,0.9973158961567669,0.7263968705381434,0.0,1.0,0.0,0.004344181,0.004344181,0.0154047915711998,0.0154047915711998,2.879960493354464,1,2.879960493354464,1,2.879960493354464,1,2.879960493354464,1
2022-12-09,71.05000305175781,72.23999786376953,70.36000061035156,70.52999877929688,70.52999877929688,3530200.0,-2.258875831610305,2.347135287967819,3.172419581883811,2.950596171057731,3.897663039616402,70.82799987792968,71.70499954223632,69.59000027974447,66.99533360799154,67.3015001296997,71.16819983550174,71.47066023285102,70.0583346975157,68.19284075218751,66.41453397434282,71.45040583866131,70.39201115771309,1.058394680948226,1.552969630410203,-0.6522034487935973,0.6522034487935973,0.6522034487935973,-0.6522034487935973,-0.6522034487935973,-0.6522034487935973,0.6522034487935973,0.6522034487935973,-0.6522034487935973,2.089996337890625,2.698999786376953,72.23999786376953,67.09420349121093,67.65200347900391,68.20980346679687,1.0,0.9877693372860276,0.9957680480862515,1.0751791834483946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.258875831610305,1,-2.258875831610305,-1,-2.258875831610305,1,-2.258875831610305,1
2022-12-12,69.69000244140625,71.0,68.91000366210938,70.98999786376953,70.98999786376953,5151700.0,0.6522034487935973,2.268707218278743,2.788097030873731,2.859227954858096,3.895945447111075,70.71199951171874,71.80799942016601,69.70700009663899,67.02950019836426,67.39970012664794,71.10879917825767,71.3832670748362,70.11844199856435,68.2845508214197,66.505137219678,71.37957384252411,70.43630646927282,0.9432673732512882,1.431029178978421,-0.8029295844156151,0.8029295844156151,0.8029295844156151,-0.8029295844156151,-0.8029295844156151,-0.8029295844156151,0.8029295844156151,0.8029295844156151,-0.8029295844156151,4.470001220703125,2.695999908447265,71.0,66.30219833374024,66.84199829101563,67.38179824829102,1.0,0.9847370778005622,0.9961550107213392,0.9751223319345677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6522034487935973,1,-0.6522034487935973,-1,0.6522034487935973,1,0.6522034487935973,1
2022-12-13,74.87999725341797,74.9000015258789,70.43000030517578,71.55999755859375,71.55999755859375,4856100.0,0.8029295844156151,1.82971750062922,2.77929321877466,2.793915066069659,3.891014317688587,71.0759994506836,71.89199905395508,70.04466667175294,67.05283342997232,67.52110012054443,71.2591986383697,71.41539989006483,70.21144558308238,68.3919425177205,66.60523346401297,71.40733133730406,70.51954284625955,0.8877884910445033,1.322381041391637,5.547793957724027,-5.547793957724027,-5.547793957724027,5.547793957724027,5.547793957724027,5.547793957724027,-5.547793957724027,-5.547793957724027,5.547793957724027,4.540000915527344,2.763999938964844,74.9000015258789,65.06880020141601,65.60800018310547,66.14720016479492,0.0,0.988649646497393,0.9978127791493769,0.9947665383702705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8029295844156151,1,-0.8029295844156151,1,0.8029295844156151,-1,0.8029295844156151,-1
2022-12-14,71.16999816894531,71.55000305175781,67.01000213623047,67.58999633789062,67.58999633789062,10941600.0,-5.547793957724027,3.272400004957234,2.349129729964537,3.003374822267947,3.946269848145771,70.56599884033203,71.13099899291993,70.23966649373372,67.03799997965494,67.60360008239746,70.03613120487668,70.7198719714877,70.04231982532808,68.36564920034903,66.62473371894124,70.82004902970199,70.30253940119519,0.5175096285068008,1.16140675881467,4.926756002490531,-4.926756002490531,-4.926756002490531,4.926756002490531,4.926756002490531,4.926756002490531,-4.926756002490531,-4.926756002490531,4.926756002490531,2.649997711181641,2.775999641418457,71.55000305175781,68.81920166015625,69.37200164794922,69.92480163574218,0.0,0.9920569068256143,0.9903317024260636,0.7821633558846417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.547793957724027,1,-5.547793957724027,1,5.547793957724027,-1,5.547793957724027,1
2022-12-15,65.6500015258789,66.16999816894531,63.52000045776367,64.26000213623047,64.26000213623047,12351400.0,-4.926756002490531,2.990967664252177,2.653597436832194,2.964016150000265,3.998259337418979,68.98599853515626,70.15799942016602,70.37799987792968,66.97000007629394,67.66370010375977,68.11075484866129,69.54535018325912,69.66926707119276,68.23103782119759,66.57790735096677,69.81081104609099,69.85494404823484,-0.0441330021438517,0.9202988066229656,-1.74291173351212,-1.74291173351212,1.74291173351212,-1.74291173351212,-1.74291173351212,-1.74291173351212,-1.74291173351212,1.74291173351212,-1.74291173351212,2.289997100830078,2.679999542236328,66.16999816894531,65.44280384063721,65.9980037689209,66.5532036972046,1.0,0.9832948360173325,0.9793718008347427,0.8952709103261656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.926756002490531,1,-4.926756002490531,-1,4.926756002490531,1,-4.926756002490531,-1
