Date_QCOM_L01d,Open_QCOM_L01d,High_QCOM_L01d,Low_QCOM_L01d,Close_QCOM_L01d,Adj Close_QCOM_L01d,Volume_QCOM_L01d,Daily_Return_QCOM_L01d,Vol5_QCOM_L01d,Vol10_QCOM_L01d,Vol20_QCOM_L01d,Vol60_QCOM_L01d,SMA5_QCOM_L01d,SMA10_QCOM_L01d,SMA30_QCOM_L01d,SMA60_QCOM_L01d,SMA100_QCOM_L01d,EMA5_QCOM_L01d,EMA10_QCOM_L01d,EMA30_QCOM_L01d,EMA60_QCOM_L01d,EMA100_QCOM_L01d,Short12_QCOM_L01d,Long26_QCOM_L01d,MACD_QCOM_L01d,SIGNAL9_QCOM_L01d,Ret5/10_QCOM_L01d,Ret10/30_QCOM_L01d,Ret30/60_QCOM_L01d,Ret30/100_QCOM_L01d,Emaret5/10_QCOM_L01d,Emaret10/30_QCOM_L01d,Emaret30/60_QCOM_L01d,Emaret30/100_QCOM_L01d,RetMACD_QCOM_L01d,DayRange_QCOM_L01d,average20r_QCOM_L01d,PRVHI_QCOM_L01d,HitLevel_QCOM_L01d,hitlevel_2_QCOM_L01d,hitlevel_1.8_QCOM_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-16,116.0800018310547,116.6600036621094,113.3499984741211,114.5299987792969,114.5299987792969,12733900.0,-1.808985443580815,2.586706058193461,2.327064166591308,2.660478390883218,3.054913467976288,119.515998840332,119.9669998168945,120.1706665039062,118.0366663614909,126.2636000061035,118.1878898323324,119.6480996613915,120.1453581025675,121.4541328305624,124.8616160210572,119.9198459535767,120.1627119209908,-0.2428659674141187,0.6505250705436388,1.67641507850288,1.67641507850288,-1.67641507850288,1.67641507850288,-1.67641507850288,1.67641507850288,1.67641507850288,1.67641507850288,1.67641507850288,3.650001525878906,3.961000061035151,116.6600036621094,111.9476966094971,112.7269966125488,113.5062966156006,0.0,0.9962406246947005,0.9877957958948655,0.874678845190235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.808985443580815,1,-1.808985443580815,-1,-1.808985443580815,1,-1.808985443580815,-1
2022-12-19,114.0100021362305,115.1600036621094,111.5100021362305,112.6100006103516,112.6100006103516,7720200.0,-1.67641507850288,2.159304374768786,2.31849185518296,2.663228661313943,3.051612693095203,117.7959991455078,118.8979995727539,120.3679997762044,117.8936663309733,125.9252000427246,116.3285934250055,118.3684452884751,119.6592060062955,121.1641612823587,124.6190097753007,118.7952543623113,119.6032518239064,-0.8079974615951357,0.3588205641158839,0.4528924016217701,0.4528924016217701,-0.4528924016217701,0.4528924016217701,-0.4528924016217701,0.4528924016217701,0.4528924016217701,0.4528924016217701,0.4528924016217701,1.68000030517581,3.924999999999996,115.1600036621094,107.9458035278321,108.7380035400391,109.5302035522461,0.0,0.9907315477871284,0.9827669286481013,0.8705568128119716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.67641507850288,1,1.67641507850288,-1,-1.67641507850288,1,1.67641507850288,-1
2022-12-20,111.4000015258789,112.7799987792969,111.0999984741211,112.0999984741211,112.0999984741211,6260200.0,-0.4528924016217701,1.368887195878687,2.213023788017013,2.597296830180249,3.04849673288098,115.5179992675781,118.1299995422363,120.4349998474121,117.7663330078125,125.5956000518799,114.9190617747107,117.2287276858653,119.1715151977681,120.8669756165149,124.3711085614159,117.7652149948974,119.0474552794779,-1.282240284580467,0.0306083943766136,-2.221229168298635,-2.221229168298635,2.221229168298635,-2.221229168298635,2.221229168298635,-2.221229168298635,-2.221229168298635,-2.221229168298635,-2.221229168298635,2.269996643066506,3.850499725341802,112.7799987792969,106.5250036621094,107.3100036621094,108.0950036621094,1.0,0.9778887642023202,0.9802977823205269,0.8520488541401839,0.0,1.0,1.0,0.001696987,0.0015685185,0.9938440322875975,0.4997568301437988,-0.4528924016217701,-1,0.4528924016217701,-1,-0.4528924016217701,1,0.4528924016217701,-1
2022-12-21,112.7600021362305,114.9599990844727,112.6900024414062,114.5899963378906,114.5899963378906,5843800.0,2.221229168298635,2.326643441655105,2.370068042225493,2.559160398259364,3.061963480531199,114.0939987182617,117.7679992675781,120.5033330281576,117.6704996744792,125.267200088501,114.8093732957707,116.7489583498699,118.8759333358406,120.6611730172157,124.1774231708511,117.2767198168964,118.7172731356566,-1.440553318760237,-0.2636239482507566,3.412161757284141,3.412161757284141,-3.412161757284141,3.412161757284141,-3.412161757284141,3.412161757284141,3.412161757284141,3.412161757284141,3.412161757284141,5.209999084472599,3.923499679565432,114.9599990844727,104.3088993835449,105.0789993286133,105.8490992736817,0.0,0.9688030655851698,0.9833867035602433,0.9261115652764541,0.0,0.0,1.0,0.07473249,0.07473249,0.9095858335494996,0.9095858335494996,-2.221229168298635,1,-2.221229168298635,-1,2.221229168298635,1,-2.221229168298635,-1
2022-12-22,112.5699996948242,112.5899963378906,107.379997253418,110.6800003051758,110.6800003051758,12051400.0,-3.412161757284141,2.097785938908621,2.247738631026664,2.618851283810155,3.089588517926826,112.9019989013672,116.6609992980957,120.5116663614909,117.5329996744792,124.9037001037598,113.432915632239,115.6455114326528,118.3471634628945,120.3339214528865,123.9101474705407,116.2618398920163,118.121919592658,-1.860079700641748,-0.5829150987289549,-0.144557311414571,-0.144557311414571,0.144557311414571,-0.144557311414571,0.144557311414571,-0.144557311414571,-0.144557311414571,-0.144557311414571,-0.144557311414571,2.709999084472599,3.960999679565427,112.5899963378906,106.3282997894287,107.1129997253418,107.8976996612549,1.0,0.9677784313579948,0.9808674303654031,0.8582918186008787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.412161757284141,1,3.412161757284141,1,-3.412161757284141,1,3.412161757284141,1
2022-12-23,109.6999969482422,110.9199981689453,108.2099990844727,110.8399963378906,110.8399963378906,5356700.0,0.144557311414571,2.097384713138603,2.220860236983749,2.616912910488284,3.057892510073099,112.1639984130859,115.839998626709,120.183666229248,117.4663330078125,124.5205000305176,112.5686092007896,114.7717814154233,117.862830099991,120.022645219608,123.6513325966268,115.4277101144585,117.5825178700827,-2.154807755624162,-0.8972936301079963,1.245035455622932,1.245035455622932,-1.245035455622932,1.245035455622932,-1.245035455622932,1.245035455622932,1.245035455622932,1.245035455622932,1.245035455622932,1.800003051757798,3.820999908447261,110.9199981689453,103.8757970428467,104.6679969787597,105.4601969146728,0.0,0.9682665723653114,0.9808038858727897,0.8486565326965213,0.0,1.0,1.0,0.057992015,0.0300252825,0.7476093769073486,0.3766450924536743,0.144557311414571,-1,0.144557311414571,1,0.144557311414571,1,0.144557311414571,-1
2022-12-27,109.75,110.6900024414062,108.8899993896484,109.4599990844727,109.4599990844727,6158100.0,-1.245035455622932,2.052229797458706,2.041036849508328,2.548398401588689,3.05493829058211,111.5339981079102,114.664998626709,119.7846661885579,117.4076662699381,124.1050000762939,111.5324058286839,113.8060028097959,117.3207119699576,119.6763289528822,123.3703160914356,114.5096007252299,116.9808498118893,-2.471249086659412,-1.21208472141828,2.274801648635147,2.274801648635147,-2.274801648635147,2.274801648635147,-2.274801648635147,2.274801648635147,2.274801648635147,2.274801648635147,2.274801648635147,3.449996948242202,3.840999603271482,110.6900024414062,102.5137983703613,103.2779983520508,104.0421983337402,0.0,0.9726943657062104,0.9800221699648668,0.800909641222476,0.0,1.0,0.0,0.0143589433282613,0.0143589433282613,0.0188696421682834,0.0188696421682834,1.245035455622932,1,-1.245035455622932,1,-1.245035455622932,1,1.245035455622932,1
2022-12-28,108.870002746582,110.2699966430664,106.8199996948242,106.9700012207031,106.9700012207031,5395600.0,-2.274801648635147,2.188171634918872,1.798980076483906,2.580015792457098,3.028188964889157,110.5079986572266,113.0129989624023,119.3236661275228,117.2368329366048,123.6726000213623,110.0116042926904,112.5630934299608,116.6529241796831,119.2597280436304,123.0455573811241,113.3496623399181,116.2393054718015,-2.889643131883361,-1.547596403511296,-2.682990637034823,-2.682990637034823,2.682990637034823,-2.682990637034823,2.682990637034823,-2.682990637034823,-2.682990637034823,-2.682990637034823,-2.682990637034823,2.550003051757798,3.541999816894527,110.2699966430664,102.2398033142089,103.0080032348632,103.7762031555175,1.0,0.9778344055270218,0.9773328090093935,0.6972748313182352,0.0,0.0,1.0,0.002356383,0.002356383,0.9894100427627563,0.9894100427627563,-2.274801648635147,1,-2.274801648635147,-1,-2.274801648635147,1,-2.274801648635147,-1
2022-12-29,108.3499984741211,110.6600036621094,108.1100006103516,109.8399963378906,109.8399963378906,6668600.0,2.682990637034823,2.356783602675796,2.215777082828685,2.076380549755814,2.992943980038096,109.5579986572266,111.8259986877441,118.7843327840169,117.02799949646,123.2929000091553,109.9544016410904,112.0679848677662,116.2133804479545,118.9508843811472,122.7840611228422,112.8097137242216,115.7652825729932,-2.955568848771691,-1.829190892563375,-0.0910470746994173,-0.0910470746994173,0.0910470746994173,-0.0910470746994173,0.0910470746994173,-0.0910470746994173,-0.0910470746994173,-0.0910470746994173,-0.0910470746994173,2.83999633789071,3.557999801635743,110.6600036621094,102.4775970458984,103.1859970092774,103.8943969726563,1.0,0.9797184907165415,0.9811401692537819,1.067134385885701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.682990637034823,1,-2.682990637034823,-1,2.682990637034823,1,-2.682990637034823,-1
2022-12-30,107.9700012207031,110.0599975585938,107.2200012207031,109.9400024414062,109.9400024414062,5642300.0,0.0910470746994173,1.8628045095288,1.930263348195498,2.072852612093945,2.979228581609648,109.4099990844727,111.1559989929199,118.4246660868327,116.7788328806559,122.967200088501,109.9496019078624,111.6810789720644,115.808646383016,118.6554456290245,122.5297233271702,112.3682196807115,115.3337803410238,-2.965560660312349,-2.05646484611317,2.492273451262027,2.492273451262027,-2.492273451262027,2.492273451262027,-2.492273451262027,2.492273451262027,2.492273451262027,2.492273451262027,2.492273451262027,4.610000610351506,3.653499984741208,110.0599975585938,102.8324040985108,103.5440040588379,104.2556040191651,0.0,0.9842923465735897,0.9844962362457557,0.9312110938006312,1.0,0.0,1.0,0.9929919242858888,0.5595299154520035,0.8455005884170532,0.4249206857085266,0.0910470746994173,-1,-0.0910470746994173,-1,0.0910470746994173,1,-0.0910470746994173,-1
2023-01-03,111.3499984741211,111.7399978637695,107.129997253418,107.1999969482422,107.1999969482422,8110400.0,-2.492273451262027,2.124027304565085,1.990043208745487,2.11150541807661,2.993518368438071,108.681999206543,110.4229988098145,117.9026659647624,116.477499516805,122.5693000030518,109.0330669213223,110.8663367859149,115.2532496452886,118.2798571476874,122.2261643889736,111.5731084911008,114.7312778674845,-3.158169376383626,-2.276805752167261,-4.039180927537986,-4.039180927537986,4.039180927537986,-4.039180927537986,4.039180927537986,-4.039180927537986,-4.039180927537986,-4.039180927537986,-4.039180927537986,3.420005798339787,3.672500228881832,111.7399978637695,102.0222975921631,102.7529975891114,103.4836975860596,1.0,0.9842333606038893,0.983464143240047,0.942476013420906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.492273451262027,1,2.492273451262027,-1,-2.492273451262027,1,2.492273451262027,1
2023-01-04,109.8000030517578,112.2300033569336,108.8099975585938,111.5299987792969,111.5299987792969,7614200.0,4.039180927537986,2.918497889041893,2.431550630393517,2.349254403610485,3.011720584598497,109.0959991455078,110.314998626709,117.4919993082682,116.3211661020915,122.2062999725342,109.8653775406472,110.9870026028934,115.0130399119988,118.0585503159369,122.0143591293761,111.5664762277464,114.4941460831743,-2.927669855427894,-2.406978572819388,1.909797612060393,1.909797612060393,-1.909797612060393,1.909797612060393,-1.909797612060393,1.909797612060393,1.909797612060393,1.909797612060393,1.909797612060393,1.790000915527301,3.540500259399407,112.2300033569336,103.6604973602295,104.3949974060058,105.1294974517822,0.0,0.9889498300650293,0.9898940863710022,1.0350307853660097,1.0,0.0,0.0,0.941742181777954,0.941742181777954,0.0300778187811374,0.0300778187811374,4.039180927537986,-1,-4.039180927537986,-1,4.039180927537986,-1,4.039180927537986,-1
2023-01-05,109.9300003051758,110.9199981689453,109.129997253418,109.4000015258789,109.4000015258789,7546000.0,-1.909797612060393,2.838033572824231,2.499743850330925,2.307992961747916,2.945790475443126,109.581999206543,110.0449989318848,117.1319994608561,116.2344994862874,121.7874000549316,109.7102522023911,110.6984569525272,114.6509084032169,117.7746634703612,121.7645698699009,111.2331724274591,114.1168020418931,-2.883629614434042,-2.502308781142319,-5.429611269801094,-5.429611269801094,5.429611269801094,-5.429611269801094,5.429611269801094,-5.429611269801094,-5.429611269801094,-5.429611269801094,-5.429611269801094,5.930000305175795,3.709000396728512,110.9199981689453,104.4409027862549,105.1490028381348,105.8571028900147,1.0,0.9957926327426438,0.9910730033882958,1.0830812276124924,0.0,3.0,5.0,0.0443461239337921,0.012721068616724,0.9958232641220092,0.6426800280415401,1.909797612060393,-1,1.909797612060393,1,1.909797612060393,1,1.909797612060393,1
2023-01-06,110.9599990844727,115.9800033569336,110.0500030517578,115.3399963378906,115.3399963378906,10259300.0,5.429611269801094,3.547611519469038,3.002568827552019,2.640337296527092,2.982271672778791,110.681999206543,110.1199989318848,116.8549992879232,116.3229994455973,121.4194999694824,111.5868335808909,111.5423732044114,114.6953656893249,117.6948383184769,121.6373505920393,111.8649914906024,114.2074090267818,-2.34241753617944,-2.470330532149743,-0.6329077082683927,0.6329077082683927,-0.6329077082683927,0.6329077082683927,-0.6329077082683927,-0.6329077082683927,0.6329077082683927,0.6329077082683927,-0.6329077082683927,5.309997558593793,3.766000366210937,115.9800033569336,102.7601972961426,103.5019973754883,104.243797454834,0.0,1.0051035259726604,1.00039859629307,1.1371913851693798,1.0,1.0,1.0,0.9704192876815796,0.3297332835238795,0.5209546685218811,0.1855003257505613,-5.429611269801094,1,5.429611269801094,-1,5.429611269801094,-1,5.429611269801094,1
2023-01-09,116.7300033569336,118.8499984741211,113.5400009155273,114.6100006103516,114.6100006103516,10291800.0,-0.6329077082683927,3.609821562409672,2.759601175056284,2.539979371886289,2.978416741141803,111.615998840332,110.5129989624023,116.5036659240723,116.4224994659424,121.065299987793,112.5945559240445,112.1001236418551,114.689858264875,117.5936960985383,121.4981951468574,112.2873005859484,114.2372306255648,-1.949930039616362,-2.366250433643067,2.006808340903247,-2.006808340903247,2.006808340903247,-2.006808340903247,2.006808340903247,2.006808340903247,-2.006808340903247,-2.006808340903247,2.006808340903247,3.25,3.801000213623046,118.8499984741211,107.6948025512695,108.4480026245117,109.2012026977539,1.0,1.00998072523853,1.0044106310156182,1.086465979055135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6329077082683927,1,0.6329077082683927,-1,0.6329077082683927,1,-0.6329077082683927,-1
2023-01-10,114.0199966430664,116.9700012207031,113.7200012207031,116.9100036621094,116.9100036621094,6384800.0,2.006808340903247,3.078616430924333,2.804178050161578,2.545249075354441,2.94803709641279,113.5580001831055,111.1199996948242,116.2856661478678,116.489999516805,120.7491000366211,114.0330385033995,112.9746472819013,114.8330934517934,117.5712799530817,121.4073398699317,112.9984856745886,114.435213813457,-1.436728138868389,-2.180345974688132,1.265927363937513,-1.265927363937513,-1.265927363937513,-1.265927363937513,1.265927363937513,1.265927363937513,-1.265927363937513,-1.265927363937513,1.265927363937513,3.330001831054702,3.708000183105471,116.9700012207031,110.4877980041504,111.247998046875,112.0081980895996,1.0,1.0219402492348537,1.0093683958920203,1.101730308956533,0.0,1.0,2.0,0.0125862751156091,0.0071669863718696,0.9669708013534546,0.6370340437844849,2.006808340903247,-1,-2.006808340903247,-1,2.006808340903247,-1,-2.006808340903247,-1
2023-01-11,117.4400024414062,118.5,115.1699981689453,118.3899993896484,118.3899993896484,7374400.0,1.265927363937513,2.809367917047493,2.735218836682215,2.526879701946657,2.930536618122079,114.9300003051758,112.0129997253418,116.2473327636719,116.6306662241618,120.4191999816895,115.4853587988158,113.9592567560371,115.0625712542356,117.598123213297,121.3475905534904,113.8279493230593,114.7281608931748,-0.9002115701155162,-1.924319093773609,2.702928427012052,-2.702928427012052,-2.702928427012052,-2.702928427012052,2.702928427012052,2.702928427012052,-2.702928427012052,-2.702928427012052,2.702928427012052,4.729995727539091,3.638000106811526,118.5,108.8124008178711,109.5540008544922,110.2956008911133,1.0,1.0260416254094304,1.013391646156887,1.0824491702454446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.265927363937513,1,-1.265927363937513,-1,-1.265927363937513,1,-1.265927363937513,-1
2023-01-12,119.2399978637695,122.379997253418,117.6500015258789,121.5899963378906,121.5899963378906,9527600.0,2.702928427012052,2.214054169022964,2.556405503406055,2.566944646539242,2.943970776580164,117.3679992675781,113.4749992370605,116.3543327331543,116.7973328908285,120.1590998840332,117.5202379785074,115.3466639527378,115.4836954531811,117.7290042993492,121.352390668033,115.0221104022641,115.2364450001908,-0.214334597926694,-1.582322194604226,-1.110287453557887,1.110287453557887,1.110287453557887,1.110287453557887,-1.110287453557887,-1.110287453557887,1.110287453557887,1.110287453557887,-1.110287453557887,1.699996948242202,3.398999786376956,122.379997253418,110.4963997650146,111.223999786377,111.9515998077393,0.0,1.0343071166044666,1.0188438395293355,0.995894285002446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.702928427012052,1,-2.702928427012052,-1,2.702928427012052,1,-2.702928427012052,-1
