Date_QCOM_L01d,Open_QCOM_L01d,High_QCOM_L01d,Low_QCOM_L01d,Close_QCOM_L01d,Adj Close_QCOM_L01d,Volume_QCOM_L01d,Daily_Return_QCOM_L01d,Vol5_QCOM_L01d,Vol10_QCOM_L01d,Vol20_QCOM_L01d,Vol60_QCOM_L01d,SMA5_QCOM_L01d,SMA10_QCOM_L01d,SMA30_QCOM_L01d,SMA60_QCOM_L01d,SMA100_QCOM_L01d,EMA5_QCOM_L01d,EMA10_QCOM_L01d,EMA30_QCOM_L01d,EMA60_QCOM_L01d,EMA100_QCOM_L01d,Short12_QCOM_L01d,Long26_QCOM_L01d,MACD_QCOM_L01d,SIGNAL9_QCOM_L01d,Ret5/10_QCOM_L01d,Ret10/30_QCOM_L01d,Ret30/60_QCOM_L01d,Ret30/100_QCOM_L01d,Emaret5/10_QCOM_L01d,Emaret10/30_QCOM_L01d,Emaret30/60_QCOM_L01d,Emaret30/100_QCOM_L01d,RetMACD_QCOM_L01d,DayRange_QCOM_L01d,average20r_QCOM_L01d,PRVHI_QCOM_L01d,HitLevel_QCOM_L01d,hitlevel_2_QCOM_L01d,hitlevel_1.8_QCOM_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,123.7099990844727,125.8199996948242,123.120002746582,125.6600036621094,125.6600036621094,6122200.0,-0.9068637478311103,3.806089646478559,2.962443640996855,3.336582762693839,3.055085915682344,123.3759994506836,123.3179992675781,118.6709996541341,119.161499786377,129.1992999267578,124.6047707931208,123.3134446075592,120.5699292772724,122.094265517601,125.9624959765166,122.8479427719373,120.7529142356521,2.095028536285199,1.530574292025828,-1.878084148952816,-1.878084148952816,1.878084148952816,1.878084148952816,-1.878084148952816,-1.878084148952816,-1.878084148952816,1.878084148952816,-1.878084148952816,3.040000915527301,3.82450065612792,125.8199996948242,119.7717958068848,120.5379959106446,121.3041960144043,0.0,1.0004703302311906,1.01047190101348,0.887867573410672,0.0,1.0,0.0,0.007775826,0.007775826,0.1268056631088256,0.1268056631088256,,-1,,1,,-1,,-1
2022-12-05,124.5800018310547,125.4700012207031,122.4300003051758,123.3000030517578,123.3000030517578,6091600.0,-1.878084148952816,3.537179257374834,3.028767179134417,3.371092684515812,3.046966677725301,124.1279998779297,123.2629997253418,118.9229998270671,119.0156664530436,129.0133000183106,124.1698482126665,123.3110006883226,120.7460630691746,122.1337978957701,125.9097733443432,122.9174905072943,120.9415874812896,1.97590302600473,1.619640038821608,-2.854829022983315,-2.854829022983315,2.854829022983315,2.854829022983315,-2.854829022983315,-2.854829022983315,-2.854829022983315,2.854829022983315,-2.854829022983315,4.430000305175795,3.845000839233389,125.4700012207031,117.4060982513428,118.1709983825684,118.9358985137939,0.0,1.0070175166474555,1.0069648897466552,0.8984526569222575,0.0,0.0,2.0,0.1980098634958267,0.1199373862479133,0.8211057186126709,0.6791185736656189,1.878084148952816,-1,-1.878084148952816,1,1.878084148952816,1,1.878084148952816,1
2022-12-06,122.8199996948242,123.0,118.5699996948242,119.7799987792969,119.7799987792969,5968000.0,-2.854829022983315,3.842808611409045,3.018928135642931,3.414364916076336,3.066175732465232,124.4080001831055,123.2209999084473,119.036333211263,118.7953330993652,128.7674000549316,122.70656506821,122.669000341227,120.6837363407954,122.0566241542464,125.7883916697878,122.4347994722178,120.8555438737346,1.579255598483215,1.61156315075393,-1.310736108552681,-1.310736108552681,-1.310736108552681,1.310736108552681,-1.310736108552681,-1.310736108552681,-1.310736108552681,1.310736108552681,1.310736108552681,2.559997558593707,3.72450065612792,123.0,117.0109993743896,117.7799995422363,118.548999710083,0.0,1.009633100490502,1.0003062283615134,0.8841843827027643,0.0,2.0,0.0,0.003459253,0.0024462825,0.0296032950282096,0.0211728774011134,2.854829022983315,1,-2.854829022983315,-1,-2.854829022983315,1,-2.854829022983315,1
2022-12-07,118.5,120.3199996948242,117.7600021362305,118.2099990844727,118.2099990844727,5427100.0,-1.310736108552681,1.15220465982479,2.863565734740225,3.410594961226631,2.969989772501127,122.7520004272461,122.6769996643066,119.0043332417806,118.6833330790202,128.5326000213623,121.2077097402975,121.8582728399989,120.5241403887746,121.9305052994997,125.6383244898806,121.7848301817955,120.6595775930485,1.12525258874696,1.514301038352536,2.994671299335365,2.994671299335365,2.994671299335365,-2.994671299335365,2.994671299335365,-2.994671299335365,2.994671299335365,-2.994671299335365,-2.994671299335365,4.169998168945298,3.77100028991698,120.3199996948242,114.8060985565186,115.5509986877442,116.2958988189697,1.0,1.000611367763678,0.9946613136347698,0.8396088563123705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.310736108552681,1,1.310736108552681,-1,-1.310736108552681,1,-1.310736108552681,1
2022-12-08,118.9800033569336,122.3499984741211,118.1800003051758,121.75,121.75,7347600.0,2.994671299335365,2.239196242991984,3.026743194101645,3.420973363438959,2.983406025279607,121.7400009155273,122.3369995117187,119.1256665547689,118.5869997660319,128.2764000701904,121.3884731601984,121.83858686909,120.6032281056279,121.9245870929587,125.5613279653285,121.7794716922885,120.7403496231931,1.039122069095413,1.419265244501111,2.217656630999755,-2.217656630999755,-2.217656630999755,2.217656630999755,-2.217656630999755,2.217656630999755,-2.217656630999755,2.217656630999755,2.217656630999755,2.550003051757812,3.575000381469716,122.3499984741211,112.0237990570068,112.7779991149903,113.5321991729736,0.0,0.9951200487295406,0.9963056555360805,0.8847608187919327,0.0,0.0,1.0,0.00604043,0.00604043,0.9731528759002686,0.9731528759002686,2.994671299335365,1,-2.994671299335365,-1,2.994671299335365,1,2.994671299335365,1
2022-12-09,120.4100036621094,121.4000015258789,118.8499984741211,119.0500030517578,119.0500030517578,6036000.0,-2.217656630999755,2.330978714176389,3.074013355857568,2.781576089357007,2.985973820370322,120.418000793457,121.8970001220703,119.2706667582194,118.4881664276123,127.9498000335693,120.6089831240515,121.3315716295751,120.5030200376363,121.8303384358701,125.4323908383271,121.3595534398991,120.6151387660497,0.7444146738494339,1.284295130370776,-1.81436033376314,1.81436033376314,1.81436033376314,-1.81436033376314,1.81436033376314,-1.81436033376314,1.81436033376314,-1.81436033376314,-1.81436033376314,5.190002441406193,3.676000213623031,121.4000015258789,114.4849976348877,115.1999977111817,115.9149977874756,1.0,0.9878668111017318,0.9940445137583015,1.1051336570009709,0.0,1.0,1.0,0.011443899013102,0.006209631006551,0.7829620242118835,0.3920076596059417,-2.217656630999755,-1,2.217656630999755,-1,-2.217656630999755,1,-2.217656630999755,1
2022-12-12,116.0599975585938,121.25,116.0599975585938,121.2099990844727,121.2099990844727,9008400.0,1.81436033376314,2.576355154516813,2.963110735399296,2.808972623065496,2.995530460139435,120.0,122.0639999389648,119.3373334248861,118.4258331298828,127.6033000183105,120.8093217775253,121.3094675304655,120.5486315890451,121.8099994407423,125.348779120429,121.3365450775258,120.6592024933403,0.6773425841855527,1.162904621133731,-1.881031925186177,1.881031925186177,1.881031925186177,-1.881031925186177,1.881031925186177,-1.881031925186177,1.881031925186177,-1.881031925186177,-1.881031925186177,6.129997253417997,3.83500022888182,121.25,113.3128010559082,114.0480010986329,114.7832011413575,1.0,0.9830908380849648,0.9958771086616584,1.0548734833042217,0.0,0.0,3.0,0.060327802,0.0239066676666666,0.983355701,0.8625576496225281,-1.81436033376314,1,-1.81436033376314,-1,1.81436033376314,1,1.81436033376314,1
2022-12-13,126.9800033569336,127.9499969482422,121.8199996948242,123.4899978637695,123.4899978637695,9712700.0,1.881031925186177,2.260256529768362,2.977544658787896,2.835518027997724,3.000307063325808,120.7419998168945,122.575,119.5316665649414,118.373166402181,127.3012000274658,121.70288047294,121.7059275910662,120.7383971551563,121.8650813562514,125.3119715707922,121.6678455061787,120.868891039298,0.7989544668807014,1.090114590283125,1.441411296533057,-1.441411296533057,-1.441411296533057,1.441411296533057,-1.441411296533057,1.441411296533057,-1.441411296533057,1.441411296533057,1.441411296533057,6.480003356933608,3.923500061035141,127.9499969482422,112.81299949646,113.5799995422364,114.3469995880127,0.0,0.9850458887774384,0.9999749632726481,1.050088424544584,0.0,1.0,1.0,0.072484046,0.038377383,0.9259493947029114,0.4731084425002336,1.881031925186177,-1,-1.881031925186177,1,1.881031925186177,1,1.881031925186177,-1
2022-12-14,124.2300033569336,126.5800018310547,120.0999984741211,121.7099990844727,121.7099990844727,9444100.0,-1.441411296533057,2.288914659365251,1.99252052606374,2.677519392388797,2.99995115096858,121.4419998168945,122.0970001220703,119.6776664733887,118.3221664428711,126.9858000183105,121.7052533434509,121.7066678625947,120.8010811505961,121.8599966916029,125.2406453829442,121.6743306720701,120.9311953389406,0.7431353331295014,1.020718738852401,4.165639415793172,-4.165639415793172,-4.165639415793172,4.165639415793172,-4.165639415793172,4.165639415793172,-4.165639415793172,4.165639415793172,4.165639415793172,4.439994812011705,3.951499938964831,126.5800018310547,119.3182968139649,120.1029968261719,120.8876968383789,0.0,0.9946354103334156,0.9999883776364218,0.7441666087378276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.441411296533057,1,-1.441411296533057,-1,-1.441411296533057,1,1.441411296533057,-1
2022-12-15,120.25,120.5199966430664,116.0800018310547,116.6399993896484,116.6399993896484,10207800.0,-4.165639415793172,2.634774900835484,2.30523953133126,2.674967387205718,3.047836382986971,120.4199996948242,121.0800003051758,119.8156664530436,118.1891663869222,126.6525,120.0168353588501,120.7854554129681,120.532624262793,121.6888492390798,125.0703355612948,120.8998181670821,120.6133289723263,0.2864891947557879,0.8738728300330781,1.808985443580815,-1.808985443580815,-1.808985443580815,1.808985443580815,-1.808985443580815,1.808985443580815,-1.808985443580815,1.808985443580815,1.808985443580815,3.31000518798831,3.896500015258781,120.5199966430664,117.8867019653321,118.677001953125,119.467301940918,0.0,0.99454905344658,0.9936364850263628,0.8617822940037123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.165639415793172,1,4.165639415793172,1,-4.165639415793172,1,4.165639415793172,1
