Date_MCHP_L01d,Open_MCHP_L01d,High_MCHP_L01d,Low_MCHP_L01d,Close_MCHP_L01d,Adj Close_MCHP_L01d,Volume_MCHP_L01d,Daily_Return_MCHP_L01d,Vol5_MCHP_L01d,Vol10_MCHP_L01d,Vol20_MCHP_L01d,Vol60_MCHP_L01d,SMA5_MCHP_L01d,SMA10_MCHP_L01d,SMA30_MCHP_L01d,SMA60_MCHP_L01d,SMA100_MCHP_L01d,EMA5_MCHP_L01d,EMA10_MCHP_L01d,EMA30_MCHP_L01d,EMA60_MCHP_L01d,EMA100_MCHP_L01d,Short12_MCHP_L01d,Long26_MCHP_L01d,MACD_MCHP_L01d,SIGNAL9_MCHP_L01d,Ret5/10_MCHP_L01d,Ret10/30_MCHP_L01d,Ret30/60_MCHP_L01d,Ret30/100_MCHP_L01d,Emaret5/10_MCHP_L01d,Emaret10/30_MCHP_L01d,Emaret30/60_MCHP_L01d,Emaret30/100_MCHP_L01d,RetMACD_MCHP_L01d,DayRange_MCHP_L01d,average20r_MCHP_L01d,PRVHI_MCHP_L01d,HitLevel_MCHP_L01d,hitlevel_2_MCHP_L01d,hitlevel_1.8_MCHP_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,76.26000213623047,77.38999938964844,76.02999877929688,77.30999755859375,77.30999755859375,4036700.0,-1.28958393790343,3.524357856026992,2.923046400188329,3.812684514675581,3.211979912742516,76.67599945068359,75.72699966430665,69.65666681925455,66.29083334604898,66.89889995574951,77.02327120834909,75.83604369575392,71.33301875351393,68.59287895578939,67.67644539887235,75.31494078073902,72.01979807342518,3.295142707313843,3.148381843515543,-0.9442449238027644,-0.9442449238027644,-0.9442449238027644,0.9442449238027644,0.9442449238027644,-0.9442449238027644,-0.9442449238027644,-0.9442449238027644,-0.9442449238027644,1.19000244140625,2.47450065612793,77.38999938964844,74.1163026046753,74.64300270080567,75.16970279693604,0.0,1.0125318550924216,1.0156551878860955,0.7666635906897347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,1,,1
2022-12-05,76.7300033569336,77.11000061035156,75.91999816894531,76.58000183105469,76.58000183105469,3433600.0,-0.9442449238027644,3.412370934732116,2.958678191420564,3.568934321314877,3.20963473522698,77.1240005493164,75.96800003051757,70.14766693115234,66.45116672515869,67.0553999710083,76.87551474925095,75.97130881126314,71.67153379077462,68.85475183694562,67.85275344703437,75.50956555771066,72.35759094436071,3.15197461334995,3.149100397482425,-1.880389666982615,-1.880389666982615,-1.880389666982615,1.880389666982615,1.880389666982615,-1.880389666982615,-1.880389666982615,-1.880389666982615,-1.880389666982615,2.110000610351562,2.445000457763672,77.11000061035156,71.94609794616699,72.44099807739258,72.93589820861817,0.0,1.0152169402687243,1.0119019397208773,0.829008865125464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9442449238027644,1,0.9442449238027644,1,-0.9442449238027644,1,-0.9442449238027644,-1
2022-12-06,76.41999816894531,76.63999938964844,74.52999877929688,75.13999938964844,75.13999938964844,3428900.0,-1.880389666982615,3.59506271052012,2.88791543089908,3.601338289588533,3.221125731027765,77.30800018310546,76.25699996948242,70.57133356730144,66.57983341217042,67.18299995422363,76.29700962938345,75.82016164369682,71.89530576489553,69.06082552719818,67.99705534688812,75.45270922416262,72.56369527364129,2.889013950521331,3.097083108090206,0.1197816981850489,0.1197816981850489,0.1197816981850489,-0.1197816981850489,-0.1197816981850489,0.1197816981850489,0.1197816981850489,0.1197816981850489,-0.1197816981850489,1.400001525878906,2.376000595092774,76.63999938964844,71.73099960327148,72.21999969482422,72.70899978637695,1.0,1.0137823441001304,1.0062891976929236,0.80190062656653,0.0,2.0,1.0,0.023733472,0.0167048260678456,0.9797695875167848,0.5045302386392976,-1.880389666982615,-1,-1.880389666982615,1,-1.880389666982615,1,1.880389666982615,-1
2022-12-07,74.66999816894531,75.81999969482422,74.41999816894531,75.2300033569336,75.2300033569336,3014200.0,0.1197816981850489,0.7286905400170869,2.591886677701137,3.548285350821398,3.104364902743241,76.51600036621093,76.2620002746582,70.92966690063477,66.7810001373291,67.31779998779297,75.94134087190017,75.7128601370126,72.11044754502701,69.26309365276327,68.14028204015635,75.41844678305046,72.76119957610737,2.657247206943083,3.009115927860782,2.113513580940287,2.113513580940287,2.113513580940287,-2.113513580940287,-2.113513580940287,2.113513580940287,2.113513580940287,2.113513580940287,-2.113513580940287,1.889999389648438,2.381500625610351,75.81999969482422,71.41279808044433,71.88799819946288,72.36319831848144,1.0,1.0033306245658118,1.0030177269023268,0.7304617361456393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1197816981850489,1,0.1197816981850489,-1,0.1197816981850489,1,-0.1197816981850489,-1
2022-12-08,75.83000183105469,77.13999938964844,75.25,76.81999969482422,76.81999969482422,3677400.0,2.113513580940287,1.570366467310278,2.608551543920779,3.515478226269589,3.075958300348263,76.21600036621093,76.28199996948243,71.40466690063477,66.96650009155273,67.44080001831054,76.23422714620818,75.91415823843289,72.41428961920748,69.51086106397838,68.31215763727849,75.63407030793873,73.06185143675306,2.572218871185669,2.921736516525759,1.22364286011522,-1.22364286011522,-1.22364286011522,1.22364286011522,1.22364286011522,-1.22364286011522,-1.22364286011522,-1.22364286011522,1.22364286011522,2.040000915527344,2.277500534057617,77.13999938964844,70.58069831848144,71.05699844360352,71.53329856872558,0.0,0.9991347945347802,1.0042161951762676,0.7420189732447339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.113513580940287,1,-2.113513580940287,1,2.113513580940287,1,-2.113513580940287,1
2022-12-09,75.91000366210938,77.38999938964844,75.3499984741211,75.87999725341797,75.87999725341797,3210400.0,-1.22364286011522,1.561026976080166,2.6076597269337,2.549233039264603,3.071749813573141,75.93000030517578,76.3029998779297,71.89266675313314,67.15450007120768,67.54409996032715,76.11615051527812,75.90794715024836,72.63788366012429,69.71968520133706,68.46201584749907,75.67190522262784,73.27060297872823,2.401302243899607,2.817649662000529,-1.910918068162429,1.910918068162429,1.910918068162429,-1.910918068162429,-1.910918068162429,1.910918068162429,1.910918068162429,1.910918068162429,-1.910918068162429,2.029998779296875,2.217500686645508,77.38999938964844,72.12949821472168,72.5849983215332,73.04049842834473,1.0,0.9951116001552935,1.0027428401484453,1.0229193199559157,0.0,0.0,1.0,0.026856028,0.026856028,0.9679577946662904,0.9679577946662904,-1.22364286011522,1,-1.22364286011522,1,-1.22364286011522,-1,-1.22364286011522,-1
2022-12-12,75.52999877929688,77.4000015258789,75.37000274658203,77.33000183105469,77.33000183105469,4293000.0,1.910918068162429,1.799282294161793,2.581866361125702,2.519846730295284,3.073461758633685,76.08000030517579,76.6020004272461,72.37033348083496,67.34833348592123,67.65540000915527,76.52076762053699,76.1665025467586,72.94060096147464,69.96920377936058,68.63761953034175,75.92699700853966,73.57129919001169,2.355697818527972,2.725259293306018,-0.1034551004272185,0.1034551004272185,0.1034551004272185,-0.1034551004272185,-0.1034551004272185,0.1034551004272185,0.1034551004272185,0.1034551004272185,-0.1034551004272185,4.129997253417969,2.31450080871582,77.4000015258789,72.51149787902833,72.95499801635742,73.39849815368652,1.0,0.9931855549573266,1.004651192610044,1.024612461577435,0.0,0.0,2.0,0.004408204,0.004057692,0.9940305352211,0.9646193087100984,1.910918068162429,1,1.910918068162429,-1,-1.910918068162429,-1,-1.910918068162429,1
2022-12-13,80.04000091552734,80.5,76.37000274658203,77.41000366210938,77.41000366210938,5413200.0,0.1034551004272185,1.397493634269267,2.576543557120766,2.499301846677861,3.067295204300219,76.53400115966797,76.92100067138672,72.89266688028971,67.52366689046224,67.78230003356934,76.81717963439445,76.39259365864055,73.22894952280592,70.21316443125397,68.81133010720843,76.15515187831961,73.85564766942633,2.299504208893282,2.640108276423471,1.679373453374654,-1.679373453374654,-1.679373453374654,1.679373453374654,1.679373453374654,-1.679373453374654,-1.679373453374654,-1.679373453374654,1.679373453374654,2.860000610351562,2.331000518798828,80.5,72.3080997467041,72.77099990844727,73.23390007019043,0.0,0.9949688705510729,1.0055579468560938,1.0309053148364518,0.0,1.0,1.0,0.0124000236392021,0.007013133819601,0.9973753690719604,0.5811246782541275,0.1034551004272185,-1,-0.1034551004272185,-1,-0.1034551004272185,-1,0.1034551004272185,-1
2022-12-14,77.41999816894531,78.37000274658203,75.51000213623047,76.11000061035156,76.11000061035156,3707500.0,-1.679373453374654,1.742611976735393,1.424483335399105,2.457608889174008,3.05984826901298,76.71000061035156,76.61300048828124,73.35100021362305,67.70266685485839,67.89740005493164,76.58145329304682,76.34121310440618,73.41482378651855,70.40650332237193,68.95585823598354,76.14820552940145,74.02263677616153,2.125568753239918,2.537200371786761,-4.467220468549674,-4.467220468549674,-4.467220468549674,4.467220468549674,4.467220468549674,-4.467220468549674,-4.467220468549674,-4.467220468549674,4.467220468549674,2.470001220703125,2.318500900268555,78.37000274658203,75.37179885864258,75.83799896240234,76.30419906616211,0.0,1.0012661052491365,1.0031469265272492,0.5796216565109625,0.0,1.0,1.0,0.033230003,0.029473774150361,0.960642158985138,0.6204696446657181,1.679373453374654,-1,1.679373453374654,-1,1.679373453374654,1,1.679373453374654,-1
2022-12-15,74.72000122070312,75.0,72.52999877929688,72.70999908447266,72.70999908447266,6190000.0,-4.467220468549674,2.355786045649007,1.922690129057182,2.474141779770972,3.117141400535257,75.88800048828125,76.0520004272461,73.75333353678386,67.83566678365072,67.9896000289917,75.29096855685543,75.68099237350917,73.36935122509624,70.48202777358834,69.03019765872591,75.6192506917201,73.92540435455496,1.693846337165141,2.368529564862437,0.0550143254449387,-0.0550143254449387,-0.0550143254449387,0.0550143254449387,0.0550143254449387,0.0550143254449387,-0.0550143254449387,-0.0550143254449387,0.0550143254449387,1.449996948242188,2.276500701904297,75.0,73.2693007659912,73.73300094604492,74.19670112609863,0.0,0.997843581522596,0.9948464759192261,0.7771139652454205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.467220468549674,1,4.467220468549674,1,-4.467220468549674,1,4.467220468549674,-1
