Date_MCHP_L01d,Open_MCHP_L01d,High_MCHP_L01d,Low_MCHP_L01d,Close_MCHP_L01d,Adj Close_MCHP_L01d,Volume_MCHP_L01d,Daily_Return_MCHP_L01d,Vol5_MCHP_L01d,Vol10_MCHP_L01d,Vol20_MCHP_L01d,Vol60_MCHP_L01d,SMA5_MCHP_L01d,SMA10_MCHP_L01d,SMA30_MCHP_L01d,SMA60_MCHP_L01d,SMA100_MCHP_L01d,EMA5_MCHP_L01d,EMA10_MCHP_L01d,EMA30_MCHP_L01d,EMA60_MCHP_L01d,EMA100_MCHP_L01d,Short12_MCHP_L01d,Long26_MCHP_L01d,MACD_MCHP_L01d,SIGNAL9_MCHP_L01d,Ret5/10_MCHP_L01d,Ret10/30_MCHP_L01d,Ret30/60_MCHP_L01d,Ret30/100_MCHP_L01d,Emaret5/10_MCHP_L01d,Emaret10/30_MCHP_L01d,Emaret30/60_MCHP_L01d,Emaret30/100_MCHP_L01d,RetMACD_MCHP_L01d,DayRange_MCHP_L01d,average20r_MCHP_L01d,PRVHI_MCHP_L01d,HitLevel_MCHP_L01d,hitlevel_2_MCHP_L01d,hitlevel_1.8_MCHP_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-16,72.16000366210938,72.95999908447266,71.51000213623047,72.66999816894531,72.66999816894531,9412500.0,-0.0550143254449387,2.394530422993951,1.921951642710358,2.473505107986092,3.101017072947405,75.24600067138672,75.58800048828125,74.19366683959962,67.99166673024496,68.0496000289917,74.4173117608854,75.13353888177028,73.3242316730865,70.55376450786233,69.10227291635401,75.16551953437013,73.83241130376905,1.333108230601084,2.161445298010166,1.637532464560112,-1.637532464560112,-1.637532464560112,1.637532464560112,1.637532464560112,1.637532464560112,-1.637532464560112,-1.637532464560112,1.637532464560112,2.459999084472656,2.312500762939453,72.95999908447266,69.99169845581055,70.4469985961914,70.90229873657226,0.0,0.995475474748832,0.9904672782415862,0.7770154330811937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0550143254449387,1,-0.0550143254449387,1,-0.0550143254449387,1,0.0550143254449387,1
2022-12-19,72.94999694824219,72.94999694824219,70.48999786376953,71.4800033569336,71.4800033569336,5084800.0,-1.637532464560112,1.837350649768931,1.948066845187008,2.494469729326363,3.099415044773577,74.0760009765625,75.07800064086913,74.44766693115234,68.14666678110758,68.09070003509521,73.43820895956813,74.46925969543634,73.20524920107664,70.58413299471711,69.1493566874546,74.59851704553374,73.65815886326271,0.9403581822710264,1.917227874862339,0.363741080050255,-0.363741080050255,-0.363741080050255,-0.363741080050255,0.363741080050255,0.363741080050255,-0.363741080050255,-0.363741080050255,0.363741080050255,1.849998474121094,2.303000640869141,72.94999694824219,67.87249740600586,68.33499755859376,68.79749771118163,0.0,0.986653884550021,0.9861546799298799,0.7809542935255774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.637532464560112,1,-1.637532464560112,1,-1.637532464560112,1,-1.637532464560112,1
2022-12-20,70.62999725341797,72.12999725341797,70.27999877929688,71.22000122070312,71.22000122070312,2666600.0,-0.363741080050255,1.741819931400709,1.901813329312522,2.428997219206724,3.094867479259633,72.83800048828125,74.68600082397461,74.63733367919922,68.3093334833781,68.11430004119873,72.69880637994646,73.87848542730302,73.07716868621384,70.60498113327402,69.19035954949912,74.07874538017519,73.47755459344347,0.6011907867317206,1.654020457236215,-2.443130909781179,2.443130909781179,2.443130909781179,2.443130909781179,-2.443130909781179,-2.443130909781179,2.443130909781179,2.443130909781179,-2.443130909781179,1.459999084472656,2.244000625610352,72.12999725341797,67.88339553833008,68.3439956665039,68.80459579467774,1.0,0.975256402601488,0.9840321706578924,0.7829623328813966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.363741080050255,1,-0.363741080050255,-1,-0.363741080050255,1,-0.363741080050255,-1
2022-12-21,71.76000213623047,73.04000091552734,71.58000183105469,72.95999908447266,72.95999908447266,3209500.0,2.443130909781179,2.520510766017229,2.117998257869544,2.309602614452873,3.102011425007825,72.20800018310547,74.45900039672851,74.81066691080729,68.48350016276042,68.15229999542237,72.78587061478854,73.71148791042476,73.06960935706924,70.682194836592,69.26500587692433,73.90663056545172,73.43921714833452,0.4674134171172,1.416699049212412,4.180366585301097,4.180366585301097,-4.180366585301097,-4.180366585301097,4.180366585301097,4.180366585301097,-4.180366585301097,-4.180366585301097,4.180366585301097,2.920005798339844,2.2635009765625,73.04000091552734,67.1931958770752,67.64199600219726,68.09079612731934,0.0,0.9697685947752537,0.9874426996133757,0.9170401196360273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.443130909781179,1,-2.443130909781179,-1,2.443130909781179,1,-2.443130909781179,-1
2022-12-22,71.37000274658203,71.37000274658203,68.44999694824219,69.91000366210938,69.91000366210938,7644500.0,-4.180366585301097,2.417800445315538,2.256497733552277,2.42550485684018,3.144733390795277,71.64800109863282,73.76800079345703,74.92433369954428,68.58366686503092,68.15870006561279,71.82724829722882,73.0203089561856,72.86576382836216,70.65687709316634,69.27777811029434,73.29176488801444,73.17779392713267,0.1139709608817725,1.156153431546284,-0.028603407264938,-0.028603407264938,0.028603407264938,0.028603407264938,-0.028603407264938,-0.028603407264938,0.028603407264938,0.028603407264938,-0.028603407264938,1.299995422363281,2.273500442504883,71.37000274658203,68.06029876708985,68.51299896240235,68.96569915771484,1.0,0.9712612559372458,0.9836612488222605,0.9303208473026616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.180366585301097,1,4.180366585301097,-1,-4.180366585301097,1,4.180366585301097,-1
2022-12-23,69.38999938964844,69.98999786376953,68.69000244140625,69.93000030517578,69.93000030517578,2501200.0,0.028603407264938,2.424165397743899,2.272155110409976,2.419778940333269,3.1169125544306,71.10000152587891,73.17300109863281,74.79133377075195,68.71600017547607,68.12580005645752,71.19483229987782,72.458434656002,72.67635973009207,70.63304506733058,69.29069340128208,72.7745703368085,72.93721662180253,-0.1626462849940395,0.8923934882382193,1.287003463393799,1.287003463393799,-1.287003463393799,-1.287003463393799,1.287003463393799,1.287003463393799,1.287003463393799,-1.287003463393799,1.287003463393799,1.349998474121094,2.204000091552734,69.98999786376953,66.3683017730713,66.82300186157227,67.27770195007324,0.0,0.9716698844979773,0.9825610039449078,0.9389928445682888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028603407264938,1,-0.028603407264938,-1,0.028603407264938,1,-0.028603407264938,-1
2022-12-27,69.44000244140625,69.66999816894531,68.31999969482422,69.02999877929688,69.02999877929688,3642200.0,-1.287003463393799,2.396704746117305,2.065467718680298,2.40779374452883,3.114538642449772,70.61000061035156,72.34300079345704,74.56466700236003,68.84933350880941,68.08850002288818,70.47322112635084,71.83508267841924,72.4411106364924,70.58048617264096,69.2855311315398,72.19848240488363,72.64779307791324,-0.4493106730296006,0.6240526559846553,1.680423081599045,1.680423081599045,-1.680423081599045,-1.680423081599045,1.680423081599045,1.680423081599045,1.680423081599045,-1.680423081599045,1.680423081599045,1.919998168945312,2.219499969482422,69.66999816894531,65.14119766235352,65.58199768066406,66.02279769897461,0.0,0.9760446737887847,0.9810418321899206,0.8578258513103993,0.0,0.0,1.0,0.1407976895570755,0.1407976895570755,0.7241349220275879,0.7241349220275879,-1.287003463393799,1,1.287003463393799,-1,-1.287003463393799,-1,1.287003463393799,-1
2022-12-28,68.55000305175781,69.61000061035156,67.69000244140625,67.87000274658203,67.87000274658203,2674300.0,-1.680423081599045,2.426533846235472,2.025719645890907,2.425668104381373,3.078074924549045,69.94000091552735,71.3890007019043,74.3306671142578,68.91950022379557,68.05260005950927,69.6054816664279,71.11415905444883,72.14620045004656,70.49161786358984,69.25750086649113,71.53256245745261,72.29388268299982,-0.7613202255472089,0.3469780796782825,-3.801376303598405,-3.801376303598405,3.801376303598405,3.801376303598405,-3.801376303598405,-3.801376303598405,-3.801376303598405,3.801376303598405,-3.801376303598405,2.049995422363281,2.039999771118164,69.61000061035156,64.78709823608398,65.23099822998047,65.67489822387695,1.0,0.979702758518396,0.9787851335362652,0.8351182266988393,1.0,1.0,0.0,0.9888417720794678,0.5010214020397339,0.0114797875285148,0.0102602317642573,-1.680423081599045,-1,1.680423081599045,1,1.680423081599045,-1,1.680423081599045,1
2022-12-29,68.79000091552734,70.7699966430664,68.72000122070312,70.44999694824219,70.44999694824219,3825200.0,3.801376303598405,2.924267738028458,2.574995484094714,2.033416036149335,3.055768860136591,69.43800048828125,70.82300033569337,74.11433359781901,68.98200022379557,68.0481000137329,69.886986760366,70.99340230786581,72.03676796605919,70.49025324341451,69.28111465028817,71.3660139175741,72.15729855449925,-0.7912846369251554,0.1193255363575949,0.2838849636702186,0.2838849636702186,-0.2838849636702186,-0.2838849636702186,0.2838849636702186,0.2838849636702186,0.2838849636702186,-0.2838849636702186,0.2838849636702186,1.520004272460938,1.987999725341797,70.7699966430664,65.1220011138916,65.53000106811524,65.93800102233887,0.0,0.9804442082254724,0.9844152342114583,1.2663397151971734,2.0,1.0,0.0,0.995753049850464,0.6670891884714365,0.1631387025117874,0.0571632218372624,-3.801376303598405,1,3.801376303598405,1,-3.801376303598405,1,3.801376303598405,1
2022-12-30,69.33000183105469,70.33000183105469,68.80999755859375,70.25,70.25,2438200.0,-0.2838849636702186,2.17629839977056,2.217098728337937,2.030286129557237,3.053939654283142,69.50599975585938,70.57700042724609,74.00133361816407,69.02966690063477,68.07060001373291,70.00799117357734,70.8582382518902,71.92149261341021,70.48237608789272,69.30030049879731,71.19431946871654,72.01601718009191,-0.8216977113753643,-0.0688791131889969,1.637012848226201,1.637012848226201,-1.637012848226201,-1.637012848226201,1.637012848226201,1.637012848226201,1.637012848226201,-1.637012848226201,1.637012848226201,3.169998168945312,2.078499603271484,70.33000183105469,66.39639724731445,66.79399719238282,67.19159713745117,0.0,0.9848250752383455,0.9880007307648496,1.0920129414573894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2838849636702186,1,-0.2838849636702186,-1,-0.2838849636702186,1,-0.2838849636702186,-1
2023-01-03,71.29000091552734,71.58000183105469,68.41000366210938,69.0999984741211,69.0999984741211,3536800.0,-1.637012848226201,2.315964808306847,2.252136620500375,2.038663162509164,3.061634104987359,69.33999938964844,70.22000045776367,73.84500020345052,69.06266682942709,68.05469997406006,69.70532694042527,70.53855829229582,71.73946073345608,70.43705223170348,69.29633412207104,70.87211623877877,71.80001579446444,-0.92789955568567,-0.2406832016883315,-2.44573441204804,-2.44573441204804,2.44573441204804,2.44573441204804,-2.44573441204804,-2.44573441204804,-2.44573441204804,2.44573441204804,-2.44573441204804,2.029998779296875,2.120499420166015,71.58000183105469,65.75730270385742,66.17300262451172,66.58870254516602,1.0,0.9874679427174806,0.9881875760996159,1.1047124713473855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.637012848226201,1,1.637012848226201,-1,-1.637012848226201,1,1.637012848226201,1
2023-01-04,70.61000061035156,71.61000061035156,69.58000183105469,70.79000091552734,70.79000091552734,5214600.0,2.44573441204804,2.480738868274049,2.385121439268818,2.141606448805524,3.004430087707393,69.69199981689454,70.15100021362305,73.73233362833659,69.1788335164388,68.0488999557495,70.06688493212596,70.58427513288336,71.67820526133166,70.4486243196977,69.3259116823375,70.8594831121247,71.72519987750614,-0.8657167653814355,-0.3656899144269524,2.387346262960082,2.387346262960082,-2.387346262960082,-2.387346262960082,2.387346262960082,2.387346262960082,2.387346262960082,-2.387346262960082,2.387346262960082,1.799995422363281,2.104999160766602,71.61000061035156,66.91490310668945,67.33900299072266,67.76310287475586,0.0,0.9934569657548606,0.9926698942535946,1.1137066946166108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44573441204804,1,-2.44573441204804,1,2.44573441204804,1,2.44573441204804,1
2023-01-05,69.86000061035156,70.77999877929688,68.9800033569336,69.0999984741211,69.0999984741211,4026000.0,-2.387346262960082,2.652360352723918,2.495953428758013,2.163308665775353,2.971701567029502,69.93799896240235,69.93899993896484,73.62733357747396,69.31000016530355,68.00279994964599,69.74458944612434,70.31440664947203,71.51186933957614,70.40440707885911,69.32143815346193,70.58879316781646,71.53074051429243,-0.9419473464759704,-0.480941400836756,-5.311140738041807,-5.311140738041807,5.311140738041807,5.311140738041807,-5.311140738041807,-5.311140738041807,-5.311140738041807,5.311140738041807,-5.311140738041807,3.520004272460938,2.210999298095703,70.77999877929688,66.97900245666504,67.40000228881836,67.82100212097168,1.0,0.9999856878628037,0.9918961528582851,1.1537666668863626,0.0,0.0,2.0,0.007515244,0.0054980459999999,0.9528793096542358,0.8294332325458527,-2.387346262960082,1,-2.387346262960082,1,-2.387346262960082,-1,-2.387346262960082,1
2023-01-06,70.68000030517578,73.26000213623047,69.73999786376953,72.7699966430664,72.7699966430664,4858400.0,5.311140738041807,3.172973582149535,2.963760556693482,2.511804196034272,3.016043103234947,70.4019989013672,69.91999969482421,73.54700012207032,69.53033345540365,67.98769992828369,70.7530585117717,70.76087755739827,71.59303884302713,70.48196739243969,69.38972644038478,70.92436293323954,71.62253726457199,-0.6981743313324529,-0.5243879869358954,1.415427313736926,-1.415427313736926,1.415427313736926,1.415427313736926,-1.415427313736926,-1.415427313736926,-1.415427313736926,1.415427313736926,-1.415427313736926,1.830001831054688,2.207999420166016,73.26000213623047,65.91580032348632,66.35800018310547,66.80020004272461,1.0,1.006893581359364,0.9998895004429498,1.1799329586966911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.311140738041807,1,5.311140738041807,1,-5.311140738041807,1,5.311140738041807,1
2023-01-09,74.0,75.38999938964844,73.55999755859375,73.80000305175781,73.80000305175781,3398400.0,1.415427313736926,3.133378221910172,2.588546627090243,2.483587895365011,2.98839895659463,71.11199951171875,70.30899963378906,73.45300013224283,69.79633350372315,67.98479999542236,71.76870669176708,71.3134458291,71.73542363068718,70.59075544684354,69.47705865051097,71.36676910531926,71.78383102658576,-0.4170619212664946,-0.5029227738020152,2.235763994924489,-2.235763994924489,2.235763994924489,2.235763994924489,-2.235763994924489,2.235763994924489,-2.235763994924489,2.235763994924489,2.235763994924489,2.169998168945312,2.214499282836914,75.38999938964844,68.40240341186524,68.84400329589843,69.28560317993164,1.0,1.0114210112803794,1.0063839414485467,1.0422609290056175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.415427313736926,1,1.415427313736926,-1,1.415427313736926,1,1.415427313736926,-1
2023-01-10,73.98999786376953,75.52999877929688,73.36000061035156,75.44999694824219,75.44999694824219,2744500.0,2.235763994924489,2.766615779438617,2.630756528300645,2.526522565309682,2.982207986178844,72.38199920654297,70.8609992980957,73.4456667582194,70.06316680908203,68.02239994049073,72.99580344392545,72.0655460325804,71.97507352214234,70.75007484033202,69.59533465640664,71.99495800423048,72.05539887263438,-0.0604408684039015,-0.4144263927223925,-0.0662629879197709,0.0662629879197709,-0.0662629879197709,-0.0662629879197709,0.0662629879197709,-0.0662629879197709,-0.0662629879197709,-0.0662629879197709,-0.0662629879197709,1.259994506835938,2.175999069213867,75.52999877929688,70.51810096740722,70.96100082397462,71.403900680542,0.0,1.0214645562934948,1.0129084904307044,1.041255900272629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.235763994924489,1,-2.235763994924489,-1,2.235763994924489,1,-2.235763994924489,1
2023-01-11,75.73999786376953,75.98999786376953,74.7300033569336,75.4000015258789,75.4000015258789,3997500.0,-0.0662629879197709,2.847868041931713,2.550596792543416,2.486252437989843,2.935969219890306,73.30399932861329,71.49799957275391,73.48100026448567,70.36466681162516,68.04949993133545,73.79720280457661,72.67181066772558,72.19603661915761,70.9025314529729,69.71027855481202,72.51881085371485,72.30314721731916,0.2156636363956892,-0.2884083868987762,-0.2122064441264743,0.2122064441264743,-0.2122064441264743,-0.2122064441264743,0.2122064441264743,-0.2122064441264743,-0.2122064441264743,-0.2122064441264743,-0.2122064441264743,1.930000305175781,2.065999221801758,75.98999786376953,70.74280082702637,71.17800064086914,71.61320045471192,0.0,1.0252594445530137,1.015485951519725,1.025880056896232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0662629879197709,-1,0.0662629879197709,1,-0.0662629879197709,-1,-0.0662629879197709,1
2023-01-12,75.66999816894531,75.91000366210938,73.9800033569336,75.23999786376953,75.23999786376953,3370500.0,-0.2122064441264743,2.24598638893972,2.423665228733934,2.485914671594289,2.921078678841199,74.53199920654296,72.23499908447266,73.51500015258789,70.63633346557617,68.09349994659424,74.27813449097425,73.13875379427901,72.39242121558418,71.04474346644163,69.81977794706862,72.93745500910788,72.52069170964882,0.4167632994590633,-0.1473740496272083,-0.425305294935832,0.425305294935832,-0.425305294935832,-0.425305294935832,0.425305294935832,-0.425305294935832,-0.425305294935832,-0.425305294935832,-0.425305294935832,1.159996032714844,1.980998992919922,75.91000366210938,71.44479957580566,71.85799942016601,72.27119926452637,0.0,1.0317989915025008,1.0155783444150557,0.9749591393575741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2122064441264743,1,-0.2122064441264743,1,0.2122064441264743,1,-0.2122064441264743,1
