Date_TER_L01d,Open_TER_L01d,High_TER_L01d,Low_TER_L01d,Close_TER_L01d,Adj Close_TER_L01d,Volume_TER_L01d,Daily_Return_TER_L01d,Vol5_TER_L01d,Vol10_TER_L01d,Vol20_TER_L01d,Vol60_TER_L01d,SMA5_TER_L01d,SMA10_TER_L01d,SMA30_TER_L01d,SMA60_TER_L01d,SMA100_TER_L01d,EMA5_TER_L01d,EMA10_TER_L01d,EMA30_TER_L01d,EMA60_TER_L01d,EMA100_TER_L01d,Short12_TER_L01d,Long26_TER_L01d,MACD_TER_L01d,SIGNAL9_TER_L01d,Ret5/10_TER_L01d,Ret10/30_TER_L01d,Ret30/60_TER_L01d,Ret30/100_TER_L01d,Emaret5/10_TER_L01d,Emaret10/30_TER_L01d,Emaret30/60_TER_L01d,Emaret30/100_TER_L01d,RetMACD_TER_L01d,DayRange_TER_L01d,average20r_TER_L01d,PRVHI_TER_L01d,HitLevel_TER_L01d,hitlevel_2_TER_L01d,hitlevel_1.8_TER_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,90.11000061035156,92.80999755859376,90.0,92.66999816894533,92.66999816894533,1177200.0,0.4117426044515686,2.84458918516827,2.213018349051371,3.53164935530434,3.010007806503849,91.56399993896484,92.13699951171876,87.65833307902018,83.1504997253418,88.12379989624023,92.2179715340576,91.89571945545474,88.56092015276003,87.2198226071104,89.31008004221795,91.6362091605758,89.13454103671994,2.501668123855865,2.891161518626525,-0.7769518020174138,0.7769518020174138,0.7769518020174138,-0.7769518020174138,-0.7769518020174138,0.7769518020174138,0.7769518020174138,0.7769518020174138,-0.7769518020174138,2.139999389648438,2.943000030517578,92.80999755859376,87.98360000610352,88.58600006103515,89.1884001159668,1.0,0.9937810046366765,1.0035067147905519,0.6266245955951264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,-1,,-1
2022-12-05,92.1500015258789,93.8000030517578,91.66000366210938,93.38999938964844,93.38999938964844,1617000.0,0.7769518020174138,2.442556894625801,2.222676000567074,3.330986120650444,2.985890576291514,92.1979995727539,92.18599929809572,88.19566650390625,83.22633310953776,88.13859985351563,92.6086474859212,92.16740671621722,88.87247365191413,87.42212348522641,89.39087052434529,91.9060230419716,89.4497601739739,2.456262867997694,2.804181788500759,-3.212335388806659,-3.212335388806659,-3.212335388806659,3.212335388806659,3.212335388806659,-3.212335388806659,-3.212335388806659,-3.212335388806659,3.212335388806659,3.930000305175781,3.007999801635742,93.8000030517578,86.33539749145508,86.92399749755859,87.5125975036621,0.0,1.0001301745899545,1.0047873840159414,0.6672726694319129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7769518020174138,1,-0.7769518020174138,-1,-0.7769518020174138,-1,-0.7769518020174138,-1
2022-12-06,93.36000061035156,93.43000030517578,89.5,90.38999938964844,90.38999938964844,1333600.0,-3.212335388806659,2.957593596508504,2.381763412058752,3.432302491693181,3.008438470638129,92.43799896240236,92.11499938964845,88.62666651407878,83.27649981180826,88.1049998474121,91.86909812049696,91.84424174775016,88.97037853821958,87.51943089192876,89.41065525435128,91.67278863392188,89.51940752328314,2.153381110638733,2.674021652928354,1.073128916089152,1.073128916089152,1.073128916089152,-1.073128916089152,-1.073128916089152,1.073128916089152,1.073128916089152,1.073128916089152,-1.073128916089152,2.430000305175781,3.005999755859375,93.43000030517578,87.18240348815918,87.78400344848633,88.38560340881348,1.0,1.0035064818421984,1.0002706361582805,0.6939258465193754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.212335388806659,1,3.212335388806659,-1,3.212335388806659,-1,3.212335388806659,-1
2022-12-07,89.4800033569336,91.47000122070312,89.04000091552734,91.36000061035156,91.36000061035156,1444600.0,1.073128916089152,1.790524375460179,2.309041329820823,3.432407736314516,2.940232975858226,92.01999969482422,91.95799942016602,89.01699981689453,83.41316642761231,88.08569984436035,91.6993989504485,91.7561979045868,89.12454770416359,87.64535121056558,89.44925615248991,91.62466739952644,89.65574775195486,1.968919647571568,2.533001251856997,3.75437859266733,3.75437859266733,3.75437859266733,-3.75437859266733,-3.75437859266733,-3.75437859266733,3.75437859266733,3.75437859266733,-3.75437859266733,3.439994812011719,3.093999481201172,91.47000122070312,86.81680084228516,87.41800079345703,88.0192007446289,1.0,1.0006742238309787,0.9993809796456762,0.6727176685308702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073128916089152,1,-1.073128916089152,-1,-1.073128916089152,-1,-1.073128916089152,1
2022-12-08,92.16999816894533,95.12999725341795,91.69000244140624,94.79000091552734,94.79000091552734,1619900.0,3.75437859266733,2.488318484096707,2.598534559534271,3.450231429926808,2.975561631903004,92.51999969482422,92.03399963378908,89.43499984741212,83.59899978637695,88.04129981994629,92.7295996054748,92.30779845203053,89.49006081457415,87.87960202056432,89.55501347453024,92.11164178660349,90.03606280110837,2.075578985495113,2.44151679858462,-2.510810455143805,-2.510810455143805,-2.510810455143805,2.510810455143805,2.510810455143805,-2.510810455143805,-2.510810455143805,-2.510810455143805,2.510810455143805,2.489997863769531,2.982999420166016,95.12999725341795,84.66320236206055,85.28200225830078,85.90080215454101,0.0,1.0052806578326376,1.0045695072411838,0.7531479010349735,0.0,0.0,1.0,0.032446053,0.032446053,0.6218996047973633,0.6218996047973633,3.75437859266733,1,-3.75437859266733,1,-3.75437859266733,1,3.75437859266733,-1
2022-12-09,93.18000030517578,94.83999633789062,92.3499984741211,92.41000366210938,92.41000366210938,2039300.0,-2.510810455143805,2.8491695668866,2.684338899804378,2.594130466572706,2.988059364524614,92.46800079345704,92.01600036621092,89.8533332824707,83.7666665395101,87.9474998474121,92.62306762435298,92.3263812174994,89.67844422409254,88.0281397793035,89.61154793369023,92.1575436136044,90.21191027229362,1.945633341310767,2.342340107129849,2.35904403137158,2.35904403137158,2.35904403137158,-2.35904403137158,-2.35904403137158,2.35904403137158,2.35904403137158,2.35904403137158,-2.35904403137158,3.430000305175781,2.942499542236328,94.83999633789062,88.56739852905274,89.16399841308593,89.76059829711915,1.0,1.0049121938081118,1.003213452135145,1.0347740541171981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.510810455143805,1,-2.510810455143805,1,-2.510810455143805,1,2.510810455143805,1
2022-12-12,91.87000274658205,94.8499984741211,91.41999816894533,94.58999633789062,94.58999633789062,1210200.0,2.35904403137158,3.041669343267499,2.610240807363347,2.546068289360314,2.999665510036924,92.70800018310548,92.45299987792968,90.22799987792968,83.97483317057292,87.86569984436035,93.27871052886552,92.73794760302508,89.99531855401501,88.24328261728995,89.71013107040707,92.53176710964844,90.53621294381932,1.995554165829105,2.2729829188697,2.029819085182407,2.029819085182407,2.029819085182407,-2.029819085182407,-2.029819085182407,2.029819085182407,2.029819085182407,2.029819085182407,-2.029819085182407,3.840003967285156,3.015999603271484,94.8499984741211,88.3664973449707,88.95499725341797,89.54349716186523,1.0,1.0027581615038181,1.005831085761734,1.025204554909702,0.0,1.0,0.0,0.0203734431415796,0.0203734431415796,0.1060444116592407,0.1060444116592407,2.35904403137158,-1,2.35904403137158,1,2.35904403137158,1,2.35904403137158,-1
2022-12-13,98.7699966430664,99.1500015258789,95.30999755859376,96.51000213623048,96.51000213623048,1553800.0,2.029819085182407,2.358149711673346,2.58050122673875,2.531905564451199,3.008082975652134,93.93200073242188,93.18499984741212,90.73333333333332,84.20849990844727,87.82619987487793,94.35580773132052,93.4237756999715,90.41562072060955,88.5143226015175,89.84478198260159,93.14380326758412,90.97871584696088,2.165087420623252,2.25140381922041,-2.445343029855351,-2.445343029855351,-2.445343029855351,2.445343029855351,2.445343029855351,-2.445343029855351,-2.445343029855351,-2.445343029855351,2.445343029855351,4.129997253417969,3.07349967956543,99.1500015258789,88.21479934692383,88.81799926757813,89.42119918823242,0.0,1.0080163211486073,1.0099763901037593,1.0191933154892703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.029819085182407,1,2.029819085182407,1,2.029819085182407,1,-2.029819085182407,1
2022-12-14,95.79000091552734,97.2699966430664,93.13999938964844,94.1500015258789,94.1500015258789,1462900.0,-2.445343029855351,2.91688953695224,2.351126129189207,2.526670184623318,3.014408755422711,94.49000091552736,93.25500030517578,91.13100001017251,84.43033332824707,87.76669990539551,94.28720566283998,93.55581675922738,90.65654851449791,88.69909895969329,89.93003385474569,93.29860299962948,91.2136258972511,2.084977102378375,2.218118475852004,-5.979824526359659,-5.979824526359659,-5.979824526359659,5.979824526359659,5.979824526359659,-5.979824526359659,-5.979824526359659,-5.979824526359659,5.979824526359659,4.209999084472656,3.102999496459961,97.2699966430664,92.38830223083497,93.00300216674805,93.61770210266111,0.0,1.0132432642358056,1.0078176742927154,0.9305235576441958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.445343029855351,1,-2.445343029855351,1,-2.445343029855351,1,-2.445343029855351,-1
2022-12-15,92.3000030517578,92.51000213623048,88.30000305175781,88.5199966430664,88.5199966430664,2566800.0,-5.979824526359659,3.505512965770476,3.030685391493995,2.604743157448863,3.121501358720805,93.23600006103516,92.87799987792968,91.4336664835612,84.55616658528646,87.67039985656739,92.3648026562488,92.64021310174356,90.51870645827653,88.69322675259076,89.90211232580154,92.56343279092748,91.01409780434854,1.549334986578941,2.084361777997391,0.564844124448082,0.564844124448082,0.564844124448082,-0.564844124448082,-0.564844124448082,-0.564844124448082,0.564844124448082,0.564844124448082,-0.564844124448082,2.319999694824219,3.001499176025391,92.51000213623048,90.44339775085449,91.06399765014648,91.68459754943848,1.0,1.0038545208076832,0.9970270961575587,1.1635256178049849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.979824526359659,1,-5.979824526359659,1,-5.979824526359659,1,5.979824526359659,-1
