Date_MSFT_L01d,Open_MSFT_L01d,High_MSFT_L01d,Low_MSFT_L01d,Close_MSFT_L01d,Adj Close_MSFT_L01d,Volume_MSFT_L01d,Daily_Return_MSFT_L01d,Vol5_MSFT_L01d,Vol10_MSFT_L01d,Vol20_MSFT_L01d,Vol60_MSFT_L01d,SMA5_MSFT_L01d,SMA10_MSFT_L01d,SMA30_MSFT_L01d,SMA60_MSFT_L01d,SMA100_MSFT_L01d,EMA5_MSFT_L01d,EMA10_MSFT_L01d,EMA30_MSFT_L01d,EMA60_MSFT_L01d,EMA100_MSFT_L01d,Short12_MSFT_L01d,Long26_MSFT_L01d,MACD_MSFT_L01d,SIGNAL9_MSFT_L01d,Ret5/10_MSFT_L01d,Ret10/30_MSFT_L01d,Ret30/60_MSFT_L01d,Ret30/100_MSFT_L01d,Emaret5/10_MSFT_L01d,Emaret10/30_MSFT_L01d,Emaret30/60_MSFT_L01d,Emaret30/100_MSFT_L01d,RetMACD_MSFT_L01d,DayRange_MSFT_L01d,average20r_MSFT_L01d,PRVHI_MSFT_L01d,HitLevel_MSFT_L01d,hitlevel_2_MSFT_L01d,hitlevel_1.8_MSFT_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,249.8200073242188,256.0599975585938,249.6900024414062,255.0200042724609,255.0200042724609,21528500.0,0.1295699979941835,3.227751157430736,2.194783935997497,2.608028232926977,2.652584123668455,249.3880004882812,247.0310012817383,238.6196665445964,239.7649998982747,252.7386994934082,251.3609138166158,247.8971161094684,242.259051023883,244.2172027418773,249.9236399765169,246.8177181116072,242.6284459388151,4.189272172792101,2.486454007949986,-1.890050679737685,-1.890050679737685,1.890050679737685,1.890050679737685,-1.890050679737685,-1.890050679737685,-1.890050679737685,1.890050679737685,-1.890050679737685,5.760009765625,5.714999389648457,256.0599975585938,243.2829971313476,244.4499969482421,245.6169967651367,0.0,1.0095413093672998,1.0139727228840283,0.8415491474700418,0.0,1.0,0.0,0.029887171,0.029887171,0.0246239714324474,0.0246239714324474,,-1,,1,,-1,,-1
2022-12-05,252.0099945068359,253.8200073242188,248.0599975585938,250.1999969482422,250.1999969482422,23435300.0,-1.890050679737685,3.134625549512759,2.321490792771373,2.613742771765856,2.646505187648027,251.0760009765625,247.9290008544922,238.8889999389648,239.5273333231608,252.6998994445801,250.973941527158,248.3158217165181,242.7713701157772,244.4133599289712,249.9291123917986,247.3380687018587,243.189301569143,4.148767132715705,2.81891663290313,-2.03037645604191,-2.03037645604191,2.03037645604191,2.03037645604191,-2.03037645604191,-2.03037645604191,-2.03037645604191,2.03037645604191,-2.03037645604191,8.080001831054688,5.762499237060567,253.8200073242188,243.4869989013672,244.6299987792969,245.7729986572266,0.0,1.012693150503669,1.0107045930149166,0.8881864037458298,1.0,6.0,7.0,0.969173550605774,0.0885679386463809,0.987348199,0.5180492365119906,1.890050679737685,1,-1.890050679737685,1,1.890050679737685,-1,1.890050679737685,1
2022-12-06,250.8200073242188,251.8600006103516,243.7799987792969,245.1199951171875,245.1199951171875,22463700.0,-2.03037645604191,3.344905304877961,2.444844760771561,2.62099401761269,2.655995244372449,252.0339996337891,248.2360000610352,238.8179997762044,239.1685000101725,252.5838993835449,249.0226260571679,247.7347623348217,242.9228943094165,244.4365282957979,249.8338823467568,246.9968266119093,243.3323159060352,3.664510705874079,2.98803544749732,-0.3059725909513984,-0.3059725909513984,0.3059725909513984,0.3059725909513984,-0.3059725909513984,-0.3059725909513984,-0.3059725909513984,0.3059725909513984,-0.3059725909513984,3.949996948242216,5.669499206542987,251.8600006103516,241.1425090026856,242.2950088500977,243.4475086975098,0.0,1.015299954768124,1.0051985587739423,0.9327929573064906,0.0,4.0,7.0,0.2718799114227295,0.0321431832519313,0.9911233186721802,0.5397669168036534,-2.03037645604191,1,-2.03037645604191,-1,2.03037645604191,1,-2.03037645604191,1
2022-12-07,244.8300018310547,246.1600036621094,242.2100067138672,244.3699951171875,244.3699951171875,20481500.0,-0.3059725909513984,1.022763835886469,2.417654675299755,2.62565694283798,2.560188513143024,249.8799987792969,248.1699996948242,238.608332824707,239.0414998372396,252.4850993347168,247.4717490771744,247.12298647707,243.0162556518534,244.4343468801057,249.7256865600326,246.5926986896444,243.4091810327872,3.183517656857191,3.027131889369294,1.239922592724147,1.239922592724147,-1.239922592724147,-1.239922592724147,1.239922592724147,1.239922592724147,1.239922592724147,-1.239922592724147,1.239922592724147,5.680007934570284,5.73849945068361,246.1600036621094,239.387102355957,240.5210021972656,241.6549020385742,1.0,1.0068904343255651,1.001411291620728,0.9207808666301232,0.0,1.0,0.0,0.003324973,0.003324973,0.0118290884420275,0.0118290884420275,-0.3059725909513984,1,0.3059725909513984,1,-0.3059725909513984,1,-0.3059725909513984,-1
2022-12-08,244.8399963378906,248.7400054931641,243.0599975585938,247.3999938964844,247.3999938964844,22611800.0,1.239922592724147,1.388358031561714,2.427994546333679,2.57659256738544,2.56531732042266,248.4219970703125,248.1519989013672,239.1443323771159,238.9611663818359,252.3637992858887,247.4478306836111,247.1733514624181,243.2990774740877,244.5315812085116,249.6796332399624,246.7168979522352,243.7047968004685,3.012101151766672,3.02412574184877,-0.8003216557747972,-0.8003216557747972,-0.8003216557747972,0.8003216557747972,-0.8003216557747972,-0.8003216557747972,-0.8003216557747972,0.8003216557747972,0.8003216557747972,4.149993896484403,5.529499053955097,248.7400054931641,233.5353048706055,234.6830047607422,235.8307046508789,0.0,1.001088035438524,1.001110472547178,0.9423276994070705,1.0,2.0,1.0,0.7821400165557861,0.2408225478211498,0.9054616689682008,0.277715503475316,1.239922592724147,1,1.239922592724147,-1,1.239922592724147,-1,-1.239922592724147,-1
2022-12-09,244.6999969482422,248.3099975585938,244.1600036621094,245.4199981689453,245.4199981689453,20609700.0,-0.8003216557747972,1.332131105168636,2.441895064615915,1.840472478345004,2.542837370396662,246.5019958496094,247.9449981689453,239.7666656494141,238.9618329366048,252.1952993774414,246.7718865120559,246.8545599545139,243.4359110673043,244.5607096334438,249.5952840306353,246.5173749086521,243.831848753689,2.6855261549631,2.956405824471636,-2.888923637351629,2.888923637351629,2.888923637351629,-2.888923637351629,2.888923637351629,-2.888923637351629,2.888923637351629,-2.888923637351629,-2.888923637351629,5.3699951171875,5.494998168945327,248.3099975585938,236.5751075744629,237.6810073852539,238.7869071960449,1.0,0.9941801515255707,0.9996650925043749,1.3267761910853046,2.0,7.0,4.0,0.9707874059677124,0.2195453647611458,0.9892436265945436,0.2993533589595692,-0.8003216557747972,-1,0.8003216557747972,-1,0.8003216557747972,-1,0.8003216557747972,-1
2022-12-12,247.4499969482422,252.5399932861328,247.1699981689453,252.5099945068359,252.5099945068359,30665100.0,2.888923637351629,1.90676217023545,2.461806198142598,1.913788615226902,2.569069095214737,246.9639953613281,249.0199981689453,240.3213322957357,239.0913327534994,252.0719993591309,248.6845891769826,247.8828207822088,244.0213358053386,244.8213419243747,249.653001069768,247.4393163852958,244.4746743650332,2.964642020262545,2.958053063629818,-1.746473017636963,1.746473017636963,1.746473017636963,-1.746473017636963,1.746473017636963,1.746473017636963,1.746473017636963,-1.746473017636963,1.746473017636963,10.85000610351557,5.802498626708994,252.5399932861328,236.2210015869141,237.3200012207031,238.4190008544922,1.0,0.9917436237140186,1.003234465350377,1.2863522013640583,2.0,4.0,19.0,0.7990292906761169,0.0864705966885616,0.9973921775817872,0.7127243113479743,-2.888923637351629,1,-2.888923637351629,1,-2.888923637351629,1,-2.888923637351629,-1
2022-12-13,261.6900024414062,263.9200134277344,253.0700073242188,256.9200134277344,256.9200134277344,42196900.0,1.746473017636963,1.509873331345993,2.461592298468753,1.860636487412237,2.577881034434627,249.3239990234375,250.6789993286133,241.1476659138997,239.2979995727539,252.0375996398926,251.4297305938999,249.5259467177589,244.8535085551706,245.2180196785832,249.7969023045792,248.8978851610555,245.3965513326407,3.501333828414829,3.06670921658682,-0.1167631080842714,0.1167631080842714,0.1167631080842714,-0.1167631080842714,0.1167631080842714,0.1167631080842714,0.1167631080842714,-0.1167631080842714,0.1167631080842714,8.279998779296818,5.86799850463868,263.9200134277344,239.774496307373,240.9349960327148,242.0954957580566,1.0,0.9945946796149464,1.0076296028576714,1.3229839977460196,0.0,5.0,8.0,0.31864795088768,0.0890556708357038,0.9899006485939026,0.4950619346728022,1.746473017636963,1,1.746473017636963,-1,1.746473017636963,1,-1.746473017636963,1
2022-12-14,257.1300048828125,262.5899963378906,254.3099975585938,257.2200012207031,257.2200012207031,35410900.0,0.1167631080842714,1.431496451496063,1.539821932570743,1.860924494539533,2.574788798762159,251.8940002441406,250.8869995117188,242.1159993489583,239.5441663106282,252.0214997863769,253.3598208028343,250.9248657182942,245.6513467916566,245.6115272701281,249.9438943623242,250.1782107086936,246.2723624354601,3.905848273233488,3.234537027916154,-3.191822826725968,-3.191822826725968,-3.191822826725968,3.191822826725968,3.191822826725968,-3.191822826725968,-3.191822826725968,-3.191822826725968,-3.191822826725968,6.860000610351591,6.041998291015635,262.5899963378906,251.0104167175293,252.184016418457,253.3576161193847,0.0,1.004013762109562,1.0097039210425394,0.8274499782710187,1.0,2.0,5.0,0.4799961745738983,0.1178800745608853,0.9554214477539062,0.657627081964165,0.1167631080842714,1,-0.1167631080842714,1,0.1167631080842714,1,0.1167631080842714,1
2022-12-15,253.7200012207031,254.1999969482422,247.3399963378906,249.0099945068359,249.0099945068359,35560400.0,-3.191822826725968,2.351723010462907,1.860130501506992,2.019512547127147,2.60265106569521,252.2160003662109,250.3189987182617,243.079665629069,239.7118329366048,251.9925997924805,251.9098787041682,250.5767073162108,245.868033741023,245.72295242543,249.9254012958789,249.9984851391771,246.4751499963028,3.523335142874288,3.292296650907781,-1.734866937363481,-1.734866937363481,-1.734866937363481,1.734866937363481,-1.734866937363481,-1.734866937363481,-1.734866937363481,-1.734866937363481,-1.734866937363481,6.330001831054688,6.077498626708994,254.1999969482422,249.2976000976562,250.5059997558594,251.7143994140625,0.0,1.0075783366730557,1.0053204122691062,0.9210789525190702,0.0,3.0,0.0,0.1560073941946029,0.0560558873982009,0.2640352547168731,0.137117030572291,-3.191822826725968,-1,-3.191822826725968,-1,-3.191822826725968,1,-3.191822826725968,-1
2022-12-16,248.5500030517578,249.8399963378906,243.5099945068359,244.6900024414062,244.6900024414062,86102000.0,-1.734866937363481,2.479974067934348,1.9149768555656,2.063811099814448,2.611439230252534,252.0700012207031,249.2859985351562,244.0943323771159,239.7736663818359,251.7520999145508,249.5032532832475,249.5063973389736,245.7920317216929,245.689085212839,249.8217300314339,249.1817954933662,246.3429168440882,2.838878649277973,3.20161305058182,-1.732807001045874,-1.732807001045874,-1.732807001045874,1.732807001045874,-1.732807001045874,1.732807001045874,-1.732807001045874,-1.732807001045874,1.732807001045874,6.5,6.166998291015635,249.8399963378906,240.8294999694824,242.0449996948242,243.260499420166,0.0,1.011167906348155,0.9999873988973443,0.9278837853608649,0.0,0.0,1.0,0.0142023805528879,0.0142023805528879,0.7085935473442078,0.7085935473442078,1.734866937363481,1,1.734866937363481,1,-1.734866937363481,1,1.734866937363481,1
2022-12-19,244.8600006103516,245.2100067138672,238.7100067138672,240.4499969482422,240.4499969482422,29696400.0,-1.732807001045874,1.914621029795738,1.901948181673192,2.102966613234663,2.616111705940839,249.6580017089844,248.3109985351562,244.729665629069,239.8158330281576,251.3924998474121,246.4855011715791,247.8597790861133,245.4473843169542,245.5173118271146,249.6361511584994,247.8384418710394,245.9064042592107,1.93203761182869,2.947697962831194,0.5614498318360217,0.5614498318360217,0.5614498318360217,-0.5614498318360217,0.5614498318360217,-0.5614498318360217,0.5614498318360217,-0.5614498318360217,-0.5614498318360217,4.490005493164091,6.217498779296884,245.2100067138672,236.2726000976562,237.5059997558593,238.7393994140625,1.0,1.0054246617418257,0.9944554218534314,0.9044119719750207,0.0,1.0,0.0,0.000954313,0.000954313,0.001400794,0.001400794,-1.732807001045874,1,-1.732807001045874,1,-1.732807001045874,1,-1.732807001045874,1
2022-12-20,239.3999938964844,242.9100036621094,238.4199981689453,241.8000030517578,241.8000030517578,25150800.0,0.5614498318360217,1.530835119139378,1.827250774636038,2.105373117301589,2.616723831585244,246.6339996337891,247.9789993286133,245.193999226888,239.8883331298828,251.0030999755859,244.923668464972,246.7580016253214,245.2120693966189,245.3954328508734,249.4809799088609,246.9094512834576,245.602226391992,1.307224891465609,2.619603348558077,-1.087671460227577,1.087671460227577,1.087671460227577,-1.087671460227577,1.087671460227577,-1.087671460227577,1.087671460227577,-1.087671460227577,-1.087671460227577,5.509994506835909,6.262998962402348,242.9100036621094,231.531509399414,232.7750091552734,234.0185089111328,1.0,0.994576154841879,0.9925662667541996,0.8678987869751019,1.0,7.0,3.0,0.8372698426246643,0.1277571638610398,0.8779674172401428,0.3227694390334105,0.5614498318360217,1,0.5614498318360217,-1,0.5614498318360217,1,0.5614498318360217,1
2022-12-21,241.6900024414062,245.6199951171875,240.1100006103516,244.4299926757812,244.4299926757812,23690600.0,1.087671460227577,1.78028080602963,1.864364223037754,2.101253596074147,2.619176889944502,244.0759979248047,247.9849990844727,245.7126658121745,240.021999613444,250.6672998046875,244.7591098685751,246.3347272708595,245.1616128339843,245.3637790746408,249.380960359691,246.5279961130458,245.5153942648653,1.012601848180594,2.29820304848258,2.55287420584752,-2.55287420584752,-2.55287420584752,2.55287420584752,-2.55287420584752,2.55287420584752,-2.55287420584752,2.55287420584752,2.55287420584752,8.120010375976591,6.468499755859378,245.6199951171875,229.1314059448242,230.3840057373047,231.6366055297852,0.0,0.9842369450809545,0.9936037544533788,0.8872628351575541,3.0,3.0,5.0,0.987418532,0.3039693861995501,0.9894344210624696,0.4857443677338139,1.087671460227577,1,-1.087671460227577,-1,1.087671460227577,1,1.087671460227577,1
2022-12-22,241.2599945068359,241.9900054931641,233.8699951171875,238.1900024414062,238.1900024414062,28651700.0,-2.55287420584752,1.597336116661045,1.970941821857256,2.161127073838985,2.629180853155737,241.9119995117188,247.0639999389649,246.1686660766601,239.9739995320638,250.3009997558594,242.5694073928521,244.8538682109589,244.7118315183341,245.1285732833872,249.1593572325962,245.2452278558705,244.9727726483127,0.2724552075577833,1.893053480297621,-0.226706948485688,0.226706948485688,0.226706948485688,-0.226706948485688,0.226706948485688,-0.226706948485688,0.226706948485688,-0.226706948485688,-0.226706948485688,4.929992675781307,6.616499328613289,241.9900054931641,231.3892956542969,232.6829956054687,233.9766955566406,1.0,0.9791471018500515,0.9906701052558476,0.9119971915191977,1.0,0.0,0.0,0.9741821885108948,0.9741821885108948,0.0224681459367275,0.0224681459367275,-2.55287420584752,-1,2.55287420584752,1,-2.55287420584752,-1,-2.55287420584752,-1
2022-12-23,236.1100006103516,238.8699951171875,233.9400024414062,238.7299957275391,238.7299957275391,21207000.0,0.226706948485688,1.573845585614237,1.97227201459155,2.162791293486594,2.621959105320034,240.7199981689453,246.3949996948242,246.0269994099935,239.9944994608561,249.8635997009277,241.2896035044145,243.7404368503371,244.3259066286054,244.9187838553266,248.9528352225951,244.2428844515118,244.5103447282554,-0.2674602767436056,1.460950728889376,0.7414187765880831,-0.7414187765880831,-0.7414187765880831,0.7414187765880831,-0.7414187765880831,0.7414187765880831,0.7414187765880831,0.7414187765880831,0.7414187765880831,3.099990844726506,6.478999328613284,238.8699951171875,227.4337069702148,228.7570068359375,230.0803067016602,0.0,0.9769678705618712,0.9899449045977239,0.9119104652081748,4.0,2.0,1.0,0.776973307,0.4066407422467598,0.960135281,0.3343333843972657,-0.226706948485688,-1,0.226706948485688,1,-0.226706948485688,-1,-0.226706948485688,-1
2022-12-27,238.6999969482422,238.9299926757812,235.8300018310547,236.9600067138672,236.9600067138672,16688600.0,-0.7414187765880831,1.433013540403407,1.633610741455801,2.108115086432144,2.611185090337482,240.0220001220703,244.8400009155274,245.6886662801107,240.0621663411458,249.3966998291015,239.8464045742321,242.5076313709789,243.8506872792675,244.6578403424919,248.715353469947,243.1224417226434,243.9510604308933,-0.8286187082499055,1.00303684146152,1.025492853528045,1.025492853528045,-1.025492853528045,1.025492853528045,-1.025492853528045,1.025492853528045,1.025492853528045,1.025492853528045,1.025492853528045,5.550003051757784,6.527500152587892,238.9299926757812,224.6161965942383,225.9119964599609,227.2077963256836,0.0,0.9803218396690033,0.9890262142197259,0.7749153506702461,1.0,3.0,2.0,0.9897432923316956,0.2161488075963983,0.9572528600692748,0.3604259678930028,0.7414187765880831,1,-0.7414187765880831,-1,0.7414187765880831,1,0.7414187765880831,1
2022-12-28,236.8899993896484,239.7200012207031,234.1699981689453,234.5299987792969,234.5299987792969,17457100.0,-1.025492853528045,1.373538731791626,1.406565686442028,2.115882879122837,2.578344335861523,238.5679992675781,242.6009994506836,245.4546661376953,239.9586662292481,248.9128997802734,238.0742693092537,241.0571527179458,243.2493525373339,244.3257799633707,248.4344553572609,241.8005274236671,243.2532040122566,-1.452676588589497,0.5118941554513163,-2.762970946687706,-2.762970946687706,2.762970946687706,-2.762970946687706,2.762970946687706,-2.762970946687706,-2.762970946687706,-2.762970946687706,-2.762970946687706,6.270004272460909,6.067500305175782,239.7200012207031,224.5694923400878,225.8749923706054,227.180492401123,1.0,0.9833759951845321,0.9876258249337978,0.6647653801259245,2.0,2.0,1.0,0.9821564555168152,0.375865342303363,0.9118277430534364,0.2169820712508332,-1.025492853528045,1,1.025492853528045,-1,-1.025492853528045,1,-1.025492853528045,-1
2022-12-29,235.6499938964844,241.9199981689453,235.6499938964844,241.0099945068359,241.0099945068359,19770700.0,2.762970946687706,1.965328927412499,1.809914272858862,1.677345266895446,2.56576202286605,237.8839996337891,240.9799987792969,245.4226659138997,239.8274993896484,248.5197996520996,239.0528443751144,241.048578497744,243.1048778256889,244.2170656861073,248.2874363305198,241.6789069749238,243.0870403451884,-1.408133370264551,0.1278886503081429,0.4937501388903396,0.4937501388903396,-0.4937501388903396,0.4937501388903396,-0.4937501388903396,0.4937501388903396,0.4937501388903396,0.4937501388903396,0.4937501388903396,3.300003051757784,5.972500610351562,241.9199981689453,226.3715005493164,227.5850006103515,228.7985006713867,0.0,0.9871524642659523,0.9917206144293929,1.0790350135895304,1.0,1.0,4.0,0.9949888586997986,0.1980320758428866,0.995797634124756,0.659859542445989,2.762970946687706,1,-2.762970946687706,1,2.762970946687706,1,-2.762970946687706,1
2022-12-30,238.2100067138672,239.9600067138672,236.6600036621094,239.8200073242188,239.8200073242188,21938500.0,-0.4937501388903396,1.534946105312696,1.571680654613186,1.67790316346678,2.566403640270768,238.2100006103516,240.0610000610351,245.3589996337891,239.6711662292481,248.0949998474121,239.3085653581492,240.8252019207394,242.8929506965618,244.0728998381765,248.1197644690089,241.3929224132769,242.8450378991906,-1.452115485913737,-0.1881121769362331,0.100077343772094,0.100077343772094,-0.100077343772094,0.100077343772094,-0.100077343772094,0.100077343772094,0.100077343772094,0.100077343772094,0.100077343772094,8.350006103515597,6.071501159667962,239.9600067138672,228.7804968261719,229.9749969482422,231.1694970703125,0.0,0.9922894620525081,0.9937023345127751,0.9366933019935885,1.0,3.0,2.0,0.5520188808441162,0.1354131083063697,0.9975726008415222,0.475770362963279,-0.4937501388903396,1,-0.4937501388903396,1,-0.4937501388903396,1,-0.4937501388903396,1
2023-01-03,243.0800018310547,245.75,237.3999938964844,239.5800018310547,239.5800018310547,25740000.0,-0.100077343772094,1.537594910233475,1.496497177994695,1.675686978220847,2.563486702277036,238.3800018310547,239.55,245.2889999389648,239.5509997049967,247.5991998291016,239.3990441824511,240.5988019044331,242.6792120600775,243.9255917067955,247.9506602583563,241.1140115544735,242.603183375625,-1.48917182115153,-0.4483241057792924,4.374319912948869,4.374319912948869,-4.374319912948869,4.374319912948869,-4.374319912948869,4.374319912948869,4.374319912948869,4.374319912948869,4.374319912948869,6.909988403320312,6.129000091552728,245.75,226.6027041625977,227.8170043945313,229.0313046264648,0.0,0.9951158498478593,0.9950134509711377,0.8930648727625693,1.0,5.0,2.0,0.584462047,0.0922388309196311,0.8052546977996826,0.308257037235178,-0.100077343772094,1,-0.100077343772094,1,-0.100077343772094,-1,-0.100077343772094,1
2023-01-04,232.2799987792969,232.8699951171875,225.9600067138672,229.1000061035156,229.1000061035156,50623400.0,-4.374319912948869,2.548856537338287,1.958718355245476,1.879551538244147,2.541209355362072,236.8080017089844,238.4150009155273,244.8850001017253,239.4653330485026,247.02,235.9660314894726,238.5081117588117,241.8031342564284,243.4395069329174,247.5773799780625,239.2657030235569,241.6029480221354,-2.337244998578541,-0.8261082843391421,2.963774929736938,2.963774929736938,-2.963774929736938,2.963774929736938,-2.963774929736938,2.963774929736938,2.963774929736938,2.963774929736938,2.963774929736938,5.790008544921903,6.014500427246088,232.8699951171875,232.266199798584,233.4919998168945,234.7177998352051,0.0,0.9932596556409121,0.9893417450224513,1.042120056508419,2.0,5.0,1.0,0.98131000995636,0.2376432947710611,0.943780481815338,0.2664633530943687,-4.374319912948869,1,-4.374319912948869,1,4.374319912948869,1,-4.374319912948869,1
