Date_ROP_L01d,Open_ROP_L01d,High_ROP_L01d,Low_ROP_L01d,Close_ROP_L01d,Adj Close_ROP_L01d,Volume_ROP_L01d,Daily_Return_ROP_L01d,Vol5_ROP_L01d,Vol10_ROP_L01d,Vol20_ROP_L01d,Vol60_ROP_L01d,SMA5_ROP_L01d,SMA10_ROP_L01d,SMA30_ROP_L01d,SMA60_ROP_L01d,SMA100_ROP_L01d,EMA5_ROP_L01d,EMA10_ROP_L01d,EMA30_ROP_L01d,EMA60_ROP_L01d,EMA100_ROP_L01d,Short12_ROP_L01d,Long26_ROP_L01d,MACD_ROP_L01d,SIGNAL9_ROP_L01d,Ret5/10_ROP_L01d,Ret10/30_ROP_L01d,Ret30/60_ROP_L01d,Ret30/100_ROP_L01d,Emaret5/10_ROP_L01d,Emaret10/30_ROP_L01d,Emaret30/60_ROP_L01d,Emaret30/100_ROP_L01d,RetMACD_ROP_L01d,DayRange_ROP_L01d,average20r_ROP_L01d,PRVHI_ROP_L01d,HitLevel_ROP_L01d,hitlevel_2_ROP_L01d,hitlevel_1.8_ROP_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,437.6199951171875,445.5599975585938,436.7799987792969,443.8699951171875,443.8699951171875,292900.0,-0.1933793195636315,2.210132999214664,1.505698526790513,1.861349042540999,1.797087788949518,435.35400390625,434.702001953125,418.2649993896484,397.482834370931,406.0426013183594,438.8855250786345,435.1488829955773,420.5965324951446,411.0977531648392,410.4536157261616,433.7157448535002,423.0969255671464,10.61881928635376,10.95405563285886,-1.58830014880988,-1.58830014880988,-1.58830014880988,1.58830014880988,1.58830014880988,-1.58830014880988,-1.58830014880988,-1.58830014880988,1.58830014880988,7.760009765625,8.71149597167969,445.5599975585938,426.3129965209961,428.1299957275391,429.9469949340821,0.0,1.0014998825636772,1.0085870428009238,0.8089286277736636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2022-12-05,443.2799987792969,443.2799987792969,435.5199890136719,436.8200073242188,436.8200073242188,261100.0,-1.58830014880988,1.792223609506274,1.610436228634309,1.911469404406298,1.810450011142384,437.9120056152344,435.0830017089844,420.4679992675781,397.9271677652995,406.5294012451172,438.197019160496,435.452723782603,421.6432082905687,411.9411057602287,410.9757224904795,434.1933236951492,424.1134501417444,10.07987355340481,10.77921921696806,-0.6318414265252396,-0.6318414265252396,-0.6318414265252396,0.6318414265252396,0.6318414265252396,-0.6318414265252396,-0.6318414265252396,-0.6318414265252396,0.6318414265252396,5.899993896484432,8.23749694824219,443.2799987792969,426.3947064208985,428.1370056152344,429.8793048095704,0.0,1.0065022165773838,1.0063021660630673,0.8425121662538513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58830014880988,1,-1.58830014880988,-1,-1.58830014880988,1,-1.58830014880988,-1
2022-12-06,436.8299865722656,436.8299865722656,430.9299926757812,434.0599975585938,434.0599975585938,275900.0,-0.6318414265252396,1.878517499709571,1.623471416618294,1.71696806172328,1.812546163802265,439.6740051269531,435.0390014648438,422.5116658528646,398.3405008951823,406.9185012817383,436.8180119598619,435.1995008327831,422.444291469151,412.6663153273882,411.4328368482639,434.172811981833,424.8502314318813,9.32258054995168,10.48789148356478,0.0368621073144892,0.0368621073144892,0.0368621073144892,-0.0368621073144892,-0.0368621073144892,0.0368621073144892,0.0368621073144892,0.0368621073144892,-0.0368621073144892,8.130004882812386,8.099996948242184,436.8299865722656,425.1575054931641,426.8050048828125,428.4525042724609,1.0,1.0106542255901252,1.0037190096127906,0.9455454954641697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6318414265252396,1,0.6318414265252396,-1,-0.6318414265252396,1,0.6318414265252396,1
2022-12-07,434.0700073242188,439.4299926757812,431.2999877929688,434.2200012207031,434.2200012207031,251200.0,0.0368621073144892,1.062121952087342,1.617171030421036,1.710573028008508,1.75144673607249,438.7400024414063,435.1870025634765,424.3856658935547,398.9913340250651,407.3423013305664,435.9520083801424,435.0214099942231,423.2040146789286,413.3729935533986,411.884067825936,434.1800718647361,425.5442884532755,8.63578341146058,10.11746986914394,-0.1358749795569055,-0.1358749795569055,-0.1358749795569055,0.1358749795569055,0.1358749795569055,-0.1358749795569055,-0.1358749795569055,-0.1358749795569055,0.1358749795569055,6.269989013671932,8.217497253417969,439.4299926757812,419.0099932861328,420.6299926757812,422.2499920654297,0.0,1.0081643060500447,1.0021392013462778,0.9453972463857839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368621073144892,1,-0.0368621073144892,-1,0.0368621073144892,1,0.0368621073144892,1
2022-12-08,434.3299865722656,439.0599975585938,432.7900085449219,433.6300048828125,433.6300048828125,276500.0,-0.1358749795569055,0.6550900989631437,1.617059028726334,1.711358451856344,1.751857482032263,436.5200012207031,435.1880035400391,425.8849995930989,399.6153340657552,407.6373013305664,435.1780072143658,434.7684272466938,423.8766592082115,414.037157859281,412.3146804409237,434.0954461752094,426.143230411019,7.952215764190441,9.684419048153242,-0.5304103232359231,-0.5304103232359231,-0.5304103232359231,0.5304103232359231,0.5304103232359231,-0.5304103232359231,-0.5304103232359231,-0.5304103232359231,0.5304103232359231,4.29998779296875,7.988996887207037,439.0599975585938,421.3514987182617,422.9949981689452,424.6384976196288,0.0,1.003060740805879,1.0009420646532816,0.9448979125163862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1358749795569055,1,0.1358749795569055,1,-0.1358749795569055,1,-0.1358749795569055,1
2022-12-09,432.4500122070312,434.8399963378906,430.5400085449219,431.3299865722656,431.3299865722656,270300.0,-0.5304103232359231,0.632272293080915,1.609067805032394,1.219311112243447,1.70211501671863,434.0119995117187,434.6830017089844,426.9169993082682,400.404167175293,407.8668011474609,433.8953336669991,434.1432562149796,424.3575190381505,414.6041358498707,412.6912211563958,433.6699908516796,426.5274345711113,7.142556280568272,9.176046494636248,-1.982245282432826,1.982245282432826,1.982245282432826,-1.982245282432826,-1.982245282432826,-1.982245282432826,1.982245282432826,1.982245282432826,-1.982245282432826,7.990020751953125,7.947998046875003,434.8399963378906,421.4842044067383,423.0820037841797,424.6798031616211,1.0,0.9984563413001484,0.99942893838743,1.3196531950502952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5304103232359231,1,-0.5304103232359231,1,-0.5304103232359231,1,-0.5304103232359231,1
2022-12-12,433.7900085449219,439.9800109863281,431.989990234375,439.8800048828125,439.8800048828125,316100.0,1.982245282432826,1.063686192149561,1.410819575577605,1.303336018899761,1.714772366010617,434.6239990234375,436.2680023193359,427.7893330891927,401.3671671549479,408.1383010864258,435.8902240722703,435.1863014273129,425.3589697378061,415.4328528673441,413.2296129133545,434.6253776257,427.5165138534596,7.108863772240454,8.76260995015709,-0.9025191362723488,0.9025191362723488,0.9025191362723488,-0.9025191362723488,-0.9025191362723488,0.9025191362723488,0.9025191362723488,0.9025191362723488,-0.9025191362723488,11.239990234375,8.039996337890628,439.9800109863281,417.3544006347656,418.9440002441406,420.5335998535156,1.0,0.9962316665738528,1.0016175202267368,1.0824680321261884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.982245282432826,1,1.982245282432826,-1,1.982245282432826,1,1.982245282432826,1
2022-12-13,450.0,451.25,440.010009765625,443.8500061035156,443.8500061035156,421600.0,0.9025191362723488,1.003454069757082,1.419886562278258,1.277297904150446,1.716655272264295,436.5820007324219,438.1280029296875,428.7663330078125,402.3921671549479,408.4676010131836,438.543484749352,436.7615204593497,426.5519398259164,416.3645628095137,413.8359573329616,436.0445512376717,428.7264021682785,7.318149069393144,8.473717774004301,1.140024217418541,-1.140024217418541,-1.140024217418541,1.140024217418541,1.140024217418541,-1.140024217418541,-1.140024217418541,-1.140024217418541,1.140024217418541,13.04000854492188,8.321498107910156,451.25,422.2920190429687,423.9000183105469,425.508017578125,0.0,0.9964713458465841,1.004079947995712,1.1116330479087808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9025191362723488,1,-0.9025191362723488,1,0.9025191362723488,1,0.9025191362723488,1
2022-12-14,443.1499938964844,448.510009765625,435.4700012207031,438.7900085449219,438.7900085449219,377900.0,-1.140024217418541,1.235989127663903,1.109275655561086,1.298449923235215,1.718539780623683,437.4960021972656,438.1180023193359,429.602333577474,403.3963338216146,408.7217010498047,438.6256593478753,437.1303364749083,427.3414926464974,417.0998233254287,414.3300969609213,436.4669292849409,429.4718544924743,6.995074792466596,8.17798917769676,2.094396468114977,-2.094396468114977,-2.094396468114977,2.094396468114977,2.094396468114977,-2.094396468114977,-2.094396468114977,-2.094396468114977,2.094396468114977,8.82000732421875,8.47799835205078,448.510009765625,432.9427041625976,434.6070037841797,436.2713034057617,0.0,0.9985802908833293,1.0034207712167165,0.8543076138024771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.140024217418541,1,-1.140024217418541,1,-1.140024217418541,1,-1.140024217418541,1
2022-12-15,434.8500061035156,435.7799987792969,426.9599914550781,429.6000061035156,429.6000061035156,462700.0,-2.094396468114977,1.624532286800111,1.180371300475947,1.364213316703731,1.728365637119289,436.6900024414062,436.6050018310547,430.4850006103516,404.3496673583984,408.9053012084961,435.6171082664221,435.7611854982914,427.4872031921116,417.5096653837266,414.6324713993885,435.4104795647217,429.4813472044033,5.929132360318363,7.728217814221081,-1.219744105564677,-1.219744105564677,-1.219744105564677,1.219744105564677,1.219744105564677,1.219744105564677,-1.219744105564677,-1.219744105564677,1.219744105564677,6.339996337890568,8.383497619628901,435.7799987792969,429.8584133911133,431.5540130615234,433.2496127319336,0.0,1.0001946853792214,0.9996693665322566,0.8652395384381744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.094396468114977,1,-2.094396468114977,1,-2.094396468114977,1,-2.094396468114977,1
