Date_FSLR_L01d,Open_FSLR_L01d,High_FSLR_L01d,Low_FSLR_L01d,Close_FSLR_L01d,Adj Close_FSLR_L01d,Volume_FSLR_L01d,Daily_Return_FSLR_L01d,Vol5_FSLR_L01d,Vol10_FSLR_L01d,Vol20_FSLR_L01d,Vol60_FSLR_L01d,SMA5_FSLR_L01d,SMA10_FSLR_L01d,SMA30_FSLR_L01d,SMA60_FSLR_L01d,SMA100_FSLR_L01d,EMA5_FSLR_L01d,EMA10_FSLR_L01d,EMA30_FSLR_L01d,EMA60_FSLR_L01d,EMA100_FSLR_L01d,Short12_FSLR_L01d,Long26_FSLR_L01d,MACD_FSLR_L01d,SIGNAL9_FSLR_L01d,Ret5/10_FSLR_L01d,Ret10/30_FSLR_L01d,Ret30/60_FSLR_L01d,Ret30/100_FSLR_L01d,Emaret5/10_FSLR_L01d,Emaret10/30_FSLR_L01d,Emaret30/60_FSLR_L01d,Emaret30/100_FSLR_L01d,RetMACD_FSLR_L01d,DayRange_FSLR_L01d,average20r_FSLR_L01d,PRVHI_FSLR_L01d,HitLevel_FSLR_L01d,hitlevel_2_FSLR_L01d,hitlevel_1.8_FSLR_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,168.4900054931641,173.6000061035156,167.5700073242188,168.3200073242188,168.3200073242188,2802800.0,-0.1305244871705508,4.04908581611022,2.815793442296585,2.986230419688563,2.958003978445647,167.363998413086,167.7369995117188,153.0810000101725,142.1044998168945,126.9345001220703,168.1138229774479,166.2556049076193,155.4328670355303,142.9253790682139,130.2778900168184,165.2176083169242,157.4223166085041,7.795291708420081,8.149167241334618,0.7010503108507242,-0.7010503108507242,-0.7010503108507242,-0.7010503108507242,0.7010503108507242,-0.7010503108507242,-0.7010503108507242,-0.7010503108507242,0.7010503108507242,4.489990234375,7.073498535156242,173.6000061035156,157.1839071655274,158.6790069580078,160.1741067504883,0.0,0.9977762741689752,1.0111768747337038,1.0095423946176532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2022-12-05,168.0,169.8099975585938,165.3200073242188,167.1399993896484,167.1399993896484,1851100.0,-0.7010503108507242,3.70005305048468,2.816527928130097,2.915964913287277,2.953785573112949,167.6679992675782,167.790998840332,154.5656667073568,142.6264996846517,127.8955001068115,167.789215114848,166.4164039043519,156.1881658970863,143.7193010459659,131.0078327766764,165.513360789651,158.142144962663,7.371215826988049,7.993576958465304,5.785567909691049,-5.785567909691049,-5.785567909691049,-5.785567909691049,5.785567909691049,-5.785567909691049,-5.785567909691049,-5.785567909691049,5.785567909691049,9.519989013671818,6.998998260498032,169.8099975585938,158.0383093261719,159.4530090332031,160.8677087402343,0.0,0.9992669477289968,1.0082492541497599,0.9871958681869337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7010503108507242,1,-0.7010503108507242,1,-0.7010503108507242,1,-0.7010503108507242,1
2022-12-06,162.6300048828125,166.2599945068359,156.7400054931641,157.4700012207031,157.4700012207031,3334700.0,-5.785567909691049,4.532069708758182,3.374128686974655,3.0712187909397,3.058968675429294,166.8,166.9989990234375,155.6623334248861,142.9711664835612,128.8175001525879,164.3494771501331,164.7897852345975,156.2708649502229,144.1701436746457,131.5318361122017,164.2759208559667,158.0923565373326,6.183564318634097,7.631574430499064,1.733660828333114,-1.733660828333114,-1.733660828333114,-1.733660828333114,1.733660828333114,1.733660828333114,-1.733660828333114,-1.733660828333114,1.733660828333114,5.690002441406278,6.987498474121082,166.2599945068359,154.4122013854981,155.8120010375978,157.2118006896974,0.0,0.9988083819388069,0.9973280620286169,1.004004655428087,1.0,0.0,0.0,0.9874675869941713,0.9874675869941713,0.008410241,0.008410241,-5.785567909691049,-1,-5.785567909691049,-1,-5.785567909691049,-1,-5.785567909691049,-1
2022-12-07,156.5099945068359,158.9499969482422,153.2599945068359,154.7400054931641,154.7400054931641,2162400.0,-1.733660828333114,2.213220722055467,3.331584512578593,3.106825489260985,3.069800454940499,163.2420013427734,165.706999206543,156.5820002237956,143.2708333333333,129.6948001861572,161.1463199311434,162.9625525543369,156.172099823961,144.5166965211545,131.9914038227158,162.8088569539971,157.8440342377646,4.964822716232476,7.098224087645747,1.311877153440183,-1.311877153440183,-1.311877153440183,-1.311877153440183,1.311877153440183,1.311877153440183,-1.311877153440183,-1.311877153440183,1.311877153440183,5.419998168945284,6.776998138427722,158.9499969482422,150.8874978637695,152.2849975585937,153.6824972534179,0.0,0.98512435880456,0.988854908107874,1.0120610557148424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.733660828333114,1,1.733660828333114,-1,1.733660828333114,1,1.733660828333114,-1
2022-12-08,156.2200012207031,157.2400054931641,151.8200073242188,152.7100067138672,152.7100067138672,1483900.0,-1.311877153440183,2.237991629216093,3.271008817522784,3.074896112226889,3.073865348713601,160.0760040283203,164.0309997558594,157.292333984375,143.5533335367839,130.5154002380371,158.3342155253847,161.0984533106151,155.9487389781486,144.7853296422271,132.401673186897,161.2551876862848,157.4637359026611,3.7914517836237,6.436869626841338,1.145962885902412,-1.145962885902412,-1.145962885902412,-1.145962885902412,1.145962885902412,1.145962885902412,-1.145962885902412,-1.145962885902412,1.145962885902412,4.850006103515597,6.45299911499022,157.2400054931641,144.0406010437012,145.3960006713867,146.7514002990723,0.0,0.9758887299752752,0.9828413139392428,1.0003353313812913,0.0,0.0,1.0,0.003018307,0.003018307,0.992201805114746,0.992201805114746,-1.311877153440183,1,1.311877153440183,-1,-1.311877153440183,1,1.311877153440183,1
2022-12-09,151.2400054931641,154.7100067138672,149.8600006103516,150.9600067138672,150.9600067138672,1851300.0,-1.145962885902412,2.073623313962821,3.183109996937004,2.952518432828918,3.054230951987578,156.60400390625,161.984001159668,157.9516677856445,143.8690002441406,131.2952002716064,155.8761459215455,159.2550993839336,155.6268852836788,144.9877780708054,132.7691649399063,159.6713136905282,156.9819781849726,2.68933550555559,5.687362802584189,0.4504556864913139,-0.4504556864913139,-0.4504556864913139,-0.4504556864913139,0.4504556864913139,0.4504556864913139,-0.4504556864913139,-0.4504556864913139,0.4504556864913139,5.199996948242102,6.332999420166,154.7100067138672,143.0434074401856,144.3340072631837,145.6246070861817,0.0,0.9667868603386645,0.9787827612713228,0.9666978297458254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.145962885902412,1,1.145962885902412,1,-1.145962885902412,1,-1.145962885902412,1
2022-12-12,149.7700042724609,153.7599945068359,148.5599975585938,150.2799987792969,150.2799987792969,1769900.0,-0.4504556864913139,2.119486113633931,3.094885103866106,2.796869696443788,3.036325091241543,153.2320037841797,160.4500015258789,158.5386678059896,144.1101669311524,132.0654002380371,154.010763540796,157.6232629103633,155.2819248640413,145.1612935038707,133.1159141248447,158.2264960118773,156.4855352660337,1.74096074584358,4.898082391236067,-4.524888945297607,4.524888945297607,4.524888945297607,4.524888945297607,-4.524888945297607,-4.524888945297607,4.524888945297607,4.524888945297607,-4.524888945297607,8.139999389648494,6.334999084472645,153.7599945068359,140.777407989502,142.0440078735352,143.3106077575684,1.0,0.9550140375627545,0.9770814326333186,0.9211364436935696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4504556864913139,1,-0.4504556864913139,1,-0.4504556864913139,1,-0.4504556864913139,1
2022-12-13,152.8899993896484,158.9900054931641,150.8500061035156,157.0800018310547,157.0800018310547,3214100.0,4.524888945297607,2.584309472423936,3.485714223620441,2.938917693444564,3.08584887404361,153.15400390625,159.977001953125,158.9223342895508,144.4441670735677,132.9103002929687,155.0338429708822,157.5244881686708,155.3979298296551,145.5520708260734,133.5904505150667,158.0501122917507,156.5295698264056,1.52054246534513,4.22257440605788,-1.916217514482377,1.916217514482377,1.916217514482377,1.916217514482377,-1.916217514482377,-1.916217514482377,1.916217514482377,1.916217514482377,-1.916217514482377,7.1300048828125,6.393499755859359,158.9900054931641,139.8229965209961,141.0899963378906,142.3569961547852,1.0,0.9573501318091071,0.9841888380229382,0.9523854904772082,0.0,0.0,1.0,0.003555631,0.003555631,0.9957664012908936,0.9957664012908936,4.524888945297607,1,4.524888945297607,1,4.524888945297607,1,4.524888945297607,-1
2022-12-14,157.8899993896484,162.5,155.3699951171875,160.0899963378906,160.0899963378906,2727100.0,1.916217514482377,2.494369766132572,2.679848300612934,2.837092030962535,3.067565319331023,154.2240020751953,158.7330017089844,159.3063339233398,144.890500386556,133.7697002410889,156.7192274265517,157.990944199438,155.7006437979283,146.0287241215429,134.1151939967068,158.3639406065415,156.7933051235527,1.570635482988791,3.692186621444062,0.4247565065502162,0.4247565065502162,-0.4247565065502162,-0.4247565065502162,0.4247565065502162,0.4247565065502162,-0.4247565065502162,-0.4247565065502162,0.4247565065502162,5.29000854492179,6.381999969482399,162.5,144.9243060302735,146.2030059814454,147.4817059326172,0.0,0.9715938110837484,0.9919506983179938,0.9248676835286591,0.0,1.0,1.0,0.020130362,0.0108882729999999,0.9945322275161744,0.6607708930969238,1.916217514482377,-1,1.916217514482377,1,1.916217514482377,1,-1.916217514482377,1
2022-12-15,158.5,162.1900024414062,156.8999938964844,159.4100036621094,159.4100036621094,2743900.0,-0.4247565065502162,2.341789390564434,2.620481987072071,2.834499587752039,3.064031442939382,155.5640014648438,157.820002746582,159.6176671346029,145.2878336588542,134.6281002807617,157.6161528384043,158.2489550108328,155.9399573375529,146.4674545982827,134.6160813168138,158.5248733843212,156.9871346449272,1.537738739393916,3.261297045034033,2.7162673179738,2.7162673179738,-2.7162673179738,-2.7162673179738,2.7162673179738,2.7162673179738,-2.7162673179738,-2.7162673179738,2.7162673179738,8.180007934570284,6.276500701904273,162.1900024414062,148.4596000671387,149.7360000610352,151.0124000549317,0.0,0.9857052259379266,0.9960012236896909,0.925088283373767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4247565065502162,1,-0.4247565065502162,1,-0.4247565065502162,1,-0.4247565065502162,-1
