Date_LRCX_L01d,Open_LRCX_L01d,High_LRCX_L01d,Low_LRCX_L01d,Close_LRCX_L01d,Adj Close_LRCX_L01d,Volume_LRCX_L01d,Daily_Return_LRCX_L01d,Vol5_LRCX_L01d,Vol10_LRCX_L01d,Vol20_LRCX_L01d,Vol60_LRCX_L01d,SMA5_LRCX_L01d,SMA10_LRCX_L01d,SMA30_LRCX_L01d,SMA60_LRCX_L01d,SMA100_LRCX_L01d,EMA5_LRCX_L01d,EMA10_LRCX_L01d,EMA30_LRCX_L01d,EMA60_LRCX_L01d,EMA100_LRCX_L01d,Short12_LRCX_L01d,Long26_LRCX_L01d,MACD_LRCX_L01d,SIGNAL9_LRCX_L01d,Ret5/10_LRCX_L01d,Ret10/30_LRCX_L01d,Ret30/60_LRCX_L01d,Ret30/100_LRCX_L01d,Emaret5/10_LRCX_L01d,Emaret10/30_LRCX_L01d,Emaret30/60_LRCX_L01d,Emaret30/100_LRCX_L01d,RetMACD_LRCX_L01d,DayRange_LRCX_L01d,average20r_LRCX_L01d,PRVHI_LRCX_L01d,HitLevel_LRCX_L01d,hitlevel_2_LRCX_L01d,hitlevel_1.8_LRCX_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,450.739990234375,460.2300109863281,450.3999938964844,457.6700134277344,457.6700134277344,1102200.0,-1.181068585674965,3.773074318526108,2.716914481444877,4.320107964469617,3.766492069250906,455.6940063476562,455.5590026855469,435.725,407.0521662394206,432.8108999633789,458.5001683620781,456.8918166839447,438.6806152796145,429.0669883886096,435.1234873878066,455.666643025595,442.0131533729192,13.65348965267577,16.41120613535534,-1.107786653149234,-1.107786653149234,-1.107786653149234,1.107786653149234,1.107786653149234,-1.107786653149234,-1.107786653149234,-1.107786653149234,1.107786653149234,14.05999755859369,16.79800262451172,460.2300109863281,442.1675006103516,445.5450012207032,448.9225018310548,0.0,1.00029634725977,1.003520202418609,0.6288996719040179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2022-12-05,455.739990234375,462.6900024414062,448.6300048828125,452.6000061035156,452.6000061035156,1088600.0,-1.107786653149234,3.622529328660095,2.722584844268912,4.11576634042024,3.75528618203895,457.5680053710938,455.1490020751953,438.5019999186198,407.0824996948242,433.1436999511719,456.533447609224,456.111487487503,439.5786404940598,429.8385627399179,435.4695570653454,455.1948527298905,442.7973646862967,12.3974880435938,15.60846251700303,-2.101195235832572,-2.101195235832572,-2.101195235832572,2.101195235832572,2.101195235832572,-2.101195235832572,-2.101195235832572,-2.101195235832572,2.101195235832572,15.1199951171875,16.73550262451172,462.6900024414062,423.2744052124024,426.6340057373047,429.993606262207,0.0,1.0053147503012625,1.0009251249602271,0.6615013144771776,0.0,3.0,0.0,0.018905981,0.0148770242691813,0.1463609486818313,0.0767132132272771,-1.107786653149234,-1,-1.107786653149234,-1,-1.107786653149234,1,-1.107786653149234,1
2022-12-06,452.8699951171875,454.1000061035156,438.9800109863281,443.0899963378906,443.0899963378906,925300.0,-2.101195235832572,3.804159664714145,2.767846599638975,4.080540578556883,3.764279752540937,457.7760070800781,454.443002319336,440.8063334147135,407.0123331705729,433.3032998657226,452.0522971854463,453.7439436421189,439.8051795807585,430.2730359726383,435.6204568529206,453.3325671311213,442.8190411049333,10.513526026188,14.58947521884003,0.2685690156044012,0.2685690156044012,0.2685690156044012,-0.2685690156044012,-0.2685690156044012,-0.2685690156044012,0.2685690156044012,0.2685690156044012,-0.2685690156044012,13.17999267578131,16.48650207519531,454.1000061035156,425.8718966674804,429.2189971923827,432.5660977172851,1.0,1.00733426357922,0.9962718037774917,0.6783039027191458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.101195235832572,1,2.101195235832572,-1,-2.101195235832572,1,-2.101195235832572,-1
2022-12-07,441.1900024414062,452.7999877929688,439.6199951171875,444.2799987792969,444.2799987792969,1112900.0,0.2685690156044012,0.9418226005662887,2.732908904516339,4.050635845828216,3.679576205481321,452.156005859375,453.3090026855469,442.953667195638,407.4089996337891,433.5144998168946,449.4615310500632,452.0232263943331,440.0938775935675,430.7322806548239,435.7919329306707,451.9398643077637,442.9272601919232,9.012604115840476,13.47410099824012,-2.412893051714546,2.412893051714546,2.412893051714546,-2.412893051714546,-2.412893051714546,-2.412893051714546,2.412893051714546,2.412893051714546,-2.412893051714546,13.45999145507807,16.50600128173829,452.7999877929688,417.8297015380859,421.127001953125,424.424302368164,1.0,0.9974564881364782,0.9943328236367324,0.6746863970334397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2685690156044012,1,-0.2685690156044012,1,0.2685690156044012,1,-0.2685690156044012,1
2022-12-08,447.8699951171875,457.5199890136719,444.0599975585938,455.0,455.0,1237000.0,2.412893051714546,1.756947851962783,2.824541539433714,4.026991576420174,3.69105204407899,450.5280029296875,452.6690032958984,445.2670003255208,407.9629994710286,433.5950997924805,451.3076873667088,452.5644579589998,441.0555629101116,431.5279435841739,436.1722906944198,452.4106544142616,443.8215372147437,8.58911719951783,12.49710423849566,1.054942372081056,-1.054942372081056,-1.054942372081056,1.054942372081056,1.054942372081056,1.054942372081056,-1.054942372081056,-1.054942372081056,1.054942372081056,13.22000122070312,15.63000183105469,457.5199890136719,416.4867849731446,419.7879852294922,423.0891854858399,0.0,0.9952702739736492,0.9972230020051533,0.7014023957667707,0.0,0.0,1.0,0.3615525662899017,0.3615525662899017,0.6206367611885071,0.6206367611885071,2.412893051714546,1,2.412893051714546,1,2.412893051714546,-1,2.412893051714546,-1
2022-12-09,449.489990234375,457.6400146484375,444.4200134277344,450.2000122070312,450.2000122070312,954200.0,-1.054942372081056,1.742732120308682,2.786744449458342,2.91061344451361,3.683820647898865,449.0340026855469,452.3640045166015,447.3033345540364,408.5756663004557,433.4460998535156,450.938462313483,452.1345587313692,441.6455273808806,432.1401425554151,436.4500673580358,452.0705556131492,444.2940168438021,7.776538769347155,11.55299114466596,-3.131935851537367,3.131935851537367,3.131935851537367,-3.131935851537367,-3.131935851537367,-3.131935851537367,3.131935851537367,3.131935851537367,-3.131935851537367,15.489990234375,15.18500213623047,457.6400146484375,423.1339849853516,426.2599853515625,429.3859857177735,1.0,0.9926386675380747,0.9973545565257336,0.9574423064358629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.054942372081056,1,-1.054942372081056,1,1.054942372081056,1,1.054942372081056,-1
2022-12-12,460.0299987792969,464.4400024414062,448.9500122070312,464.2999877929688,464.2999877929688,1213800.0,3.131935851537367,2.225922434002104,2.83469053003504,2.907917548737339,3.699319796430969,451.3739990234375,454.4710021972656,449.2603342692057,409.4936660766601,433.3277996826172,455.3923041399783,454.3464549243873,443.1071054719831,433.1945637107447,437.0015509310048,453.9520067177368,445.7759406178144,8.176066099922423,10.87760613571725,-2.507003005485252,2.507003005485252,2.507003005485252,-2.507003005485252,-2.507003005485252,2.507003005485252,2.507003005485252,2.507003005485252,-2.507003005485252,20.6099853515625,15.19050140380859,464.4400024414062,424.2330099487305,427.2700103759765,430.3070108032226,1.0,0.9931854768316245,1.0023018760337088,0.974818055369522,0.0,1.0,1.0,0.01876327,0.0103270755,0.9959253072738647,0.6252937912940979,3.131935851537367,1,3.131935851537367,1,3.131935851537367,1,-3.131935851537367,1
2022-12-13,485.5400085449219,490.6499938964844,470.0400085449219,475.9400024414062,475.9400024414062,1536900.0,2.507003005485252,1.770860966895846,2.886501666826212,2.838515556736973,3.710276530293638,457.9440002441406,457.8600036621094,451.6323343912761,410.6056660970052,433.4472998046875,462.2415369071209,458.2725544729362,445.2253568893652,434.5960535051925,437.7726093767553,457.334775290609,448.0103155677101,9.324459722898894,10.56697685315358,-1.617853546147165,-1.617853546147165,-1.617853546147165,1.617853546147165,1.617853546147165,-1.617853546147165,-1.617853546147165,-1.617853546147165,1.617853546147165,17.64999389648438,15.04550018310547,490.6499938964844,431.0208993530273,434.058999633789,437.0970999145507,0.0,1.0001834547271204,1.0086607465261574,1.0169053539183,0.0,0.0,1.0,0.0120043167844414,0.0120043167844414,0.938331664,0.938331664,2.507003005485252,1,2.507003005485252,-1,2.507003005485252,1,2.507003005485252,-1
2022-12-14,474.8500061035156,481.8800048828125,464.2300109863281,468.239990234375,468.239990234375,1210800.0,-1.617853546147165,2.228210436338115,2.014753929504216,2.815091147362284,3.711918311794977,462.7359985351562,457.4460021972656,453.4833343505859,411.6863327026367,433.5551995849609,464.241021349539,460.0848155204704,446.710171943882,435.6991333979526,438.3759238491834,459.012500666573,449.5088099874631,9.503690679109866,10.35431961834484,-4.736885601052383,-4.736885601052383,-4.736885601052383,4.736885601052383,4.736885601052383,-4.736885601052383,-4.736885601052383,-4.736885601052383,4.736885601052383,15.70001220703125,15.20449981689453,481.8800048828125,457.5498934936523,460.5589935302734,463.5680935668945,0.0,1.0115641984244719,1.0090335644404322,0.715697582791244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.617853546147165,1,1.617853546147165,1,-1.617853546147165,1,1.617853546147165,1
2022-12-15,456.0199890136719,459.7300109863281,444.0299987792969,446.0599975585938,446.0599975585938,1553100.0,-4.736885601052383,3.226275679290265,2.449110232270906,2.531446817633918,3.764262500571439,460.947998046875,455.7380004882813,455.1680013020833,412.4764994303385,433.5434994506836,458.1806800858906,457.534848618311,446.6682252093473,436.0388338622359,438.5280837246173,457.01980788073,449.2533424001394,7.766465480590568,9.836748790793989,-0.47975253162627,-0.47975253162627,-0.47975253162627,0.47975253162627,0.47975253162627,-0.47975253162627,-0.47975253162627,-0.47975253162627,0.47975253162627,9.8599853515625,14.71499938964844,459.7300109863281,448.4301052856445,451.4710052490234,454.5119052124023,0.0,1.011432001617183,1.0014115459609905,0.9674744953006874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.736885601052383,1,-4.736885601052383,-1,-4.736885601052383,1,-4.736885601052383,-1
