Date_IBM_L01d,Open_IBM_L01d,High_IBM_L01d,Low_IBM_L01d,Close_IBM_L01d,Adj Close_IBM_L01d,Volume_IBM_L01d,Daily_Return_IBM_L01d,Vol5_IBM_L01d,Vol10_IBM_L01d,Vol20_IBM_L01d,Vol60_IBM_L01d,SMA5_IBM_L01d,SMA10_IBM_L01d,SMA30_IBM_L01d,SMA60_IBM_L01d,SMA100_IBM_L01d,EMA5_IBM_L01d,EMA10_IBM_L01d,EMA30_IBM_L01d,EMA60_IBM_L01d,EMA100_IBM_L01d,Short12_IBM_L01d,Long26_IBM_L01d,MACD_IBM_L01d,SIGNAL9_IBM_L01d,Ret5/10_IBM_L01d,Ret10/30_IBM_L01d,Ret30/60_IBM_L01d,Ret30/100_IBM_L01d,Emaret5/10_IBM_L01d,Emaret10/30_IBM_L01d,Emaret30/60_IBM_L01d,Emaret30/100_IBM_L01d,RetMACD_IBM_L01d,DayRange_IBM_L01d,average20r_IBM_L01d,PRVHI_IBM_L01d,HitLevel_IBM_L01d,hitlevel_2_IBM_L01d,hitlevel_1.8_IBM_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,148.1300048828125,149.1600036621094,147.7299957275391,148.6699981689453,148.6699981689453,2900000.0,-0.3285099766248969,1.124532002061195,1.00754709881411,1.15221613301216,1.580257944798137,147.8799987792969,147.9939987182617,141.5939982096354,132.5553326924642,132.3536991119385,148.3182587573461,147.3531605138239,141.7012311026763,137.0763699462889,134.9249043917145,146.8361130062338,142.7294959133447,4.106617092889053,4.390137450756152,0.8475109452843868,-0.8475109452843868,-0.8475109452843868,-0.8475109452843868,0.8475109452843868,-0.8475109452843868,-0.8475109452843868,-0.8475109452843868,0.8475109452843868,2.129989624023381,2.411999511718763,149.1600036621094,144.6309951782226,145.1199951171874,145.6089950561523,0.0,0.9992296989070358,1.0065495591689848,0.874442797620051,1.0,1.0,3.0,0.5169752836227417,0.141666110891229,0.9709455966949464,0.6488064065528687,,1,,-1,,1,,1
2022-12-05,147.9400024414062,148.9299926757812,146.8000030517578,147.4100036621094,147.4100036621094,2784600.0,-0.8475109452843868,0.9302834860192146,1.002822590892146,1.144782277364986,1.58610186098233,148.1260009765625,147.9709991455078,142.1776652018229,132.8589993794759,132.4371991729736,148.0155070589339,147.363495631694,142.0695390097365,137.4151776091027,135.1721340802372,146.9244038763685,143.076200191031,3.848203685337467,4.281750697672415,0.0610517167456861,0.0610517167456861,0.0610517167456861,0.0610517167456861,-0.0610517167456861,0.0610517167456861,0.0610517167456861,0.0610517167456861,-0.0610517167456861,1.100006103515625,2.35749969482423,148.9299926757812,143.8536047363281,144.3360046386719,144.8184045410156,1.0,1.0010475149316407,1.0044245111344907,0.8759941612656712,1.0,1.0,4.0,0.7389042973518372,0.1502567492249552,0.9840009212493896,0.6304179404752045,-0.8475109452843868,1,0.8475109452843868,-1,-0.8475109452843868,1,-0.8475109452843868,1
2022-12-06,147.3000030517578,147.8000030517578,146.6999969482422,147.5,147.5,2847600.0,0.0610517167456861,0.9310745633744332,0.977352953087509,1.136770728530998,1.581769445684391,148.3279998779297,148.0529998779297,142.6713317871094,133.1396659851074,132.5129991912842,147.8436713726226,147.3883146077496,142.419891331689,137.7458275235583,135.4162502370642,147.012957126158,143.4038890657695,3.609068060388495,4.147214170215631,-0.1559293068061633,-0.1559293068061633,-0.1559293068061633,-0.1559293068061633,0.1559293068061633,-0.1559293068061633,-0.1559293068061633,-0.1559293068061633,0.1559293068061633,1.810012817382784,2.337500762939464,147.8000030517578,143.7434933471679,144.2149932861327,144.6864932250976,0.0,1.0018574429442615,1.0030895038462502,0.8597625964124727,0.0,0.0,3.0,0.4525748193264007,0.1539190711088002,0.985529363,0.8268257776378275,0.0610517167456861,1,-0.0610517167456861,-1,0.0610517167456861,1,0.0610517167456861,-1
2022-12-07,147.3300018310547,148.1000061035156,146.2899932861328,147.2700042724609,147.2700042724609,3971300.0,-0.1559293068061633,0.4013608141866447,0.8020828233880073,1.121025232069974,1.538642134556999,148.002001953125,147.8699996948242,143.1493321736654,133.4733327229818,132.6043991851807,147.652449005902,147.3668036376971,142.7328018439968,138.0580956136863,135.6509780397453,147.0525028409738,143.6902679699688,3.362234871004972,3.990218310373499,0.3462989692676758,0.3462989692676758,0.3462989692676758,0.3462989692676758,-0.3462989692676758,0.3462989692676758,0.3462989692676758,0.3462989692676758,-0.3462989692676758,1.779998779296903,2.328501129150399,148.1000061035156,142.657501373291,143.1250015258789,143.5925016784668,1.0,1.0008926912732348,1.0019383291294501,0.7154904282635643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1559293068061633,-1,0.1559293068061633,-1,-0.1559293068061633,-1,0.1559293068061633,-1
2022-12-08,147.8999938964844,149.1499938964844,147.3699951171875,147.7799987792969,147.7799987792969,2665700.0,0.3462989692676758,0.448101824700716,0.8138491748607473,1.000284738245669,1.538642654817455,147.7260009765625,147.7729995727539,143.5749989827474,133.8081659952799,132.7733991241455,147.6949655970337,147.4419300270789,143.0584274527259,138.3768465371489,135.8911566682513,147.1644252930235,143.993210992882,3.171214300141514,3.826417508327102,0.4939746471572979,-0.4939746471572979,-0.4939746471572979,-0.4939746471572979,0.4939746471572979,-0.4939746471572979,-0.4939746471572979,-0.4939746471572979,0.4939746471572979,1.3699951171875,2.24300079345704,149.1499938964844,142.9773036193847,143.4430038452148,143.9087040710449,0.0,0.9996819541030684,1.00171617103702,0.8136175068392043,0.0,1.0,0.0,0.0184194725006818,0.0184194725006818,0.0292368717491626,0.0292368717491626,-0.3462989692676758,-1,-0.3462989692676758,-1,-0.3462989692676758,1,-0.3462989692676758,-1
2022-12-09,147.3999938964844,148.3399963378906,146.9700012207031,147.0500030517578,147.0500030517578,3047600.0,-0.4939746471572979,0.4670658394623313,0.823571889960817,0.8377683401953768,1.519926846553148,147.402001953125,147.6410003662109,143.9843322753906,134.1674994150798,132.9520992279053,147.4799780819417,147.3706705770205,143.315948459115,138.6612123245131,136.1121239233702,147.1468218712903,144.2196400342802,2.927181837010124,3.646570374063707,-1.468890593187617,1.468890593187617,1.468890593187617,1.468890593187617,-1.468890593187617,1.468890593187617,1.468890593187617,1.468890593187617,-1.468890593187617,2.270004272460994,2.198001098632824,148.3399963378906,144.2153921508789,144.6639923095703,145.1125924682617,1.0,0.9983812192243815,1.0007417181756264,0.9830544441065306,0.0,1.0,3.0,0.1537563502788543,0.0515109025917504,0.9006186723709106,0.6321061681956053,0.4939746471572979,1,0.4939746471572979,-1,-0.4939746471572979,1,0.4939746471572979,-1
2022-12-12,147.8200073242188,149.2100067138672,146.9400024414062,149.2100067138672,149.2100067138672,4032800.0,1.468890593187617,0.7498056609364866,0.7975149640854035,0.8449977989822546,1.520583468895782,147.7620025634766,147.9440017700195,144.3409993489583,134.5331662495931,133.1726992797851,148.0566542925836,147.7050953291744,143.6962102820023,139.0070744356395,136.3714879390236,147.4642349239945,144.5892968253607,2.87493809863372,3.492243918977709,-0.9114674278914996,0.9114674278914996,0.9114674278914996,0.9114674278914996,-0.9114674278914996,0.9114674278914996,0.9114674278914996,0.9114674278914996,-0.9114674278914996,3.260009765625,2.166001129150399,149.2100067138672,143.5043939208984,143.9439941406249,144.3835943603515,1.0,0.9987698101689462,1.002380141068429,0.9438071496114651,0.0,2.0,2.0,0.010039482,0.0066982295,0.984931231,0.504955191389885,1.468890593187617,1,-1.468890593187617,1,1.468890593187617,1,-1.468890593187617,1
2022-12-13,150.3699951171875,153.2100067138672,149.9499969482422,150.5700073242188,150.5700073242188,8811500.0,0.9114674278914996,0.7927924837099273,0.8279762967291985,0.8521497773923288,1.522759299263681,148.3760040283203,148.352001953125,144.7503331502279,134.9138329823812,133.3958993530273,148.894438636462,148.2259884191825,144.1396810589195,139.3861869893634,136.6526467387304,147.9420460624905,145.0323124178688,2.909733644621781,3.375741864106524,-0.4715459117554371,-0.4715459117554371,-0.4715459117554371,-0.4715459117554371,0.4715459117554371,-0.4715459117554371,-0.4715459117554371,-0.4715459117554371,0.4715459117554371,3.460006713867216,2.13100128173829,153.2100067138672,144.4448042297363,144.8780044555664,145.3112046813965,0.0,1.0001617913804957,1.0045096694878441,0.9716323570052394,2.0,5.0,3.0,0.9928383231163024,0.268960503408176,0.9566484093666076,0.3518810486561992,0.9114674278914996,1,0.9114674278914996,1,0.9114674278914996,1,0.9114674278914996,-1
2022-12-14,150.4700012207031,151.9100036621094,148.4499969482422,149.8600006103516,149.8600006103516,4205900.0,-0.4715459117554371,0.8594157340717962,0.7004145927442909,0.8658359963839782,1.514900086284,148.8940032958984,148.4480026245117,145.1389999389648,135.3064996083577,133.6090994262695,149.2162926277585,148.5230815448496,144.5087339332055,139.7295907146417,136.9141784985645,148.2371159929307,145.3899189506452,2.847197042285444,3.270032899742308,-5.004671005908121,-5.004671005908121,-5.004671005908121,-5.004671005908121,5.004671005908121,-5.004671005908121,-5.004671005908121,-5.004671005908121,5.004671005908121,7.399993896484403,2.454000854492196,151.9100036621094,148.521803894043,148.9480041503906,149.3742044067383,0.0,1.0030044235254199,1.0046673626462537,0.8089460309682865,1.0,1.0,0.0,0.9931326508522034,0.4984895409261017,0.0201647635549306,0.0125158457774653,-0.4715459117554371,1,-0.4715459117554371,-1,-0.4715459117554371,-1,0.4715459117554371,-1
2022-12-15,148.5200042724609,148.9799957275391,141.5800018310547,142.3600006103516,142.3600006103516,6687000.0,-5.004671005908121,2.545787198923566,1.746032265771697,1.449549778318449,1.653657537153812,147.8100036621094,147.7680023193359,145.3233332316081,135.596999613444,133.7518994140625,146.9308619552895,147.4025213749408,144.3701059768923,139.815833662042,137.0220165601841,147.3329443956108,145.1654805550679,2.167463840542894,3.049519087902425,-1.545375764828577,-1.545375764828577,-1.545375764828577,-1.545375764828577,1.545375764828577,1.545375764828577,-1.545375764828577,-1.545375764828577,1.545375764828577,2.949996948242216,2.455001068115247,148.9799957275391,146.5112017822266,147.002001953125,147.4928021240235,0.0,1.0002842384150443,0.9968001943572488,1.204534188399644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.004671005908121,1,5.004671005908121,1,5.004671005908121,1,5.004671005908121,1
