Date_IBM_L01d,Open_IBM_L01d,High_IBM_L01d,Low_IBM_L01d,Close_IBM_L01d,Adj Close_IBM_L01d,Volume_IBM_L01d,Daily_Return_IBM_L01d,Vol5_IBM_L01d,Vol10_IBM_L01d,Vol20_IBM_L01d,Vol60_IBM_L01d,SMA5_IBM_L01d,SMA10_IBM_L01d,SMA30_IBM_L01d,SMA60_IBM_L01d,SMA100_IBM_L01d,EMA5_IBM_L01d,EMA10_IBM_L01d,EMA30_IBM_L01d,EMA60_IBM_L01d,EMA100_IBM_L01d,Short12_IBM_L01d,Long26_IBM_L01d,MACD_IBM_L01d,SIGNAL9_IBM_L01d,Ret5/10_IBM_L01d,Ret10/30_IBM_L01d,Ret30/60_IBM_L01d,Ret30/100_IBM_L01d,Emaret5/10_IBM_L01d,Emaret10/30_IBM_L01d,Emaret30/60_IBM_L01d,Emaret30/100_IBM_L01d,RetMACD_IBM_L01d,DayRange_IBM_L01d,average20r_IBM_L01d,PRVHI_IBM_L01d,HitLevel_IBM_L01d,hitlevel_2_IBM_L01d,hitlevel_1.8_IBM_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-16,141.25,141.9199981689453,138.9700012207031,140.1600036621094,140.1600036621094,9834400.0,-1.545375764828577,2.566002449784103,1.778612362925545,1.458943621752698,1.669440492083652,146.4320037841797,146.9170028686523,145.5129999796549,135.8444997151693,133.8622994995117,144.6739091908962,146.0856999726078,144.0984864727128,139.8271179243393,137.084154918638,146.2294150519952,144.7947044889229,1.434710563072343,2.726557382936409,0.9203827848291088,-0.9203827848291088,-0.9203827848291088,-0.9203827848291088,0.9203827848291088,0.9203827848291088,-0.9203827848291088,-0.9203827848291088,0.9203827848291088,3.240005493164006,2.498501586914067,141.9199981689453,143.5789933776855,144.0699935913086,144.5609938049317,0.0,0.9966988226345306,0.9903358728337112,1.2191097287150916,0.0,0.0,1.0,0.001335327,0.001335327,0.9975863695144652,0.9975863695144652,-1.545375764828577,1,-1.545375764828577,-1,-1.545375764828577,1,-1.545375764828577,1
2022-12-19,140.1600036621094,140.4400024414062,137.1999969482422,138.8699951171875,138.8699951171875,5282900.0,-0.9203827848291088,2.205081765094543,1.780010175292458,1.436141201747684,1.649302529875022,144.3640014648438,146.0630020141602,145.5766662597656,136.1138329823812,133.9587994384766,142.7392711663266,144.7737536352587,143.7611644497757,139.795736848695,137.1195180908865,145.0971966004863,144.3558371280536,0.7413594724327481,2.329517800835677,-1.735438717395854,1.735438717395854,1.735438717395854,1.735438717395854,-1.735438717395854,-1.735438717395854,1.735438717395854,1.735438717395854,-1.735438717395854,3.089996337890597,2.579001617431646,140.4400024414062,136.4232946777344,136.9229949951172,137.4226953125,1.0,0.9883680293716565,0.9859471594964807,1.2394395294322795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9203827848291088,1,0.9203827848291088,-1,-0.9203827848291088,-1,-0.9203827848291088,1
2022-12-20,138.8399963378906,141.4299926757812,138.3399963378906,141.2799987792969,141.2799987792969,5156500.0,1.735438717395854,2.439872230548233,1.920279917758118,1.502682128382358,1.657422575739001,142.5059997558594,145.4410018920898,145.6746663411458,136.434999593099,134.0636994934082,142.2528470373167,144.1385254796292,143.6010892452286,139.8444011742885,137.2019038470927,144.5099353972264,144.1279972503679,0.3819381468585163,1.940001870040245,-0.6087207090757207,-0.6087207090757207,0.6087207090757207,0.6087207090757207,-0.6087207090757207,-0.6087207090757207,0.6087207090757207,0.6087207090757207,-0.6087207090757207,2.110000610351506,2.568001556396487,141.4299926757812,134.7661988830566,135.2819992065429,135.7977995300292,1.0,0.9798199813116797,0.9869175958610802,1.2779016143788875,0.0,1.0,0.0,0.0262682344764471,0.0262682344764471,0.4771075248718261,0.4771075248718261,1.735438717395854,1,-1.735438717395854,-1,-1.735438717395854,-1,1.735438717395854,-1
2022-12-21,141.8399963378906,143.0899963378906,140.9799957275391,142.1399993896484,142.1399993896484,3793700.0,0.6087207090757207,2.569464047165875,1.9466952191854,1.453306148215058,1.65681638463299,140.9619995117188,144.9280014038086,145.7446665445964,136.7749996185303,134.1646995544434,142.2152311547606,143.7751570996327,143.5068253835783,139.9196666895462,137.2996879172423,144.1453298575991,143.9807381495739,0.1645917080251706,1.58491983763723,0.8864461180852308,0.8864461180852308,-0.8864461180852308,-0.8864461180852308,0.8864461180852308,0.8864461180852308,-0.8864461180852308,-0.8864461180852308,0.8864461180852308,2.820007324218693,2.601001739501953,143.0899963378906,135.7803892517089,136.2939895629882,136.8075898742675,0.0,0.9726346747786894,0.9891502400251866,1.3394942432303885,0.0,0.0,3.0,0.016601685,0.0101747566666666,0.8758804798126221,0.7474082907040914,0.6087207090757207,1,-0.6087207090757207,1,-0.6087207090757207,1,-0.6087207090757207,-1
2022-12-22,140.9499969482422,141.4400024414062,138.6199951171875,140.8800048828125,140.8800048828125,3337100.0,-0.8864461180852308,1.341653350087302,1.937662617688631,1.460740019041778,1.661782583071081,140.6660003662109,144.2380020141602,145.8610000610352,137.0769996643066,134.2553996276855,141.7701557307779,143.2487657874836,143.3373530932063,139.9511531876861,137.3705852828972,143.6429721691703,143.7510542038879,-0.108082034717512,1.246319463166282,-0.5465566347136341,-0.5465566347136341,0.5465566347136341,0.5465566347136341,-0.5465566347136341,-0.5465566347136341,-0.5465566347136341,0.5465566347136341,-0.5465566347136341,2.259994506835994,2.644501495361328,141.4400024414062,137.3677925109863,137.8879928588867,138.4081932067871,1.0,0.975235363787148,0.9896780258553901,1.3264938267110025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8864461180852308,-1,-0.8864461180852308,-1,-0.8864461180852308,-1,0.8864461180852308,-1
2022-12-23,140.5899963378906,141.8600006103516,139.6000061035156,141.6499938964844,141.6499938964844,2092500.0,0.5465566347136341,1.126825354141999,1.963390428970682,1.471869431714028,1.655148304172334,140.9639984130859,143.6980010986328,145.875,137.4106662750244,134.3484996032715,141.7301017860134,142.9580799891201,143.2284912095469,140.0068528830565,137.4553260475226,143.3363601272187,143.5954201070432,-0.2590599798245137,0.9452435745681228,-0.5435964035576424,-0.5435964035576424,0.5435964035576424,0.5435964035576424,-0.5435964035576424,-0.5435964035576424,-0.5435964035576424,0.5435964035576424,-0.5435964035576424,1.490005493164006,2.604001617431634,141.8600006103516,135.6220991516113,136.1509994506835,136.6798997497558,1.0,0.980973968568496,0.9914102217713041,1.3339433421647096,0.0,1.0,2.0,0.1394183039665222,0.0477146386555073,0.989538312,0.6043062834654236,-0.5465566347136341,1,-0.5465566347136341,-1,-0.5465566347136341,1,-0.5465566347136341,-1
2022-12-27,141.7299957275391,142.7200012207031,141.2299957275391,142.4199981689453,142.4199981689453,2742400.0,0.5435964035576424,0.9305874199379116,1.888210197091477,1.45035653297548,1.62022335821025,141.6739990234375,143.0190002441406,145.85,137.8041662851969,134.4562995910645,141.9600672469907,142.8602469309065,143.1763303682177,140.0859724006266,137.5536363865607,143.1953813644074,143.5083518153322,-0.3129704509248654,0.6936007694695251,1.685152315222907,1.685152315222907,-1.685152315222907,-1.685152315222907,1.685152315222907,1.685152315222907,1.685152315222907,-1.685152315222907,1.685152315222907,2.860000610351619,2.673501586914058,142.7200012207031,136.131197052002,136.6519973754883,137.1727976989746,0.0,0.9905956466035482,0.9936988791265973,1.3018938131148472,1.0,1.0,0.0,0.977871835,0.4896042745,0.0141032058745622,0.0101125854372811,0.5435964035576424,1,-0.5435964035576424,-1,0.5435964035576424,1,-0.5435964035576424,-1
2022-12-28,142.3999938964844,142.8099975585938,139.9499969482422,140.0200042724609,140.0200042724609,2539500.0,-1.685152315222907,1.053323012760123,1.858757607645223,1.489021420905439,1.619758495305786,141.4220001220703,141.9639999389649,145.7106669108073,138.1126663208008,134.5316996765137,141.3133795888141,142.3438391748255,142.972696426556,140.0838095111785,137.6024753545983,142.7068618118002,143.2499557010455,-0.5430938892452559,0.4462618377265689,-0.7427462179684016,-0.7427462179684016,0.7427462179684016,0.7427462179684016,-0.7427462179684016,-0.7427462179684016,-0.7427462179684016,0.7427462179684016,-0.7427462179684016,1.809997558593722,2.565501403808589,142.8099975585938,136.8382977294922,137.372998046875,137.9076983642578,1.0,0.996182131969178,0.9927607714391783,1.2483081717622007,1.0,1.0,0.0,0.6939660310745239,0.3519592110372619,0.3026800453662872,0.172792276367545,-1.685152315222907,1,1.685152315222907,-1,-1.685152315222907,1,1.685152315222907,1
2022-12-29,140.5800018310547,142.2599945068359,140.4499969482422,141.0599975585938,141.0599975585938,2337200.0,0.7427462179684016,1.079616008141996,1.914736498980822,1.442641958747652,1.571584622261383,141.2059997558594,141.0839996337891,145.6013336181641,138.371999613444,134.6161996459961,141.2289189120741,142.1104134264197,142.8492964995907,140.1158156766676,137.670941140816,142.4534980805377,143.0877365793824,-0.6342384988446952,0.2301617704123161,-0.1205147964608347,0.1205147964608347,-0.1205147964608347,-0.1205147964608347,0.1205147964608347,0.1205147964608347,0.1205147964608347,-0.1205147964608347,0.1205147964608347,1.449996948242216,2.504501342773435,142.2599945068359,137.1658944702149,137.6789947509766,138.1920950317383,0.0,1.0008647339343015,0.9937971152634637,1.32724304001458,0.0,1.0,1.0,0.0239001680165529,0.0124696715082764,0.9971613883972168,0.6848264187574387,0.7427462179684016,1,-0.7427462179684016,-1,0.7427462179684016,-1,0.7427462179684016,-1
2022-12-30,140.5399932861328,140.8999938964844,139.4499969482422,140.8899993896484,140.8899993896484,2858000.0,-0.1205147964608347,1.000000871617665,1.120878710194561,1.439468164148424,1.572153325283311,141.2079986572266,140.9369995117187,145.4803334554036,138.6244996388753,134.7303996276856,141.1159457379322,141.8885199651886,142.7228902344331,140.1411987492243,137.7346848685157,142.2129598204009,142.9249412319947,-0.711981411593797,0.0417331340110934,0.4684531655679003,-0.4684531655679003,0.4684531655679003,0.4684531655679003,-0.4684531655679003,-0.4684531655679003,-0.4684531655679003,0.4684531655679003,-0.4684531655679003,1.419998168945312,2.504000854492185,140.8999938964844,136.7500915527343,137.250991821289,137.7518920898437,1.0,1.0019228389028203,0.9945550617664773,0.7786755817956297,0.0,0.0,2.0,0.025711887,0.0155441985,0.6177367568016052,0.5633342266082764,-0.1205147964608347,1,0.1205147964608347,-1,0.1205147964608347,1,0.1205147964608347,1
2023-01-03,141.1000061035156,141.8999938964844,140.4799957275391,141.5500030517578,141.5500030517578,3338600.0,0.4684531655679003,0.9899951926564808,1.007089928806049,1.448902056803031,1.522496242766097,141.1880004882813,141.0759994506836,145.3290003458659,138.9464996337891,134.8308996582031,141.2606315092074,141.8269714354739,142.6472200936154,140.1873890542254,137.8102357236294,142.1109664713788,142.8230939593846,-0.7121274880057058,-0.1090389903922664,0.7417894942565632,-0.7417894942565632,0.7417894942565632,0.7417894942565632,-0.7417894942565632,-0.7417894942565632,-0.7417894942565632,0.7417894942565632,-0.7417894942565632,2.25,2.510001373291016,141.8999938964844,135.3911920166016,135.8919921875,136.3927923583985,1.0,1.0007939056822832,0.9960068249322791,0.6950710878471452,0.0,0.0,1.0,0.072232783,0.072232783,0.9047428369522096,0.9047428369522096,0.4684531655679003,1,-0.4684531655679003,1,0.4684531655679003,1,0.4684531655679003,1
2023-01-04,142.0700073242188,143.6199951171875,141.3699951171875,142.6000061035156,142.6000061035156,3869200.0,0.7417894942565632,1.021187221759504,0.9551920447071508,1.457095301243627,1.470102193784026,141.2240020751953,141.4490005493164,145.1610005696615,139.3428330739339,134.9314997863769,141.7070897073102,141.9675231932996,142.644174029738,140.2664912525628,137.9050826618449,142.1862033378614,142.8065689330239,-0.6203655951624398,-0.2113043113463011,1.044884592839629,1.044884592839629,-1.044884592839629,-1.044884592839629,1.044884592839629,1.044884592839629,1.044884592839629,-1.044884592839629,1.044884592839629,2.490005493164091,2.579501342773439,143.6199951171875,136.3779908752442,136.8799911499024,137.3819914245606,0.0,0.9984093314675444,0.9981655418075104,0.6555453468911038,1.0,0.0,0.0,0.9596616625785828,0.9596616625785828,0.0383353196084499,0.0383353196084499,0.7417894942565632,1,0.7417894942565632,1,0.7417894942565632,1,0.7417894942565632,-1
2023-01-05,142.4400024414062,142.5,140.0099945068359,141.1100006103516,141.1100006103516,2866600.0,-1.044884592839629,0.7588840745577101,0.8830025762576379,1.469380028428271,1.472242104242412,141.4420013427734,141.4320007324219,144.9753341674805,139.7321664174398,135.0024998474121,141.508060008324,141.8116099964,142.545195099455,140.2941472970805,137.9685463835976,142.0206336874753,142.6808972054185,-0.660263517943207,-0.3010961526656822,1.835444920053809,-1.835444920053809,1.835444920053809,1.835444920053809,-1.835444920053809,-1.835444920053809,-1.835444920053809,1.835444920053809,-1.835444920053809,2.669998168945312,2.622500610351565,142.5,137.9450921630859,138.4609924316406,138.9768927001953,1.0,1.0000707096717838,0.9978594842264065,0.6009354688195576,0.0,2.0,1.0,0.0185272749513387,0.0124785512261744,0.9869292974472046,0.3766271732747555,-1.044884592839629,1,-1.044884592839629,1,-1.044884592839629,1,1.044884592839629,1
2023-01-06,142.3800048828125,144.25,141.5800018310547,143.6999969482422,143.6999969482422,3574000.0,1.835444920053809,1.065101986814606,1.048064955185963,1.539105846364645,1.484806426498419,141.9700012207031,141.5880004882812,144.7953338623047,140.1638329823812,135.0901998901367,142.2387056549634,142.1549530785531,142.6196984445381,140.4058144987579,138.0820404541846,142.2789972660548,142.7563860752573,-0.4773888092024947,-0.3363546839730447,-0.1043798884271374,0.1043798884271374,-0.1043798884271374,-0.1043798884271374,0.1043798884271374,-0.1043798884271374,0.1043798884271374,-0.1043798884271374,0.1043798884271374,2.070007324218693,2.637001037597655,144.25,136.7304986572265,137.2549987792969,137.7794989013672,0.0,1.0026979739180193,1.0005891639692923,0.6809570359709072,1.0,0.0,0.0,0.9837900996208192,0.9837900996208192,0.015035696,0.015035696,1.835444920053809,1,1.835444920053809,-1,1.835444920053809,1,1.835444920053809,-1
2023-01-09,144.0800018310547,145.4700012207031,143.3999938964844,143.5500030517578,143.5500030517578,3987700.0,-0.1043798884271374,1.063244202469919,0.9928269062273224,1.535350045386319,1.484294771501055,142.502001953125,141.8550003051758,144.6220006306966,140.5968330383301,135.1600999450684,142.6758047872282,142.4085985282267,142.6797180966168,140.5089026480366,138.1903169412652,142.4745366177014,142.8151725179611,-0.3406359002596275,-0.3372109272303613,0.8707767143336841,-0.8707767143336841,0.8707767143336841,0.8707767143336841,-0.8707767143336841,0.8707767143336841,-0.8707767143336841,0.8707767143336841,-0.8707767143336841,1.950012207031193,2.666001892089839,145.4700012207031,138.4485977172852,138.9759979248047,139.5033981323242,1.0,1.0045610069899353,1.0018763351494435,0.6466453101107058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1043798884271374,-1,0.1043798884271374,1,-0.1043798884271374,1,0.1043798884271374,-1
2023-01-10,143.6100006103516,144.8500061035156,142.8999938964844,144.8000030517578,144.8000030517578,2152100.0,0.8707767143336841,1.086645473264227,1.010809682362136,1.548764776365706,1.423813306412089,143.152001953125,142.1700012207031,144.5030008951823,140.9803330739339,135.2302000427246,143.3838708754047,142.8433993506869,142.8165106743678,140.6495944645521,138.3212018147403,142.8323006844793,142.962197001946,-0.1298963174666881,-0.2957480052776267,0.3176736501267031,-0.3176736501267031,0.3176736501267031,0.3176736501267031,-0.3176736501267031,0.3176736501267031,0.3176736501267031,0.3176736501267031,0.3176736501267031,2.080001831054716,2.656501770019525,144.8500061035156,139.6047970581054,140.1379974365234,140.6711978149414,1.0,1.0069072288386454,1.0037836646787643,0.6526553920822487,0.0,2.0,4.0,0.00569774,0.0036093868333333,0.9958250522613524,0.6515969508621114,-0.8707767143336841,1,0.8707767143336841,-1,0.8707767143336841,1,-0.8707767143336841,-1
2023-01-11,145.0,145.5299987792969,143.4499969482422,145.2599945068359,145.2599945068359,3268700.0,0.3176736501267031,1.075622788495902,1.00540265847649,1.509636373303053,1.405460019943299,143.6839996337891,142.4540008544922,144.4723342895508,141.4006663004557,135.2920999145508,144.0092454192151,143.2827802881685,142.9741547925916,140.8007551216761,138.4586036502274,143.2057920417649,143.1324042245305,0.0733878172344759,-0.2219208407752062,0.1996479112549158,-0.1996479112549158,0.1996479112549158,0.1996479112549158,-0.1996479112549158,0.1996479112549158,0.1996479112549158,0.1996479112549158,0.1996479112549158,2.139999389648494,2.6005012512207,145.5299987792969,139.0057022094726,139.5370025634765,140.0683029174805,1.0,1.0086343575604682,1.0050701495991738,0.6659899537772065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3176736501267031,-1,-0.3176736501267031,-1,0.3176736501267031,-1,-0.3176736501267031,-1
